,lang,family,dialects,iso3code,glottocode,speakers,regions,off_lang,rec_min_lang,url
437,Chontal Maya,"Mayan, Cholan–Tzeltalan, Cholan, Chol–Chontal, Chontal Maya","Mayan, Cholan–Tzeltalan, Cholan, Chol–Chontal, Chontal Maya",chf,taba1266,"61,000 ",North central and southern Tabasco,Unknown,Unknown,https://en.wikipedia.org/wiki/Chontal_Maya_language
438,Arbore,Uknown,Uknown,Not provided,,Uknown,,Unknown,Unknown,https://en.wikipedia.org/wiki/Arbore
439,Mariveleño,"Austronesian, Malayo-Polynesian, Philippine, Central Luzon, Sambalic, Mariveleño","Austronesian, Malayo-Polynesian, Philippine, Central Luzon, Sambalic, Mariveleño",ayt,bata1297,"1,000 ",Mariveles,Unknown,Unknown,https://en.wikipedia.org/wiki/Marivele%C3%B1o_language
440,Zaza,"Indo-European, Indo-Iranian, Iranian, Western, Northwestern, Zaza–Gorani, , , , Zaza","Indo-European, Indo-Iranian, Iranian, Western, Northwestern, Zaza–Gorani, , , , Zaza",zzatitle – inclusive codetitleIndividual codes:titlekiutitle – titleKirmanjkititle (Northern Zaza)titlediqtitle – titleDimlititle (Southern Zaza),zaza1246,3–4 million ,"Provinces of Sivas, Tunceli, Bingöl, Erzurum, Erzincan, Elazığ, Muş, Malatya,[1] Adıyaman and Diyarbakır[1]",Unknown,Unknown,https://en.wikipedia.org/wiki/Zaza_language
441,Nupbikha,"Sino-Tibetan, (, Tibeto-Burman, ), Tibeto-Kanauri, Bodish, East Bodish, Nupbikha","Sino-Tibetan, (, Tibeto-Burman, ), Tibeto-Kanauri, Bodish, East Bodish, Nupbikha",npb,nupb1238,"2,200 ",Bhutan,Unknown,Unknown,https://en.wikipedia.org/wiki/Nupbi_language
442,Cajamarca Quechua,"Quechua, Quechua II, North Peruvian, Cajamarca Quechua","Quechua, Quechua II, North Peruvian, Cajamarca Quechua",qvc,caja1238,"30,000 ",,Unknown,Unknown,https://en.wikipedia.org/wiki/Cajamarca_Quechua
443,Yir-Yoront,Uknown,Uknown,Not provided,,Uknown,,Unknown,Unknown,https://en.wikipedia.org/wiki/Yir-Yoront
444,Rengma,"Sino-Tibetan, Angami–Pochuri, Rengma","Sino-Tibetan, Angami–Pochuri, Rengma",nre,sout2732,Uknown,Nagaland,Unknown,Unknown,https://en.wikipedia.org/wiki/Rengma_Naga_language
445,Cherokee,"Iroquoian, Southern Iroquoian, Cherokee","Iroquoian, Southern Iroquoian, Cherokee",chr,cher1273,1520 to ~2100 ,"Eastern Oklahoma; Great Smoky Mountains[1] and Qualla Boundary in North Carolina.[2] Also in Arkansas,[3] and Cherokee community in California.","Eastern Band of Cherokee Indians in North Carolina,Cherokee Nation of Oklahoma",Unknown,https://en.wikipedia.org/wiki/Cherokee_language
446,Puyuma,"Austronesian, Puyuma","Austronesian, Puyuma",pyu,puyu1239,"8,500 ",,Unknown,Unknown,https://en.wikipedia.org/wiki/Pyuma_language
447,Natchilingmiutut,"Eskaleut, Eskimo, Inuit, Inuvialuktun, Natchilingmiutut","Eskaleut, Eskimo, Inuit, Inuvialuktun, Natchilingmiutut",–,nets1241,Uknown,Western Nunavut,Unknown,Unknown,https://en.wikipedia.org/wiki/Natsilingmiutut
448,Amblong,"Austronesian, Malayo-Polynesian, Oceanic, Southern Oceanic, North-Central Vanuatu, North Vanuatu, Espiritu Santo, Amblong","Austronesian, Malayo-Polynesian, Oceanic, Southern Oceanic, North-Central Vanuatu, North Vanuatu, Espiritu Santo, Amblong",alm,ambl1237,Uknown,Espiritu Santo,Unknown,Unknown,https://en.wikipedia.org/wiki/Amblong_language
449,Khanty,"Uralic, Ugric,Ob-Ugric,Khanty","Uralic, Ugric,Ob-Ugric,Khanty",kca,khan1279,"14,000 ",Khanty–Mansi,Unknown,Unknown,https://en.wikipedia.org/wiki/Northern_Khanty_language
450,Guanche,"Afro-Asiatic,  Berber,  Guanche","Afro-Asiatic,  Berber,  Guanche",gnc,guan1277,Uknown,Canary Islands,Unknown,Unknown,https://en.wikipedia.org/wiki/Guanche_language
451,Beezen,"Niger–Congo,Atlantic–Congo, Benue–Congo, Plateau, Yukubenic, Akum–Beezen, Beezen","Niger–Congo,Atlantic–Congo, Benue–Congo, Plateau, Yukubenic, Akum–Beezen, Beezen",bnz,beez1238title  Beezentitlebaaz1234title  Baazem,450 ,Taraba State,Unknown,Unknown,https://en.wikipedia.org/wiki/Beezen_language
452,Kurtöp,"Sino-Tibetan, Tibeto-Burman, Tibeto-Kanauri,  Bodish, East Bodish, Kurtöp","Sino-Tibetan, Tibeto-Burman, Tibeto-Kanauri,  Bodish, East Bodish, Kurtöp",xkz,kurt1248,"15,000 ",,Unknown,Unknown,https://en.wikipedia.org/wiki/Kurt%C3%B6p_language
453,Laha,"Kra–Dai, Kra, Laha","Kra–Dai, Kra, Laha",lha,laha1250,Uknown,Vietnam,Unknown,Unknown,https://en.wikipedia.org/wiki/Laha_language
454,Cuicatec,"Oto-Manguean, Mixtecan, Cuicatec","Oto-Manguean, Mixtecan, Cuicatec",Either:titlecuxtitle – Tepeuxilatitlecuttitle – Teutila,cuic1234,"13,000 ",Oaxaca,Unknown,Unknown,https://en.wikipedia.org/wiki/Cuicatec_language
455,Tangsa_Naga,Uknown,Uknown,Not provided,,Uknown,,Unknown,Unknown,https://en.wikipedia.org/wiki/Tangsa_Naga
456,Semai,"Austroasiatic, Aslian, Senoic, Semai","Austroasiatic, Aslian, Senoic, Semai",sea,sema1266,"60,438 ",,Unknown,Unknown,https://en.wikipedia.org/wiki/Semai_language
457,Mixtepec Zapotec,"Oto-Manguean, Zapotecan, Zapotec, Sierra Sur, Cis-Yautepec, Mixtepec Zapotec","Oto-Manguean, Zapotecan, Zapotec, Sierra Sur, Cis-Yautepec, Mixtepec Zapotec",zpm,mixt1426,Uknown,Oaxaca,Unknown,Unknown,https://en.wikipedia.org/wiki/Mixtepec_Zapotec
458,Nocte_people,Uknown,Uknown,Not provided,,Uknown,,Unknown,Unknown,https://en.wikipedia.org/wiki/Nocte_people
459,Qimant,"Afro-Asiatic, Cushitic, Agaw, Northern, Qimant","Afro-Asiatic, Cushitic, Agaw, Northern, Qimant",ahg,qima1242,Uknown,Amhara Region,Unknown,Unknown,https://en.wikipedia.org/wiki/K%27emant_language
460,Dimasa,"Sino-Tibetan, Tibeto-Burman, Central Tibeto-Burman,  Brahmaputran, Boro–Garo, Dimasa","Sino-Tibetan, Tibeto-Burman, Central Tibeto-Burman,  Brahmaputran, Boro–Garo, Dimasa",dis,dima1251,"137,184 ","Assam, Nagaland",Unknown,Unknown,https://en.wikipedia.org/wiki/Dimasa_language
461,Bedoanas,"Austronesian, Malayo-Polynesian, Central–Eastern Malayo-Polynesian, Kei–Tanimbar, Bedoanas–Erokwanas, Bedoanas","Austronesian, Malayo-Polynesian, Central–Eastern Malayo-Polynesian, Kei–Tanimbar, Bedoanas–Erokwanas, Bedoanas",bed,bedo1237,180 ,N. coast Bomberai Peninsula,Unknown,Unknown,https://en.wikipedia.org/wiki/Bedoanas_language
462,Yuracaré,Language isolate,Language isolate,yuz,yura1255,"2,700 ",Cochabamba Department, Bolivia,Unknown,https://en.wikipedia.org/wiki/Yuracar%C3%A9_language
463,Koryak,"Chukotko-Kamchatkan, Chukotkan, Koryak","Chukotko-Kamchatkan, Chukotkan, Koryak",kpy,kory1246,"1665, 21% of ethnic population ",Koryak Okrug,Unknown,Unknown,https://en.wikipedia.org/wiki/Koryak_language
464,Moksela,"Unclassified (, Central Maluku, )","Unclassified (, Central Maluku, )",vms,moks1249,Uknown,Sula Islands,Unknown,Unknown,https://en.wikipedia.org/wiki/Moksela_language
465,Comox,"Salishan, Coast Salish, Central, Comox","Salishan, Coast Salish, Central, Comox",coo,como1259,"47 in 3 of 4 communities, unknown number in 4th community ",British Columbia,Unknown,Unknown,https://en.wikipedia.org/wiki/Comox_language
466,Inuinnaqtun,"Eskaleut, Eskimo, Inuit, Inuvialuktun, Inuinnaqtun","Eskaleut, Eskimo, Inuit, Inuvialuktun, Inuinnaqtun","ikttitle  Inuinnaqtun, Western Canadian Inuktitut",copp1244,"1,310 ",,NunavutNorthwest Territories,Unknown,https://en.wikipedia.org/wiki/Inuinnaqtun
467,Biate,"Sino-Tibetan, Tibeto-Burman, Central Tibeto-Burman,  Kuki-Chin-Naga, Kuki-Chin, Central, Biate","Sino-Tibetan, Tibeto-Burman, Central Tibeto-Burman,  Kuki-Chin-Naga, Kuki-Chin, Central, Biate",biu,biet1238title  Biete,Uknown,India,Unknown,Unknown,https://en.wikipedia.org/wiki/Biate_language
468,Sigu,"Niger–Congo,Atlantic–Congo, Benue–Congo, Bantoid, Bantu,  (, Zone B, ), Kele,  (b. ), Sigu","Niger–Congo,Atlantic–Congo, Benue–Congo, Bantoid, Bantu,  (, Zone B, ), Kele,  (b. ), Sigu",sxe,sigh1238,Uknown,,Unknown,Unknown,https://en.wikipedia.org/wiki/Sighu_language
469,Ongota,"unclassified (possibly alanguage isolate, )","unclassified (possibly alanguage isolate, )",bxe,bira1253,12 ,"Southern Omo Zone, Southern Region",Unknown,Unknown,https://en.wikipedia.org/wiki/Ongota_language
470,Guanano,"Tucanoan, Eastern, North, GuaUknowno","Tucanoan, Eastern, North, GuaUknowno",Either:titlegvctitle – WaNot providedo (Kótirya)titlepirtitle – Piratapuyo,wana1272,Uknown,,Unknown,Unknown,https://en.wikipedia.org/wiki/Wanano_language
471,Mangarrayi,"Macro-Gunwinyguan, Marran, Mangarrayi","Macro-Gunwinyguan, Marran, Mangarrayi",mpc,mang1381,2 speakers[1],Northern Territory,Unknown,Unknown,https://en.wikipedia.org/wiki/Mangarayi_language
472,Irula,"Dravidian, South Dravidian, Tamil–Kannada, Irula–Muduga, Irula","Dravidian, South Dravidian, Tamil–Kannada, Irula–Muduga, Irula",iru,irul1243,"11,870 ",Nilgiri Mountains,Unknown,Unknown,https://en.wikipedia.org/wiki/Irula_language
473,Manang,"Sino-Tibetan, Tamangic, MaUknowng","Sino-Tibetan, Tamangic, MaUknowng",nmm,mana1288,390 ,Manang District,Unknown,Unknown,https://en.wikipedia.org/wiki/Gyasumdo_language
474,Tucano,"Tucanoan, Eastern, North, Tucano","Tucanoan, Eastern, North, Tucano",Either:titletuotitle – Tucanotitlearjtitle – Arapaso,tuca1252title  Tucanotitlearap1275title  Arapaso,"4,600 in Brazil ",, Brazil (São Gabriel da Cachoeira),Unknown,https://en.wikipedia.org/wiki/Tucano_language
475,Mizo,"Sino-Tibetan, Tibeto-Burman, Central Tibeto-Burman,  Kuki-Chin-Naga, Kuki-Chin, Central, Mizo","Sino-Tibetan, Tibeto-Burman, Central Tibeto-Burman,  Kuki-Chin-Naga, Kuki-Chin, Central, Mizo",lus,lush1249,"1,000,000+[a] ","
Chittagong Hill Tracts, Bangladesh
Chin State and Sagaing Region, Myanmar
Other regions inhabited by the Mizo diaspora
","
Mizoram, India
Chinland (partially recognised state), Myanmar
",Unknown,https://en.wikipedia.org/wiki/Mizo_language
476,Koitabu,"Trans–New Guinea, Koiarian, Koiaric, Koitabu","Trans–New Guinea, Koiarian, Koiaric, Koitabu",kqi,koit1244,"2,700 ",Papua New Guinea,Unknown,Unknown,https://en.wikipedia.org/wiki/Koita_language
477,Merei,"Austronesian, Malayo-Polynesian, Oceanic, Southern Oceanic, North-Central Vanuatu, North Vanuatu, Espiritu Santo, Merei","Austronesian, Malayo-Polynesian, Oceanic, Southern Oceanic, North-Central Vanuatu, North Vanuatu, Espiritu Santo, Merei",Either:titlemnltitle – Tialetitlelmbtitle – Merei,tial1239title  Tialetitlemere1242title  Merei,Uknown,"Espiritu Santo Island, Vanuatu",Unknown,Unknown,https://en.wikipedia.org/wiki/Malmariv_language
478,Rushani,"Indo-European, Indo-Iranian, Iranian, Eastern Iranian, Pamiri, Rushani","Indo-European, Indo-Iranian, Iranian, Eastern Iranian, Pamiri, Rushani",–,rush1239,Uknown,,Unknown,Unknown,https://en.wikipedia.org/wiki/Rushani_language
479,Bishnupriya Manipuri,"Indo-European, Indo-Iranian, Indo-Aryan, Eastern, Bengali–Assamese, Bishnupriya Manipuri","Indo-European, Indo-Iranian, Indo-Aryan, Eastern, Bengali–Assamese, Bishnupriya Manipuri",bpy,bish1244,"119,646 total speakers
79,646 in India[1]
53,812 in Assam[2]
21,242 in Tripura[3]
1,457 in Manipur[4][5]
40,000 in Bangladesh[6] ",Primarily Northeast India and Bangladesh,Unknown,Unknown,https://en.wikipedia.org/wiki/Bishnupriya_Manipuri
480,Nachhiring,"Sino-Tibetan, Tibeto-Burman, Mahakiranti,  Kiranti, Central, Khambu, Nachhiring","Sino-Tibetan, Tibeto-Burman, Mahakiranti,  Kiranti, Central, Khambu, Nachhiring",ncd,nach1240,"10,000 ","Pradesh no-1Solukhumbu DistrictSotang,Namlung,pawai and khotang districtRakha Bangdel, Badel, para,",Unknown,Unknown,https://en.wikipedia.org/wiki/Nachiring_language
481,Naskapi,Uknown,Uknown,Not provided,,Uknown,,Unknown,Unknown,https://en.wikipedia.org/wiki/Naskapi
482,Acazulco Otomi,"Oto-Manguean, Oto-Pamean, Otomian, Eastern, Acazulco Otomi","Oto-Manguean, Oto-Pamean, Otomian, Eastern, Acazulco Otomi",Nonetitle (titlemistitle),,100-200 ,"Ocoyoacac, Mexico State",Unknown,Unknown,https://en.wikipedia.org/wiki/Acazulco_Otomi
483,Kinnauri,"Sino-Tibetan, Tibeto-Kanauri, \xa, West Himalayish, Kanauri, Kinnauri","Sino-Tibetan, Tibeto-Kanauri, \xa, West Himalayish, Kanauri, Kinnauri",Variously:titlekfktitle – Kinnauri propertitleciktitle – titleChitkuli Kinnaurititlessktitle – titleSunamtitle (Thebor)title[titlecitation neededtitle]titlejnatitle – titleJangshungtitle (Thebor)titlescutitle – titleShumchotitle (Thebor),kinn1250,"all Kinnauri varieties: 84,000;
  Kinnauri proper: about 45,000 ",Himachal Pradesh,Unknown,Unknown,https://en.wikipedia.org/wiki/Kinnauri_language
484,Sanie,"Sino-Tibetan, Tibeto-Burman, Lolo–Burmese, Loloish, Kazhuoish, , Sanie","Sino-Tibetan, Tibeto-Burman, Lolo–Burmese, Loloish, Kazhuoish, , Sanie",ysy,sani1265,"8,000 ",,Unknown,Unknown,https://en.wikipedia.org/wiki/Sanyi_language
485,Qʼeqchiʼ,"Mayan, Quichean–Mamean, Greater Quichean, Qʼeqchiʼ","Mayan, Quichean–Mamean, Greater Quichean, Qʼeqchiʼ",kek,kekc1242,1.3 million ,"Alta Verapaz, Petén, Izabal, Baja Verapaz, El Quiché; Toledo; Campeche, Quintana Roo, Chiapas", Guatemala Mexico,Unknown,https://en.wikipedia.org/wiki/Q%27eqchi%27_language
486,Yimas,"Ramu–Lower Sepik, Lower Sepik,  (Nor–Pondo), Pondo,Karawari–Yimas, Yimas","Ramu–Lower Sepik, Lower Sepik,  (Nor–Pondo), Pondo,Karawari–Yimas, Yimas",yee,yima1243,50 ,"Yimas village, Karawari Rural LLG, East Sepik Province",Unknown,Unknown,https://en.wikipedia.org/wiki/Yimas_language
487,Mumeng,"Austronesian, Malayo-Polynesian, Oceanic, Western Oceanic, North New Guinea, \xa, Ngero–Vitiaz, \xa, Huon Gulf, South Huon Gulf, Hote–Buang, Buang, Mumeng","Austronesian, Malayo-Polynesian, Oceanic, Western Oceanic, North New Guinea, \xa, Ngero–Vitiaz, \xa, Huon Gulf, South Huon Gulf, Hote–Buang, Buang, Mumeng","Variously:titledactitle – Dambititleksltitle – Kumalutitleptptitle – Patep (Ptep, Dengalu)titlezegtitle – Zenag (ZeNot providedg)titlegoctitle – Gorakor",mume1239,Uknown,Morobe Province,Unknown,Unknown,https://en.wikipedia.org/wiki/Dengalu_language
488,Nyishi,"Sino-Tibetan, Tani, Western Tani, Nyishi","Sino-Tibetan, Tani, Western Tani, Nyishi",njz,nyis1236,"999,976 ","Arunachal Pradesh, Assam",Unknown,Unknown,https://en.wikipedia.org/wiki/Mra_language
489,Akkala Sámi,"Uralic, Sámi, Eastern, Mainland, Akkala Sámi","Uralic, Sámi, Eastern, Mainland, Akkala Sámi",sia,akka1237,Uknown,Southwest Kola Peninsula,Unknown,Unknown,https://en.wikipedia.org/wiki/Akkala_S%C3%A1mi
490,Nafusi,"Afro-Asiatic, Berber, Northern, Zenati, Eastern, Nafusi","Afro-Asiatic, Berber, Northern, Zenati, Eastern, Nafusi",jbn,nafu1238,"300,000 ",Nafusa Mountains,Unknown,Unknown,https://en.wikipedia.org/wiki/Nafusi_language
491,Ventureño,"Chumashan, Southern, Central, Ventureño","Chumashan, Southern, Central, Ventureño",veo,vent1242,Uknown,Southern Californian coastal areas,Unknown,Unknown,https://en.wikipedia.org/wiki/Venture%C3%B1o_language
492,Caddo,Uknown,Uknown,Not provided,,Uknown,,Unknown,Unknown,https://en.wikipedia.org/wiki/Caddo
493,Movima,Language isolate,Language isolate,mzp,movi1243,"1,000 ",Beni Department,Bolivia,Unknown,https://en.wikipedia.org/wiki/Movima_language
494,Ojibwe,Uknown,Uknown,Not provided,,Uknown,,Unknown,Unknown,https://en.wikipedia.org/wiki/Ojibwe
495,Tilung,"Sino-Tibetan, Tibeto-Burman, Mahakiranti,  Kiranti, Central or Western Tilung","Sino-Tibetan, Tibeto-Burman, Mahakiranti,  Kiranti, Central or Western Tilung",tij,tilu1238,20 ,Sagarmatha Zone,Unknown,Unknown,https://en.wikipedia.org/wiki/Tilung_language
496,Koneraw,"Trans–New Guinea, Central & South New Guinea, \xa, Mombum, Koneraw","Trans–New Guinea, Central & South New Guinea, \xa, Mombum, Koneraw",kdw,kone1241,"1,200 ","Yos Sudarso Island, West New Guinea",Unknown,Unknown,https://en.wikipedia.org/wiki/Koneraw_language
497,Talondoʼ,"Austronesian, Malayo-Polynesian, South Sulawesi, Northern, Toraja, Talondoʼ","Austronesian, Malayo-Polynesian, South Sulawesi, Northern, Toraja, Talondoʼ",tln,talo1251,"1,200 ",Sulawesi,Unknown,Unknown,https://en.wikipedia.org/wiki/Talondo_language
498,Bhadra_(2005_film),Uknown,Uknown,Not provided,,Uknown,,Unknown,Unknown,https://en.wikipedia.org/wiki/Bhadra_(2005_film)
499,Kanowit,Uknown,Uknown,Not provided,,Uknown,,Unknown,Unknown,https://en.wikipedia.org/wiki/Kanowit
500,Saponi,Uknown,Uknown,Not provided,,Uknown,,Unknown,Unknown,https://en.wikipedia.org/wiki/Saponi
501,Raute,"Sino-Tibetan, Raji–Raute, Raute–, Rawat, Raute","Sino-Tibetan, Raji–Raute, Raute–, Rawat, Raute",rau,raut1239,460 ,Nepal,Unknown,Unknown,https://en.wikipedia.org/wiki/Raute_language
502,Mapoyo,"Carib, Venezuelan Carib, Mapoyo–Tamanaku, Mapoyo","Carib, Venezuelan Carib, Mapoyo–Tamanaku, Mapoyo",Variously:titlemcgtitle – Mapoyotitleyartitle – Yabaranatitlepevtitle – Pémono,mapo1245,Uknown,Suapure River,Unknown,Unknown,https://en.wikipedia.org/wiki/Yawarana_language
503,Mussau-Emira,"Austronesian, Malayo-Polynesian, Oceanic, St. Matthias, Mussau-Emira","Austronesian, Malayo-Polynesian, Oceanic, St. Matthias, Mussau-Emira",emi,muss1246,"5,000 ",Islands of Mussau and Emirau (New Ireland Province),Unknown,Unknown,https://en.wikipedia.org/wiki/Mussau-Emira_language
504,Ujir,"Austronesian, Malayo-Polynesian, Central–Eastern, Aru, Ujir","Austronesian, Malayo-Polynesian, Central–Eastern, Aru, Ujir",udj,ujir1237,"1,000 ",Aru Islands,Unknown,Unknown,https://en.wikipedia.org/wiki/Ujir_language
505,Vungu,"Niger–Congo,Atlantic–Congo, Benue–Congo, Bantoid, Bantu,  (, Zone B, ), Sira,  (B.), Vungu","Niger–Congo,Atlantic–Congo, Benue–Congo, Bantoid, Bantu,  (, Zone B, ), Sira,  (B.), Vungu",vum,vumb1238,"5,000 ",,Unknown,Unknown,https://en.wikipedia.org/wiki/Vumbu_language
506,Kumeyaay,Uknown,Uknown,Not provided,,Uknown,,Unknown,Unknown,https://en.wikipedia.org/wiki/Kumeyaay
507,Satawal,Uknown,Uknown,Not provided,,Uknown,,Unknown,Unknown,https://en.wikipedia.org/wiki/Satawal
508,Zirenkel,"Afro-Asiatic, Chadic, East Chadic, East Chadic B, Mubi,  (B..), Zirenkel","Afro-Asiatic, Chadic, East Chadic, East Chadic B, Mubi,  (B..), Zirenkel",zrn,zire1244,Uknown,,Unknown,Unknown,https://en.wikipedia.org/wiki/Zirenkel_language
509,Palula,"Indo-European, Indo-Iranian, Indo-Aryan, Eastern Dardic, Shinaic, Sawi, –, Kalkoti, –Palula, , Kalkoti, –Palula, , Palula","Indo-European, Indo-Iranian, Indo-Aryan, Eastern Dardic, Shinaic, Sawi, –, Kalkoti, –Palula, , Kalkoti, –Palula, , Palula",phl,phal1254,"10,000 ",Chitral,Unknown,Unknown,https://en.wikipedia.org/wiki/Palula_language
510,Yatê-Fulniô,"Macro-Gê,Yatê-Fulniô","Macro-Gê,Yatê-Fulniô",fun,fuln1247,"1,000 ","Águas Belas, Pernambuco",Unknown,Unknown,https://en.wikipedia.org/wiki/Fulni%C3%B4_language
511,Macushi,"Cariban, Venezuelan Carib, Pemóng–Panare, Pemóng, Macushi","Cariban, Venezuelan Carib, Pemóng–Panare, Pemóng, Macushi",mbc,macu1259,"18,000 ",,Unknown,Unknown,https://en.wikipedia.org/wiki/Macushi_language
512,Abkhaz,"Northwest Caucasian, Abazgi, Abkhaz","Northwest Caucasian, Abazgi, Abkhaz",abktitle  Abkhazian,abkh1244title  Abkhaz,"190,000 ",Georgia,Republic of Abkhaziaa,Georgia,https://en.wikipedia.org/wiki/Abkhaz_language
513,Molise Slavic,"Indo-European, Balto-Slavic, Slavic, South Slavic, Western South Slavic, \xa, ru,Shtokavian, Molise Slavic","Indo-European, Balto-Slavic, Slavic, South Slavic, Western South Slavic, \xa, ru,Shtokavian, Molise Slavic",svm,slav1254,"< 1,000 ",Molise,Unknown, Italy,https://en.wikipedia.org/wiki/Slavomolisano_dialect
514,Polabian,"Indo-European, Balto-Slavic, Slavic, West Slavic, Lechitic, , West Lechitic, , Polabian","Indo-European, Balto-Slavic, Slavic, West Slavic, Lechitic, , West Lechitic, , Polabian",pox,pola1255,Uknown,,Unknown,Unknown,https://en.wikipedia.org/wiki/Polabian_language
515,Pumpokol,"Dené–Yeniseian,Yeniseian, Southern Yeniseian, Arin, –Pumpokol, Pumpokol","Dené–Yeniseian,Yeniseian, Southern Yeniseian, Arin, –Pumpokol, Pumpokol",xpm,pump1237,Uknown,,Unknown,Unknown,https://en.wikipedia.org/wiki/Pumpokol_language
516,Dyirbal,"Pama–Nyungan, Eastern Pama–Nyungan, Dyirbalic, Dyirbal","Pama–Nyungan, Eastern Pama–Nyungan, Dyirbalic, Dyirbal",dbl,dyir1250,21 ,Northeast Queensland,Unknown,Unknown,https://en.wikipedia.org/wiki/Dyirbal_language
517,Alabama,Uknown,Uknown,Not provided,,Uknown,,Unknown,Unknown,https://en.wikipedia.org/wiki/Alabama
518,Tape,"Austronesian, Malayo-Polynesian, Oceanic, Southern Oceanic, North-Central Vanuatu, Central Vanuatu, Malakula, Malakula Interior, Tape","Austronesian, Malayo-Polynesian, Oceanic, Southern Oceanic, North-Central Vanuatu, Central Vanuatu, Malakula, Malakula Interior, Tape",mrs,mara1399,15 ,Central Malekula,Unknown,Unknown,https://en.wikipedia.org/wiki/Tape_language
519,Romani,"Indo-European, Indo-Iranian, Indo-Aryan, Western Indo-Aryan, , Romani","Indo-European, Indo-Iranian, Indo-Aryan, Western Indo-Aryan, , Romani",romtitle – inclusive codetitleIndividual codes:titlermntitle – titleBalkan Romanititlermltitle – titleBaltic Romanititlermctitle – titleCarpathian Romanititlermftitle – titleFinnish Kalotitlermotitle – titleSinte Romanititlermytitle – titleVlax Romanititlermwtitle – titleWelsh Romani,roma1329,4.6 million ,,Unknown,"
 Austria
 Bosnia and Herzegovina
 Colombia
 Finland
 Germany
 Hungary
 Kosovo
 Montenegro
 North Macedonia
 Norway
 Poland
 Denmark
 Romania
 Serbia
 Slovakia
 Sweden
",https://en.wikipedia.org/wiki/Romani_language
520,Khanty,"Uralic, Ugric,Ob-Ugric,Khanty","Uralic, Ugric,Ob-Ugric,Khanty",kca,khan1279,"14,000 ",Khanty–Mansi,Unknown,Unknown,https://en.wikipedia.org/wiki/Khanty_language#Varieties
521,Neapolitan,"Indo-European, Italic, Latino-Faliscan, Latin, Romance, Italo-Western, Italo-Dalmatian, Italo-Romance, Neapolitan","Indo-European, Italic, Latino-Faliscan, Latin, Romance, Italo-Western, Italo-Dalmatian, Italo-Romance, Neapolitan",nap,neap1235title  Continental Southern Italiantitlesout3126title  South Lucanian = title(Vd)title Lausberg,5.7 million ,Campania,Unknown,Unknown,https://en.wikipedia.org/wiki/Neapolitan_language
522,Dorig,"Austronesian, Malayo-Polynesian, Oceanic, Southern Oceanic, North-Central Vanuatu, North Vanuatu, Torres-Banks, Dorig","Austronesian, Malayo-Polynesian, Oceanic, Southern Oceanic, North-Central Vanuatu, North Vanuatu, Torres-Banks, Dorig",wwo,weta1242,300 ,Gaua,Unknown,Unknown,https://en.wikipedia.org/wiki/Dorig_language
523,Shark_Bay,Uknown,Uknown,Not provided,,Uknown,,Unknown,Unknown,https://en.wikipedia.org/wiki/Shark_Bay
524,Kede,"Great Andamanese, North, Kede","Great Andamanese, North, Kede",akx,akak1252,Uknown,Andaman Islands; central and north central Middle Andaman island.,Unknown,Unknown,https://en.wikipedia.org/wiki/Kede_language
525,Asunción Mixtepec Zapotec,"Oto-Manguean, Zapotecan, Zapotec, Central Zapotec, Valley, Asunción Mixtepec Zapotec","Oto-Manguean, Zapotecan, Zapotec, Central Zapotec, Valley, Asunción Mixtepec Zapotec",zoo,asun1236,Uknown,Oaxaca,Unknown,Unknown,https://en.wikipedia.org/wiki/Asunci%C3%B3n_Mixtepec_Zapotec
526,Yavapai,Uknown,Uknown,Not provided,,Uknown,,Unknown,Unknown,https://en.wikipedia.org/wiki/Yavapai
527,Tanglang,"Sino-Tibetan, Tibeto-Burman, Lolo–Burmese, Loloish, Lisoish, Tanglang","Sino-Tibetan, Tibeto-Burman, Lolo–Burmese, Loloish, Lisoish, Tanglang",ytl,tang1372,"2,000 ",Yunnan,Unknown,Unknown,https://en.wikipedia.org/wiki/Tanglang_language
528,Tuvaluan,"Austronesian, Malayo-Polynesian, Oceanic, Polynesian, Ellicean, Tuvaluan","Austronesian, Malayo-Polynesian, Oceanic, Polynesian, Ellicean, Tuvaluan",tvl,tuva1244,"11,000 in Tuvalu ",, Tuvalu,Unknown,https://en.wikipedia.org/wiki/Tuvaluan_language
529,Kaure,"Kaure–Kosare, Kaure","Kaure–Kosare, Kaure",bpp,kaur1271,Uknown,"Papua: Aurina, Harna, Lereh, Masta, and Wes villages on the Nawa River",Unknown,Unknown,https://en.wikipedia.org/wiki/Narau_language
530,Tzutujil,"Mayan, Quichean–Mamean, Greater Quichean, Quichean, Tzutujil","Mayan, Quichean–Mamean, Greater Quichean, Quichean, Tzutujil",tzj,tzut1248,"72,000 ",Western Highlands,Unknown,Guatemala,https://en.wikipedia.org/wiki/Tz%27utujil_language
531,Gaagudju,"Macro-Gunwinyguan,Gaagudju","Macro-Gunwinyguan,Gaagudju",gbu,gaga1251,Uknown,Northern Territory,Unknown,Unknown,https://en.wikipedia.org/wiki/Gaagudju_language
532,Warázu,"Tupian, Tupi–Guarani, Guarayu, Warázu","Tupian, Tupi–Guarani, Guarayu, Warázu",psm,paus1244,Uknown,"Rondônia, Brazil and Beni Department, Bolivia", Bolivia,Unknown,https://en.wikipedia.org/wiki/Guarasu_language
