,lang,family,dialects,iso3code,glottocode,speakers,regions,off_lang,rec_min_lang,url
533,Wayana,"Cariban, GuiaUknown Carib, Wayana–Apalaí Wayana","Cariban, GuiaUknown Carib, Wayana–Apalaí Wayana",way,waya1269,"1,700 ",,Unknown,Unknown,https://en.wikipedia.org/wiki/Wayana_language
534,Wakhi,"Indo-European, Indo-Iranian, Iranian, Eastern, Wakhi","Indo-European, Indo-Iranian, Iranian, Eastern, Wakhi",wbl,wakh1245,Uknown,,Unknown,Unknown,https://en.wikipedia.org/wiki/Wakhi_language
535,Morokodo,"Nilo-Saharan,Central Sudanic, Bongo–Bagirmi, Bongo–Baka, Morokodo","Nilo-Saharan,Central Sudanic, Bongo–Bagirmi, Bongo–Baka, Morokodo",Variously:titlemgctitle – Morokodotitlenwmtitle – Nyamusa-Molotitlegbntitle – Mo’da (Gberi)titlemwutitle – Mittu (extinct),gber1234title  Gberi-Morokodo-Mittutitlenyam1279title  Nyamusa-Molo,"ca. 50,000 ",,Unknown,Unknown,https://en.wikipedia.org/wiki/Morokodo_language
536,Nisvai,"Austronesian, Malayo-Polynesian, Oceanic, Southern Oceanic, North-Central Vanuatu, Central Vanuatu, Malakula, Malakula Interior, Nisvai","Austronesian, Malayo-Polynesian, Oceanic, Southern Oceanic, North-Central Vanuatu, Central Vanuatu, Malakula, Malakula Interior, Nisvai",Nonetitle (titlemistitle),nisv1234,200 ,Malekula,Unknown,Unknown,https://en.wikipedia.org/wiki/Nisvai_language
537,Naruo,"Sino-Tibetan, (, Tibeto-Burman, ), Lolo–Burmese, Loloish, Lisoish, Taloid, Naruo","Sino-Tibetan, (, Tibeto-Burman, ), Lolo–Burmese, Loloish, Lisoish, Taloid, Naruo",ylo,nalu1239,"15,000 ",,Unknown,Unknown,https://en.wikipedia.org/wiki/Naluo_language
538,Obokuitai,"Lakes Plain, Central, Obokuitai–Eritai, Obokuitai","Lakes Plain, Central, Obokuitai–Eritai, Obokuitai",afz,obok1239,120 ,"Obogwi village in East Central Mambermano District, Mamberamo Raya Regency, Papua",Unknown,Unknown,https://en.wikipedia.org/wiki/Obokuitai_language
539,Onjob,"Trans–New Guinea, Dagan, Onjob","Trans–New Guinea, Dagan, Onjob",onj,onjo1240,150 ,Oro Province,Unknown,Unknown,https://en.wikipedia.org/wiki/Onjab_language
540,Moyon,Uknown,Uknown,Not provided,,Uknown,Normandy,Unknown,Unknown,https://en.wikipedia.org/wiki/Moyon
541,Koasati,"Muskogean, Eastern, Alabama, –Koasati, Koasati","Muskogean, Eastern, Alabama, –Koasati, Koasati",cku,koas1236,approx. 370 ,"Elton, Louisiana and Livingston, Texas",Unknown,Unknown,https://en.wikipedia.org/wiki/Koasati_language
542,Gusilay,"Niger–Congo,Atlantic–Congo, Bak, Jola, Gusilay","Niger–Congo,Atlantic–Congo, Bak, Jola, Gusilay",gsl,gusi1246,"15,000 ",Tionk Essil,Unknown,Unknown,https://en.wikipedia.org/wiki/Gusilay_language
543,Abai Sungai,"Austronesian, Malayo-Polynesian, North Bornean, Southwest Sabahan, Paitanic, Abai Sungai","Austronesian, Malayo-Polynesian, North Bornean, Southwest Sabahan, Paitanic, Abai Sungai",abf,abai1240,Uknown,Sabah,Unknown,Unknown,https://en.wikipedia.org/wiki/Sungai_language
544,Woria,"East Geelvink Bay,Woria","East Geelvink Bay,Woria",wor,wori1246,5 ,Indonesian Papua,Unknown,Unknown,https://en.wikipedia.org/wiki/Woria_language
545,Mboteni,"Niger–Congo,Atlantic–Congo, Rio Nunez, Mboteni","Niger–Congo,Atlantic–Congo, Rio Nunez, Mboteni",bcg,baga1275,"3,700 ",coastal villages of Binari and Mboteni,Unknown,Unknown,https://en.wikipedia.org/wiki/Pukur_language
546,Gagauz,"Turkic, Common Turkic, Oghuz, Western Oghuz, Gagauz","Turkic, Common Turkic, Oghuz, Western Oghuz, Gagauz",gag,gaga1249,"148,720 ",Gagauzia,Gagauzia (Moldova),Ukraine,https://en.wikipedia.org/wiki/Gagauz_language
547,Mangareva,Uknown,Uknown,Not provided,,Uknown,,Unknown,Unknown,https://en.wikipedia.org/wiki/Mangareva
548,San Bartolo Yautepec Zapotec,"Oto-Manguean, Zapotecan, Zapotec, San Bartolo Yautepec Zapotec","Oto-Manguean, Zapotecan, Zapotec, San Bartolo Yautepec Zapotec",zpb,yaut1235,250 ,Oaxaca,Unknown,Unknown,https://en.wikipedia.org/wiki/San_Bartolo_Yautepec_Zapotec
549,Sabanê,"Nambikwaran, Sabanê","Nambikwaran, Sabanê",sae,saba1268,3 ,Rondônia,Unknown,Unknown,https://en.wikipedia.org/wiki/Saban%C3%AA_language
550,Gurdjar,"Pama–Nyungan, Paman, Norman, Gurdjar","Pama–Nyungan, Paman, Norman, Gurdjar",Either:titlegdjtitle – Gurdjartitleaeatitle – Areba,ribg1235,Uknown,"Cape York Peninsula, Queensland",Unknown,Unknown,https://en.wikipedia.org/wiki/Kurtjar_language
551,Inuktitut,"Eskaleut, Eskimo, Inuit, Inuktitut","Eskaleut, Eskimo, Inuit, Inuktitut",ikutitle – inclusive code InuktituttitleIndividual codes:titleiketitle – Eastern Canadian Inuktituttitleikttitle – titleInuinnaqtun,east2534title  Eastern Canadian Inuktitut,"L1: 38,000 ","Northwest Territories, Nunatsiavut (Newfoundland and Labrador), Nunavik (Quebec), Nunavut",NunavutNorthwest Territories,Quebec (Nunavik)Newfoundland and Labrador (Nunatsiavut)Yukon (Inuvialuit Settlement Region),https://en.wikipedia.org/wiki/Inuktitut#Nunavut
552,Kiong,"Niger–Congo,Atlantic–Congo, Benue–Congo, Cross River, Upper Cross, Kiong–Korop, Kiong","Niger–Congo,Atlantic–Congo, Benue–Congo, Cross River, Upper Cross, Kiong–Korop, Kiong",kkm,kion1242,8 ,Cross River State,Unknown,Unknown,https://en.wikipedia.org/wiki/Kiong_language
553,Temiar,"Austroasiatic, Aslian, Senoic, Temiar","Austroasiatic, Aslian, Senoic, Temiar",tea,temi1246,"30,000 ",,Unknown,Unknown,https://en.wikipedia.org/wiki/Temiar_language
554,Aushiri,"Zaparoan, Aushiri","Zaparoan, Aushiri",avs,aush1242,Uknown,,Unknown,Unknown,https://en.wikipedia.org/wiki/Vacacocha_language
555,Upper Chehalis,"Salishan, Coast, Tsamosan, Inland, Upper Chehalis","Salishan, Coast, Tsamosan, Inland, Upper Chehalis",cjh,uppe1439,Uknown,"south of Olympic Peninsula, Washington",Unknown,Unknown,https://en.wikipedia.org/wiki/Upper_Chehalis_language
556,Wapixana,"Arawakan, Northern, WapishaUknown (, Rio Branco, ), Wapixana","Arawakan, Northern, WapishaUknown (, Rio Branco, ), Wapixana",wap,wapi1253,"13,000 ",,Unknown,Unknown,https://en.wikipedia.org/wiki/Wapishana_language
557,Tennet,"Nilo-Saharan,Eastern Sudanic,Kir–Abbaian,Surmic, South Surmic, Southwest Surmic, Didinga–Murle, Tennet","Nilo-Saharan,Eastern Sudanic,Kir–Abbaian,Surmic, South Surmic, Southwest Surmic, Didinga–Murle, Tennet",tex,tenn1246,"30,000 ","Eastern Equatoria, Lafon County",Unknown,Unknown,https://en.wikipedia.org/wiki/Tennet_language
558,Paite,"Sino-Tibetan, Tibeto-Burman, Central Tibeto-Burman,  Kuki-Chin–Naga, Kuki-Chin, Northern, Paite","Sino-Tibetan, Tibeto-Burman, Central Tibeto-Burman,  Kuki-Chin–Naga, Kuki-Chin, Northern, Paite",pck,pait1244,"1,00,000+[1][2]","Manipur, Mizoram, Assam, Chin State",Unknown,Unknown,https://en.wikipedia.org/wiki/Paite_language
559,Imeraguen,"Unclassified,  (, Hassaniya Arabic,  variety with anAzer,  (, Soninke, ) base perEthnologue,  orBerber,  base per Fortier, Corinne )","Unclassified,  (, Hassaniya Arabic,  variety with anAzer,  (, Soninke, ) base perEthnologue,  orBerber,  base per Fortier, Corinne )",imetitle  (retired),imer1236,530 ,Banc d'Arguin National Park,Unknown,Unknown,https://en.wikipedia.org/wiki/Imraguen_people
560,Mawak,"Trans–New Guinea,Madang, Croisilles, NW Adelbert Range, Tiboran, Upper, Mawak","Trans–New Guinea,Madang, Croisilles, NW Adelbert Range, Tiboran, Upper, Mawak",mjj,mawa1266,25 ,Madang Province,Unknown,Unknown,https://en.wikipedia.org/wiki/Mawak_language
561,Alyutors,Uknown,Uknown,Not provided,,Uknown,,Unknown,Unknown,https://en.wikipedia.org/wiki/Alyutors
562,Horo,"Nilo-Saharan,Central Sudanic, Bongo–Bagirmi, Sara, East, Horo","Nilo-Saharan,Central Sudanic, Bongo–Bagirmi, Sara, East, Horo",hor,horo1247,Uknown,,Unknown,Unknown,https://en.wikipedia.org/wiki/Horo_language
563,Kemi Sámi,"Uralic, Sámi, Eastern Sámi, Kemi Sámi","Uralic, Sámi, Eastern Sámi, Kemi Sámi",sjk,kemi1239,Uknown,,Unknown,Unknown,https://en.wikipedia.org/wiki/Kemi_S%C3%A1mi
564,Emilian–Romagnol,"Indo-European, Italic, Latino-Faliscan, Romance, Italo-Western, Western Romance, Gallo-Italic, Emilian–Romagnol","Indo-European, Italic, Latino-Faliscan, Romance, Italo-Western, Western Romance, Gallo-Italic, Emilian–Romagnol",(code titleemltitle deprecated in 2009)title[2]titleIndividual codes:titleegltitle – titleEmiliantitlergntitle – titleRomagnol,emil1243title  Emiliano-Romagnolo,Unknown ,"Primarily Emilia-Romagna, Marche, San Marino",Unknown,Unknown,https://en.wikipedia.org/wiki/Emilian%E2%80%93Romagnol_linguistic_group
565,Shoshoni,"Uto-Aztecan, Northern, Numic, Central, Shoshoni","Uto-Aztecan, Northern, Numic, Central, Shoshoni",shh,shos1248,"~1,000 ","Wyoming, Utah, Nevada, Idaho",Unknown,Unknown,https://en.wikipedia.org/wiki/Shoshoni_language
566,Purubor%C3%A1,Uknown,Uknown,Not provided,,Uknown,,Unknown,Unknown,https://en.wikipedia.org/wiki/Purubor%C3%A1
567,Kalau Lagau Ya,"Pama–Nyungan, Kalau Lagau Ya","Pama–Nyungan, Kalau Lagau Ya",mwp,kala1377,888 ,"Western and Central Torres Strait Islands, Queensland",Unknown,Unknown,https://en.wikipedia.org/wiki/Kalaw_Lagaw_Ya
568,Sumo,"Misumalpan, Sumalpan, Sumo","Misumalpan, Sumalpan, Sumo",Either:titleyantitle – Mayangnatitleulwtitle – Ulwa,sumu1234,Uknown,Huaspuc River and its tributaries,Unknown,Unknown,https://en.wikipedia.org/wiki/Sumo_languages
569,Paipai,"Yuman, Core Yuman, Pai\xa, Paipai","Yuman, Core Yuman, Pai\xa, Paipai",ppi,paip1241,230 ,Mexico,Unknown,Unknown,https://en.wikipedia.org/wiki/Paipai_language
570,Cheyenne,"Algic, Algonquian, Cheyenne","Algic, Algonquian, Cheyenne",chy,chey1247,380 ,Montana and Oklahoma,Unknown,Unknown,https://en.wikipedia.org/wiki/Cheyenne_language
571,Bukiyip,"Torricelli, Arapesh, Bukiyip","Torricelli, Arapesh, Bukiyip",ape,buki1249,"16,000 ",East Sepik Province,Unknown,Unknown,https://en.wikipedia.org/wiki/Bukiyip_language
572,Ormu,"Austronesian, Malayo-Polynesian, Oceanic, Western Oceanic, North New Guinea, Sarmi – Jayapura Bay, Jayapura Bay, Ormu","Austronesian, Malayo-Polynesian, Oceanic, Western Oceanic, North New Guinea, Sarmi – Jayapura Bay, Jayapura Bay, Ormu",orz,ormu1248,500 ,Papua,Unknown,Unknown,https://en.wikipedia.org/wiki/Ormu_language
573,Mindiri,"Austronesian, Malayo-Polynesian, Oceanic, Western Oceanic, North New Guinea, \xa, Ngero–Vitiaz, Bel, Astrolabe, Mindiri","Austronesian, Malayo-Polynesian, Oceanic, Western Oceanic, North New Guinea, \xa, Ngero–Vitiaz, Bel, Astrolabe, Mindiri",mpn,mind1255,80 ,"along Rai Coast, Madang Province",Unknown,Unknown,https://en.wikipedia.org/wiki/Mindiri_language
574,Kilit,"Indo-European, Indo-Iranian, Iranian, Western, Talysh group, Tati, Harzandi, Kilit","Indo-European, Indo-Iranian, Iranian, Western, Talysh group, Tati, Harzandi, Kilit",–,kili1273,Uknown,Nakhchivan,Unknown,Unknown,https://en.wikipedia.org/wiki/Kilit_dialect
575,Aluo,"Sino-Tibetan, Tibeto-Burman, Lolo–Burmese, Loloish, Nisoish, Northern Loloish, Nasoid, Aluo","Sino-Tibetan, Tibeto-Burman, Lolo–Burmese, Loloish, Nisoish, Northern Loloish, Nasoid, Aluo",yna,aluo1235,"25,000 ",,Unknown,Unknown,https://en.wikipedia.org/wiki/Aluo_language
576,Isthmus Nahuatl,"Uto-Aztecan, Aztecan (Nahuan), Nahuatl, Eastern Peripheral Nahuatl, Isthmus Nahuatl","Uto-Aztecan, Aztecan (Nahuan), Nahuatl, Eastern Peripheral Nahuatl, Isthmus Nahuatl",Variously:titlenhktitle – titleCosoleacaquetitlenhxtitle – titleMecayapantitlenhptitle – titlePajapan,isth1245,Uknown,"Veracruz, Tabasco",Unknown,Unknown,https://en.wikipedia.org/wiki/Isthmus_Nahuatl_language
577,Kembra,"Pauwasi, Yetfa – South Pauwasi, South Pauwasi, Lepki–Murkim, Kembra","Pauwasi, Yetfa – South Pauwasi, South Pauwasi, Lepki–Murkim, Kembra",xkw,kemb1250,20 ,"Kiambra village, Kaisenar District, Keerom Regency",Unknown,Unknown,https://en.wikipedia.org/wiki/Kembra_language
578,Ticuna,Uknown,Uknown,Not provided,,Uknown,,Unknown,Unknown,https://en.wikipedia.org/wiki/Ticuna
579,Waimoa,"Austronesian, \xa, Malayo-Polynesian, Central–Eastern, Timoric, Kawaimina, Waimoa","Austronesian, \xa, Malayo-Polynesian, Central–Eastern, Timoric, Kawaimina, Waimoa",wmh,waim1252,"21,200 ",Northeast East Timor,Unknown,Unknown,https://en.wikipedia.org/wiki/Waimoa_language
580,Tause,"Lakes Plain, West, Tause","Lakes Plain, West, Tause",tad,taus1252,500 ,Papua,Unknown,Unknown,https://en.wikipedia.org/wiki/Tause_language
581,Goundo,"Niger–Congo,Atlantic–Congo, Mbum–Day, Kim languages, Goundo","Niger–Congo,Atlantic–Congo, Mbum–Day, Kim languages, Goundo",goy,goun1238,Uknown,,Unknown,Unknown,https://en.wikipedia.org/wiki/Goundo_language
582,Mator,"Uralic, Samoyedic, Mator","Uralic, Samoyedic, Mator",mtm,mato1250titlenucl1288,Uknown,,Unknown,Unknown,https://en.wikipedia.org/wiki/Mator_language
583,Solon,Uknown,Uknown,Not provided,,Uknown,,Unknown,Unknown,https://en.wikipedia.org/wiki/Solon
584,Northwestern Otomi,"Oto-Manguean, Oto-Pamean, Otomian, Northwestern Otomi","Oto-Manguean, Oto-Pamean, Otomian, Northwestern Otomi",Either:titleotetitle – Mezquital Otomititleotqtitle – Querétaro Otomi,nort3201,Uknown,"Hidalgo, Querétaro, México",Unknown,Unknown,https://en.wikipedia.org/wiki/Northwestern_Otomi
585,Yaminawa,"Panoan, Mainline Panoan, Nawa, Headwaters, Yaminawa","Panoan, Mainline Panoan, Nawa, Headwaters, Yaminawa",Variously:titleyaatitle – Yaminawatitleywntitle – Yawanawátitlemcdtitle – Sharanawatitleswotitle – Shaninawatitlemtstitle – Yora,yami1255,"2,729 ",, Bolivia,Unknown,https://en.wikipedia.org/wiki/Yaminawa_language
586,Brokkat,"Sino-Tibetan, Tibeto-Kanauri, \xa, Bodish, Tibetic, Dzongkha–Lhokä, Brokkat","Sino-Tibetan, Tibeto-Kanauri, \xa, Bodish, Tibetic, Dzongkha–Lhokä, Brokkat",bro,brok1249,Uknown,Bhutan,Unknown,Unknown,https://en.wikipedia.org/wiki/Brokkat_language
587,Hobyót,"Afro-Asiatic, Semitic, West Semitic, South Semitic, Modern South Arabian, Hobyót","Afro-Asiatic, Semitic, West Semitic, South Semitic, Modern South Arabian, Hobyót",hoh,hoby1242,Uknown,,Unknown,Unknown,https://en.wikipedia.org/wiki/Hoby%C3%B3t_language
588,Papora-Hoanya,"Austronesian, Western Plains Formosan, Central, Papora-Hoanya","Austronesian, Western Plains Formosan, Central, Papora-Hoanya",ppu,papo1239,Uknown,,Unknown,Unknown,https://en.wikipedia.org/wiki/Papora_language
589,Aweti,Uknown,Uknown,Not provided,,Uknown,,Unknown,Unknown,https://en.wikipedia.org/wiki/Aweti
590,Northern Popoloca,"Oto-Manguean, Popolocan, Chocho–Popoloca, Popoloca, Northern Popoloca","Oto-Manguean, Popolocan, Chocho–Popoloca, Popoloca, Northern Popoloca",Either:titleppstitle – San Luís Temalacayucatitleplstitle – San Marcos Tlacoyalco,sanl1248title  San Luis Temalacayucatitlesanm1301title  San Marcos Tlalcoyalco,Uknown,Puebla,Unknown,Unknown,https://en.wikipedia.org/wiki/Northern_Popoloca_language
591,Ligurian title/title Genoese,"Indo-European, Italic, Latino-Faliscan, Romance, Italo-Western, Western Romance, Gallo-Romance, Gallo-Italic, Ligurian/,  Genoese","Indo-European, Italic, Latino-Faliscan, Romance, Italo-Western, Western Romance, Gallo-Romance, Gallo-Italic, Ligurian/,  Genoese",lij,ligu1248,"600,000 ",Italy • Liguria • Southern Piedmont • Southwestern Lombardy • Western Emilia-Romagna • Southwestern SardiniaFrance • Southeastern Provence-Alpes-Côte d'Azur • Southern Corsica," Monaco (as Monégasque)
 Italy

•  Liguria",Unknown,https://en.wikipedia.org/wiki/Ligurian_language
592,Tai Nuea,"Kra–Dai, Tai, Southwestern,  (Thai), Northwestern, Tai Nuea","Kra–Dai, Tai, Southwestern,  (Thai), Northwestern, Tai Nuea",tdd,tain1252title  Tai Nua,Uknown,Southwest China,"China (Dehong, co-official)",Unknown,https://en.wikipedia.org/wiki/Tai_Nuea_language
593,Northern Alta,"Austronesian, Malayo-Polynesian, Philippine, Northern Luzon, Meso-Cordilleran, Alta, Northern Alta","Austronesian, Malayo-Polynesian, Philippine, Northern Luzon, Meso-Cordilleran, Alta, Northern Alta",aqn,nort2875,200 ,Luzon,Unknown,Unknown,https://en.wikipedia.org/wiki/Northern_Alta_language
594,Umpila,"Pama–Nyungan, Paman, North Cape York, Umpila","Pama–Nyungan, Paman, North Cape York, Umpila",Variously:titlekbetitle – Kanjutitlekuytitle – Kuuku-Yaʼutitleumptitle – Umpila,nort2759,12 ,"Cape York Peninsula, Queensland",Unknown,Unknown,https://en.wikipedia.org/wiki/Umpila_language
595,Comanche,Uknown,Uknown,Not provided,,Uknown,,Unknown,Unknown,https://en.wikipedia.org/wiki/Comanche
596,Cs%C3%A1ng%C3%B3s,Uknown,Uknown,Not provided,,Uknown,,Unknown,Unknown,https://en.wikipedia.org/wiki/Cs%C3%A1ng%C3%B3s
597,Kagate,"Sino-Tibetan, Tibeto-Kanauri, \xa, Bodish, Tibetic, Kyirong–Kagate, Kagate","Sino-Tibetan, Tibeto-Kanauri, \xa, Bodish, Tibetic, Kyirong–Kagate, Kagate",syw,kaga1252,"1,500 ",Nepal,Unknown,Unknown,https://en.wikipedia.org/wiki/K%C4%81gate_language
598,Central Siberian Yupik,"Eskaleut, Eskimo, Yupik, Central Siberian Yupik","Eskaleut, Eskimo, Yupik, Central Siberian Yupik",esstitle title(Central Siberian Yupik)title[4],cent2128title  titleCentral Siberian Yupik,"• 400-750 in United States[1]• 172-1,200 in Russia ","Chukchi Peninsula (Chukotka, Russia), Bering Strait region, St. Lawrence Island","
Chukchi Peninsula, Russia.
Alaska, USA.
",Unknown,https://en.wikipedia.org/wiki/Central_Siberian_Yupik_language
599,Baniwa,Uknown,Uknown,Not provided,,Uknown,,Unknown,Unknown,https://en.wikipedia.org/wiki/Baniwa
600,Bagvalal,"Northeast Caucasian, Avar–Andic, Andic, Akhvakh–Tindi, Karata–Tindi, Botlikh–Tindi, Bagvalal–Tindi, Bagvalal","Northeast Caucasian, Avar–Andic, Andic, Akhvakh–Tindi, Karata–Tindi, Botlikh–Tindi, Bagvalal–Tindi, Bagvalal",kva,bagv1239,"1,500 ",Southwestern Dagestan[1],Unknown,Unknown,https://en.wikipedia.org/wiki/Bagvalal_language
601,ǁXegwi,"Tuu, ǃKwi, Eastern, ǁXegwi","Tuu, ǃKwi, Eastern, ǁXegwi",xeg,xegw1238,Uknown,South Africa,Unknown,Unknown,https://en.wikipedia.org/wiki/%C7%81Xegwi_language
602,Chácobo,"Panoan, Mainline Panoan, Nawa, Bolivian, Chácobo","Panoan, Mainline Panoan, Nawa, Bolivian, Chácobo",Variously:titlecaotitle – Chácobotitlepcptitle – Pakawaratitlekuqtitle – Karipuna (titleconfuses Jau-Navo with Kawahibtitle),chac1251title  Chácobotitlepaca1246title  Pacahuaratitlekari1312title  Karipunatitleshin1267title  Shinabo,600 ,Beni Department, Bolivia,Unknown,https://en.wikipedia.org/wiki/Chacobo_language
603,Pisaflores Tepehua,"Totonacan, Tepehua, Pisaflores Tepehua","Totonacan, Tepehua, Pisaflores Tepehua",tpp,pisa1237,"2,500 ",Veracruz,Unknown,Unknown,https://en.wikipedia.org/wiki/Pisaflores_Tepehua
604,Toram,"Afro-Asiatic, Chadic, East Chadic, East Chadic B, Mubi,  (B..), Toram","Afro-Asiatic, Chadic, East Chadic, East Chadic B, Mubi,  (B..), Toram",trj,tora1267,"8,500 ",central,Unknown,Unknown,https://en.wikipedia.org/wiki/Toram_language
605,Mi'kmaq,"Algic, Algonquian, Eastern Algonquian, ""Mikmaq""","Algic, Algonquian, Eastern Algonquian, ""Mikmaq""",mic,mikm1235,"7,140, 4% of ethnic population ","Nova Scotia, New Brunswick, Prince Edward Island, Gaspé Peninsula, the island of Newfoundland, Anticosti Island, northern Maine, Boston, Massachusetts",CanadaNova Scotia,CanadaNew BrunswickPrince Edward Island,https://en.wikipedia.org/wiki/Mi%27kmaq_language
606,Dhaiso_people,Uknown,Uknown,Not provided,,Uknown,,Unknown,Unknown,https://en.wikipedia.org/wiki/Dhaiso_people
607,Pisamira,"Tucanoan, Eastern, Central, Tatuyo–Carapano, Pisamira","Tucanoan, Eastern, Central, Tatuyo–Carapano, Pisamira",Nonetitle (titlemistitle),pisa1245,Uknown,,Unknown,Unknown,https://en.wikipedia.org/wiki/Pisamira_language
608,Budukh,"Northeast Caucasian, Lezgic, Samur, Southern Samur, Budukh","Northeast Caucasian, Lezgic, Samur, Southern Samur, Budukh",bdk,budu1248,200 ,Quba Rayon,Unknown,Unknown,https://en.wikipedia.org/wiki/Budukh_language
609,Lachi,"Kra–Dai, Kra, Ge–Chi, Lachi","Kra–Dai, Kra, Ge–Chi, Lachi",Either:titlelbttitle – Lachititlelwhtitle – White Lachi,lach1247,Uknown,"Vietnam, China",Unknown,Unknown,https://en.wikipedia.org/wiki/Laji_language
610,Lajia,Uknown,Uknown,Not provided,,Uknown,Qinghai,Unknown,Unknown,https://en.wikipedia.org/wiki/Lajia
611,Thulung,"Sino-Tibetan, Tibeto-Burman, Mahakiranti,  Kiranti, Western, Midwestern, Thulung","Sino-Tibetan, Tibeto-Burman, Mahakiranti,  Kiranti, Western, Midwestern, Thulung",tdh,thul1246,"21,000 ","Nepal, India",Unknown,Unknown,https://en.wikipedia.org/wiki/Thulung_language
612,Ili Turki,"Turkic, Common Turkic, Karluk, Ili Turki","Turkic, Common Turkic, Karluk, Ili Turki",ili,ilit1241,30 families in China ,,Unknown,Unknown,https://en.wikipedia.org/wiki/Ili_Turk_language
613,Belarusian,"Indo-European, Balto-Slavic, Slavic, East Slavic, Belarusian","Indo-European, Balto-Slavic, Slavic, East Slavic, Belarusian",bel,bela1254,5.1 million[1] ,," Belarus Poland (in Gmina Orla, Gmina Narewka, Gmina Czyże, Gmina Hajnówka and the town of  Hajnówka)
Union State
Collective Security Treaty Organization
", Czech Republic Ukraine,https://en.wikipedia.org/wiki/Belarusian_language
