iso6393,glottocode,aes_status,Wikipedia_Url
loq,loba1239,threatened,https://en.wikipedia.org/wiki/Bala_language
lor,teen1242,not endangered,https://en.wikipedia.org/wiki/Lorhon_language
los,loni1238,not endangered,https://en.wikipedia.org/wiki/Loniu_language
lot,otuh1238,not endangered,https://en.wikipedia.org/wiki/Otuho_language
lou,loui1240,moribund,https://en.wikipedia.org/wiki/Louisiana_Creole
lov,lopi1243,not endangered,
low,tamp1254,threatened,
lox,loun1239,extinct,https://en.wikipedia.org/wiki/Loun_language
loy,lowa1242,shifting,
loz,lozi1239,not endangered,https://en.wikipedia.org/wiki/Lozi_language
lpa,lele1267,shifting,https://en.wikipedia.org/wiki/Lelepa_language
lpe,lepk1238,shifting,https://en.wikipedia.org/wiki/Lepki_language
lpn,long1375,not endangered,https://en.wikipedia.org/wiki/Long_Phuri_language
lpo,lipo1242,not endangered,https://en.wikipedia.org/wiki/Lipo_language
lpx,lopi1242,not endangered,https://en.wikipedia.org/wiki/Lopit_language
lra,rara1235,not endangered,https://en.wikipedia.org/wiki/Lara%CA%BC_language
lrc,nort2645,not endangered,https://en.wikipedia.org/wiki/Northern_Luri_language
lre,laur1250,extinct,https://en.wikipedia.org/wiki/Laurentian_language
lrg,lara1258,nearly extinct,https://en.wikipedia.org/wiki/Laragiya_language
lri,mara1393,not endangered,https://en.wikipedia.org/wiki/Marachi_language
lrk,loar1234,not endangered,https://en.wikipedia.org/wiki/Loarki_language
lrl,lari1253,threatened,
lrm,mara1392,not endangered,
lrn,lora1237,not endangered,https://en.wikipedia.org/wiki/Lorang_language
lro,laro1243,threatened,https://en.wikipedia.org/wiki/Laro_language
lrr,sout2734,shifting,
lrt,lara1260,threatened,https://en.wikipedia.org/wiki/Larantuka_Malay
lrv,lare1249,shifting,https://en.wikipedia.org/wiki/Lar%C3%ABvat_language
lrz,leme1238,nearly extinct,https://en.wikipedia.org/wiki/Lemerig_language
lsa,lasg1238,shifting,https://en.wikipedia.org/wiki/Lasgerdi_language
lsd,lish1247,shifting,https://en.wikipedia.org/wiki/Jewish_Neo-Aramaic_dialect_of_Zakho
lse,luse1252,not endangered,https://en.wikipedia.org/wiki/Losengo_language
lsh,lish1235,shifting,https://en.wikipedia.org/wiki/Lish_language
lsi,lash1243,not endangered,https://en.wikipedia.org/wiki/Lashi_language
lsl,latv1245,not endangered,https://en.wikipedia.org/wiki/Latvian_Sign_Language
lsm,saam1283,not endangered,https://en.wikipedia.org/wiki/Samia_language
lsn,tibe1277,shifting,https://en.wikipedia.org/wiki/Tibetan_Sign_Language
lso,laos1235,not endangered,https://en.wikipedia.org/wiki/Laotian_sign_languages
lsp,pana1308,shifting,https://en.wikipedia.org/wiki/Panamanian_Sign_Language
lsr,aruo1240,shifting,https://en.wikipedia.org/wiki/Aruop_language
lss,lasi1242,not endangered,
lst,trin1277,shifting,https://en.wikipedia.org/wiki/Trinidad_and_Tobago_Sign_Language
lsv,sivi1235,threatened,
lsy,maur1240,not endangered,https://en.wikipedia.org/wiki/Mauritian_Sign_Language
ltc,midd1344,extinct,https://en.wikipedia.org/wiki/Middle_Chinese
lth,labw1238,not endangered,
lti,leti1246,shifting,https://en.wikipedia.org/wiki/Leti_language
ltn,latu1238,threatened,
lto,tsot1241,not endangered,
lts,tach1242,not endangered,
ltu,latu1237,shifting,https://en.wikipedia.org/wiki/Latu_language
ltz,luxe1241,threatened,https://en.wikipedia.org/wiki/Moselle_Franconian_language
lua,luba1249,not endangered,https://en.wikipedia.org/wiki/Luba-Kasai_language
lub,luba1250,threatened,https://en.wikipedia.org/wiki/Luba-Katanga_language
luc,arin1244,not endangered,https://en.wikipedia.org/wiki/Aringa_language
lud,ludi1246,nearly extinct,https://en.wikipedia.org/wiki/Ludic_language
lue,luva1239,not endangered,https://en.wikipedia.org/wiki/Luvale_language
luf,laua1245,extinct,https://en.wikipedia.org/wiki/Laua_language
lug,gand1255,not endangered,https://en.wikipedia.org/wiki/Luganda
lui,luis1253,extinct,https://en.wikipedia.org/wiki/Luise%C3%B1o_language
luj,luna1244,not endangered,https://en.wikipedia.org/wiki/Luna_language
luk,luna1243,threatened,https://en.wikipedia.org/wiki/Lunana_dialect
lul,olub1238,not endangered,https://en.wikipedia.org/wiki/Olu%CA%BCbo_language
lum,luim1238,not endangered,https://en.wikipedia.org/wiki/Luimbi_language
lun,lund1266,not endangered,https://en.wikipedia.org/wiki/Lunda_language
luo,luok1236,not endangered,https://en.wikipedia.org/wiki/Dholuo
lup,lumb1249,not endangered,https://en.wikipedia.org/wiki/Lumbu_language
luq,lucu1238,extinct,https://en.wikipedia.org/wiki/Lucum%C3%AD_language
lur,laur1249,not endangered,
lus,lush1249,threatened,https://en.wikipedia.org/wiki/Mizo_language
lut,lush1252,extinct,https://en.wikipedia.org/wiki/Lushootseed
luu,lumb1250,threatened,https://en.wikipedia.org/wiki/Lumba-Yakkha_language
luv,luwa1238,threatened,https://en.wikipedia.org/wiki/Luwati_language
luw,luoc1235,extinct,https://en.wikipedia.org/wiki/Luo_language_(Cameroon)
luz,sout2647,not endangered,https://en.wikipedia.org/wiki/Southern_Luri_language
lva,maku1277,nearly extinct,https://en.wikipedia.org/wiki/Makuva_language
lvi,lawi1235,moribund,https://en.wikipedia.org/wiki/Lavi_language
lvk,lavu1241,shifting,https://en.wikipedia.org/wiki/Lavukaleve_language
lvs,stan1325,not endangered,
lvu,levu1239,not endangered,https://en.wikipedia.org/wiki/Levuka_language
lwa,lwal1238,not endangered,https://en.wikipedia.org/wiki/Lwalu_language
lwe,lewo1243,not endangered,https://en.wikipedia.org/wiki/Lewo_Eleng_language
lwg,wang1294,not endangered,
lwh,whit1266,extinct,
lwl,east2330,extinct,
lwm,laom1237,shifting,https://en.wikipedia.org/wiki/Laomian_language
lwo,luwo1239,not endangered,https://en.wikipedia.org/wiki/Jur_language
lwt,lewo1244,not endangered,https://en.wikipedia.org/wiki/Lewotobi_language
lwu,lawu1238,nearly extinct,https://en.wikipedia.org/wiki/Lawu_language
lww,lewo1242,not endangered,https://en.wikipedia.org/wiki/Lewo_language
lya,laya1253,threatened,https://en.wikipedia.org/wiki/Laya_dialect
lyg,lyng1241,threatened,https://en.wikipedia.org/wiki/Lyngngam_language
lyn,luya1241,not endangered,https://en.wikipedia.org/wiki/Luyana_language
lzh,lite1248,extinct,https://en.wikipedia.org/wiki/Classical_Chinese
lzl,litz1237,nearly extinct,https://en.wikipedia.org/wiki/Litzlitz_language
lzn,lein1237,not endangered,https://en.wikipedia.org/wiki/Leinong_language
lzz,lazz1240,threatened,https://en.wikipedia.org/wiki/Laz_language
maa,sanj1286,threatened,https://en.wikipedia.org/wiki/Tec%C3%B3atl_Mazatec
mab,yuta1240,threatened,
mad,nucl1460,not endangered,https://en.wikipedia.org/wiki/Madurese_language
mae,boru1244,shifting,https://en.wikipedia.org/wiki/Barkul_language
maf,mafa1239,not endangered,https://en.wikipedia.org/wiki/Mafa_language
mag,maga1260,threatened,https://en.wikipedia.org/wiki/Magahi_language
mah,mars1254,not endangered,https://en.wikipedia.org/wiki/Marshallese_language
mai,mait1250,not endangered,https://en.wikipedia.org/wiki/Maithili_language
maj,jala1237,threatened,https://en.wikipedia.org/wiki/Jalapa_Mazatec
mak,maka1311,threatened,https://en.wikipedia.org/wiki/Makassarese_language
mal,mala1464,not endangered,https://en.wikipedia.org/wiki/Malayalam
mam,mamm1241,threatened,https://en.wikipedia.org/wiki/Mam_language
maq,chiq1250,shifting,https://en.wikipedia.org/wiki/Chiquihuitl%C3%A1n_Mazatec
mar,mara1378,not endangered,https://en.wikipedia.org/wiki/Marathi_language
mas,masa1300,not endangered,https://en.wikipedia.org/wiki/Maasai_language
mat,sanf1262,shifting,
mau,huau1238,threatened,
mav,sate1243,shifting,https://en.wikipedia.org/wiki/Maw%C3%A9_language
maw,mamp1244,not endangered,https://en.wikipedia.org/wiki/Mamprusi_language
max,nort2828,not endangered,https://en.wikipedia.org/wiki/North_Moluccan_Malay
maz,cent2144,shifting,https://en.wikipedia.org/wiki/Mazahua_language
mba,higa1237,not endangered,https://en.wikipedia.org/wiki/Higaonon_language
mbb,west2555,threatened,https://en.wikipedia.org/wiki/Western_Bukidnon_Manobo
mbc,macu1259,shifting,https://en.wikipedia.org/wiki/Macushi_language
mbd,diba1242,not endangered,
mbe,mola1238,extinct,https://en.wikipedia.org/wiki/Molala_language
mbf,baba1267,nearly extinct,https://en.wikipedia.org/wiki/Baba_Malay
mbh,mang1403,not endangered,https://en.wikipedia.org/wiki/Mangseng_language
mbi,ilia1236,not endangered,https://en.wikipedia.org/wiki/Ilianen_language
mbj,nade1244,shifting,https://en.wikipedia.org/wiki/Nad%C3%ABb_language
mbk,malo1245,not endangered,https://en.wikipedia.org/wiki/Malol_language
mbl,maxa1247,shifting,https://en.wikipedia.org/wiki/Maxakal%C3%AD_language
mbm,omba1241,not endangered,https://en.wikipedia.org/wiki/Mbama_language
mbn,maca1259,shifting,https://en.wikipedia.org/wiki/Macagu%C3%A1n_language
mbo,mboc1235,threatened,
mbp,mala1522,shifting,https://en.wikipedia.org/wiki/Wiwa_language
mbq,mais1250,not endangered,https://en.wikipedia.org/wiki/Maisin_language
mbr,nuka1242,shifting,https://en.wikipedia.org/wiki/Nukak_language
mbs,sara1327,not endangered,https://en.wikipedia.org/wiki/Sarangani_language
mbt,mati1250,not endangered,https://en.wikipedia.org/wiki/Matigsalug_language
mbu,mbul1260,not endangered,https://en.wikipedia.org/wiki/Mbula-Bwazza_language
mbv,mbul1258,shifting,https://en.wikipedia.org/wiki/Mbulungish_language
mbw,mari1435,threatened,https://en.wikipedia.org/wiki/Maring_language
mbx,mari1432,shifting,https://en.wikipedia.org/wiki/Mari_language_(Sepik)
mby,memo1238,shifting,https://en.wikipedia.org/wiki/Memoni_language
mbz,amol1236,threatened,https://en.wikipedia.org/wiki/Amoltepec_Mixtec
mca,maca1260,shifting,https://en.wikipedia.org/wiki/Mak%C3%A1_language
mcb,mach1267,shifting,https://en.wikipedia.org/wiki/Matsiguenga_language
mcc,bitu1242,not endangered,https://en.wikipedia.org/wiki/Bitur_language
mcd,shar1245,threatened,
mce,itun1239,threatened,
mcf,mats1244,shifting,https://en.wikipedia.org/wiki/Mats%C3%A9s_language
mcg,mapo1246,nearly extinct,
mch,maqu1238,shifting,https://en.wikipedia.org/wiki/Ye%27kuana_language
mci,mese1244,not endangered,https://en.wikipedia.org/wiki/Mesem_language
mcj,mvan1238,shifting,https://en.wikipedia.org/wiki/Mvanip_language
mck,mbun1249,not endangered,https://en.wikipedia.org/wiki/Mbunda_language
mcl,maca1261,extinct,https://en.wikipedia.org/wiki/Macaguaje_language
mcm,mala1533,shifting,https://en.wikipedia.org/wiki/Kristang_language
mcn,masa1322,not endangered,https://en.wikipedia.org/wiki/Massa_language
mco,coat1238,threatened,
mcp,maka1304,not endangered,https://en.wikipedia.org/wiki/Makaa_language
mcq,esee1247,not endangered,https://en.wikipedia.org/wiki/Ese_language
mcr,meny1245,threatened,https://en.wikipedia.org/wiki/Menya_language
mcs,mamb1294,threatened,https://en.wikipedia.org/wiki/Mangbai_language
mct,meng1263,threatened,https://en.wikipedia.org/wiki/Mengisa_language
mcu,came1252,shifting,
mcv,mina1274,threatened,https://en.wikipedia.org/wiki/Minanibai_language
mcw,mawa1270,shifting,https://en.wikipedia.org/wiki/Mawa_language_(Chad)
mcx,mpie1238,not endangered,https://en.wikipedia.org/wiki/Mpiemo_language
mcy,sout2877,threatened,
mcz,mawa1267,shifting,https://en.wikipedia.org/wiki/Mawan_language
mda,mada1282,not endangered,https://en.wikipedia.org/wiki/Mada_language
mdb,mori1271,not endangered,https://en.wikipedia.org/wiki/Morigi_language
mdc,male1291,threatened,https://en.wikipedia.org/wiki/Male_language_(Papuan)
mdd,mbum1254,not endangered,https://en.wikipedia.org/wiki/Mbum_language
mde,maba1277,not endangered,https://en.wikipedia.org/wiki/Maba_language
mdf,moks1248,not endangered,https://en.wikipedia.org/wiki/Moksha_language
mdg,mass1262,moribund,
mdh,magu1243,threatened,https://en.wikipedia.org/wiki/Maguindanao_language
mdi,mamv1243,not endangered,https://en.wikipedia.org/wiki/Mamvu_language
mdj,mang1394,not endangered,https://en.wikipedia.org/wiki/Mangbetu_language
mdk,mang1396,not endangered,https://en.wikipedia.org/wiki/Mangbutu_language
mdl,malt1238,not endangered,https://en.wikipedia.org/wiki/Maltese_Sign_Language
mdm,mayo1261,not endangered,https://en.wikipedia.org/wiki/Mayogo_language
mdn,mbat1248,not endangered,https://en.wikipedia.org/wiki/Mbati_language
mdp,mbal1257,threatened,https://en.wikipedia.org/wiki/Mbala_language
mdq,mbol1247,not endangered,https://en.wikipedia.org/wiki/Mbole_language
mdr,mand1442,not endangered,https://en.wikipedia.org/wiki/Mandar_language
mds,mari1438,not endangered,https://en.wikipedia.org/wiki/Maria_language_(Papua_New_Guinea)
mdt,mber1257,not endangered,https://en.wikipedia.org/wiki/Mbere_language
mdu,mbok1243,not endangered,https://en.wikipedia.org/wiki/Mboko_language
mdv,sant1439,threatened,
mdw,mbos1242,threatened,https://en.wikipedia.org/wiki/Mbosi_language
mdx,dizi1235,not endangered,https://en.wikipedia.org/wiki/Dizin_language
mdy,male1284,threatened,https://en.wikipedia.org/wiki/Maale_language
mdz,suru1261,shifting,https://en.wikipedia.org/wiki/Suru%C3%AD_do_Par%C3%A1_dialect
mea,menk1238,threatened,https://en.wikipedia.org/wiki/Menka_language
meb,ikob1240,not endangered,https://en.wikipedia.org/wiki/Ikobi_language
mec,mara1385,nearly extinct,https://en.wikipedia.org/wiki/Marra_language
med,melp1238,not endangered,https://en.wikipedia.org/wiki/Melpa_language
mee,meng1267,not endangered,https://en.wikipedia.org/wiki/Mengen_language
mef,mega1243,not endangered,https://en.wikipedia.org/wiki/Megam_language
meh,sout3000,threatened,https://en.wikipedia.org/wiki/Nuyoo_Mixtec
mei,mido1240,not endangered,https://en.wikipedia.org/wiki/Midob_language
mej,meya1236,not endangered,https://en.wikipedia.org/wiki/Meyah_language
mek,meke1243,not endangered,https://en.wikipedia.org/wiki/Mekeo_language
mel,cent2101,threatened,
mem,mang1383,moribund,https://en.wikipedia.org/wiki/Mangarla_language
men,mend1266,not endangered,https://en.wikipedia.org/wiki/Mende_language
meo,keda1251,not endangered,https://en.wikipedia.org/wiki/Kedah_Malay
mep,miri1266,nearly extinct,https://en.wikipedia.org/wiki/Miriwoong_language
meq,mere1246,not endangered,https://en.wikipedia.org/wiki/Merey_language
mer,meru1245,not endangered,
mes,masm1239,not endangered,https://en.wikipedia.org/wiki/Masmaje_language
met,mato1252,not endangered,https://en.wikipedia.org/wiki/Mato_language
meu,motu1246,not endangered,https://en.wikipedia.org/wiki/Motu_language
mev,mann1248,not endangered,https://en.wikipedia.org/wiki/Mano_language
mew,maak1236,threatened,https://en.wikipedia.org/wiki/Maaka_language
mey,hass1238,not endangered,https://en.wikipedia.org/wiki/Hassaniya_Arabic
mez,meno1252,moribund,https://en.wikipedia.org/wiki/Menominee_language
mfa,patt1249,threatened,https://en.wikipedia.org/wiki/Kelantan-Pattani_Malay
mfb,bang1365,nearly extinct,https://en.wikipedia.org/wiki/Bangka_Malay
mfc,mbaa1245,not endangered,https://en.wikipedia.org/wiki/Mba_language
mfd,mend1261,threatened,https://en.wikipedia.org/wiki/Mendankwe-Nkwen_language
mfe,mori1278,not endangered,https://en.wikipedia.org/wiki/Mauritian_Creole
mff,naki1238,shifting,
mfg,mixi1241,not endangered,https://en.wikipedia.org/wiki/Mixifore_language
mfh,mata1306,not endangered,https://en.wikipedia.org/wiki/Matal_language
mfi,wand1278,not endangered,https://en.wikipedia.org/wiki/Wandala_language
mfj,mefe1242,not endangered,https://en.wikipedia.org/wiki/Mefele_language
mfk,nort3046,not endangered,https://en.wikipedia.org/wiki/North_Mofu_language
mfl,puta1243,moribund,https://en.wikipedia.org/wiki/Putai_language
mfm,marg1266,not endangered,https://en.wikipedia.org/wiki/Margi_South_language
mfn,cros1244,not endangered,https://en.wikipedia.org/wiki/Mbembe_language
mfo,mbee1249,not endangered,https://en.wikipedia.org/wiki/Mbe_language
mfp,maka1305,not endangered,https://en.wikipedia.org/wiki/Makassar_Malay
mfq,moba1244,not endangered,
mfr,mari1424,nearly extinct,https://en.wikipedia.org/wiki/Marrithiyel_language
mfs,mexi1237,threatened,https://en.wikipedia.org/wiki/Mexican_Sign_Language
mft,moke1240,shifting,https://en.wikipedia.org/wiki/Mokerang_language
mfu,mbwe1238,not endangered,
mfv,mand1419,threatened,https://en.wikipedia.org/wiki/Manjak_language
mfw,mula1254,extinct,https://en.wikipedia.org/wiki/Mulaha_language
mfx,melo1242,threatened,https://en.wikipedia.org/wiki/Melo_language
mfy,mayo1264,threatened,https://en.wikipedia.org/wiki/Mayo_language
mfz,maba1273,moribund,
mgb,mara1396,not endangered,https://en.wikipedia.org/wiki/Mararit_language
mgc,moro1284,shifting,https://en.wikipedia.org/wiki/Morokodo_language
mgd,moru1253,not endangered,https://en.wikipedia.org/wiki/Moru_language
mge,mang1398,not endangered,
mgf,makl1246,shifting,https://en.wikipedia.org/wiki/Maklew_language
mgg,mpon1254,not endangered,https://en.wikipedia.org/wiki/Mpumpong_language
mgh,makh1261,not endangered,
mgi,liji1238,not endangered,https://en.wikipedia.org/wiki/Jili_language
mgj,abur1244,not endangered,https://en.wikipedia.org/wiki/Abureni_language
mgk,mawe1251,shifting,https://en.wikipedia.org/wiki/Mawes_language
mgl,male1289,not endangered,https://en.wikipedia.org/wiki/Idne_language
mgm,mamb1306,not endangered,https://en.wikipedia.org/wiki/Mambai_language_(Timor)
mgn,mban1262,threatened,
mgo,meta1238,not endangered,https://en.wikipedia.org/wiki/Meta%27_language
mgp,east2352,shifting,
mgq,mali1279,not endangered,https://en.wikipedia.org/wiki/Malila_language
mgr,mamb1296,not endangered,https://en.wikipedia.org/wiki/Mambwe-Lungu_language
mgs,mand1423,threatened,https://en.wikipedia.org/wiki/Manda-Matumba_language
mgt,mong1344,shifting,https://en.wikipedia.org/wiki/Mwakai_language
mgu,mail1248,not endangered,https://en.wikipedia.org/wiki/Mailu_language
mgv,mate1258,not endangered,https://en.wikipedia.org/wiki/Matengo_language
mgw,matu1259,not endangered,https://en.wikipedia.org/wiki/Matumbi_language
mgy,mbun1248,threatened,https://en.wikipedia.org/wiki/Mbunga_language
mgz,mbug1242,threatened,https://en.wikipedia.org/wiki/Mbugwe_language
mha,mand1413,shifting,https://en.wikipedia.org/wiki/Manda_language_(India)
mhb,maho1248,shifting,https://en.wikipedia.org/wiki/Mahongwe_language
mhc,moch1257,nearly extinct,https://en.wikipedia.org/wiki/Mocho%CA%BC_language
mhd,mbug1240,shifting,https://en.wikipedia.org/wiki/Mbugu_language
mhe,besi1244,shifting,https://en.wikipedia.org/wiki/Mah_Meri_language
mhf,mama1277,shifting,https://en.wikipedia.org/wiki/Mamaa_language
mhg,marg1251,extinct,https://en.wikipedia.org/wiki/Marrgu_language
mhi,madi1260,not endangered,https://en.wikipedia.org/wiki/Ma%27di_language
mhj,mogh1245,extinct,https://en.wikipedia.org/wiki/Moghol_language
mhk,mung1266,not endangered,https://en.wikipedia.org/wiki/Nga%27ka_language
mhl,mauw1238,threatened,https://en.wikipedia.org/wiki/Mauwake_language
mhm,makh1265,not endangered,https://en.wikipedia.org/wiki/Moniga_language
mhn,moch1255,shifting,https://en.wikipedia.org/wiki/M%C3%B2cheno_language
mho,mash1267,threatened,https://en.wikipedia.org/wiki/Mashi_language
mhp,bali1279,threatened,
mhq,mand1446,extinct,https://en.wikipedia.org/wiki/Mandan_language
mhr,east2328,threatened,https://en.wikipedia.org/wiki/Meadow_Mari_language
mhs,buru1303,threatened,https://en.wikipedia.org/wiki/Buru_language
mht,mand1448,extinct,https://en.wikipedia.org/wiki/Mandawaca_language
mhu,diga1241,shifting,https://en.wikipedia.org/wiki/Digaro_Mishmi_language
mhw,mbuk1240,not endangered,https://en.wikipedia.org/wiki/Mbukushu_language
mhx,maru1249,not endangered,https://en.wikipedia.org/wiki/Lhao_Vo_language
mhy,maan1238,threatened,https://en.wikipedia.org/wiki/Ma%27anyan_language
mhz,morm1235,shifting,https://en.wikipedia.org/wiki/Mor_language_(Austronesian)
mia,miam1252,extinct,https://en.wikipedia.org/wiki/Miami-Illinois_language
mib,atat1238,threatened,
mic,mikm1235,shifting,https://en.wikipedia.org/wiki/Mi%EA%9E%8Ckmaq_language
mid,nucl1706,moribund,https://en.wikipedia.org/wiki/Neo-Mandaic
mie,ocot1243,threatened,
mif,mofu1248,not endangered,https://en.wikipedia.org/wiki/Mofu-Gudur_language
mig,sanm1295,threatened,
mih,chay1249,threatened,https://en.wikipedia.org/wiki/Chayuco-Jamiltepec_Mixtec
mii,chig1239,shifting,https://en.wikipedia.org/wiki/Chigmecatitl%C3%A1n_Mixtec
mij,abar1238,shifting,https://en.wikipedia.org/wiki/Mungbam_language
mik,mika1239,shifting,https://en.wikipedia.org/wiki/Mikasuki_language
mil,peno1244,threatened,
mim,alac1244,threatened,
min,mina1268,not endangered,https://en.wikipedia.org/wiki/Minangkabau_language
mio,pino1237,threatened,https://en.wikipedia.org/wiki/Pinotepa_Mixtec
mip,apas1235,shifting,https://en.wikipedia.org/wiki/Apoala_Mixtec
miq,misk1235,not endangered,https://en.wikipedia.org/wiki/Miskito_language
mir,isth1238,threatened,https://en.wikipedia.org/wiki/Isthmus_Mixe
mit,sout3001,shifting,https://en.wikipedia.org/wiki/Southern_Puebla_Mixtec
miu,caca1250,shifting,https://en.wikipedia.org/wiki/Cacaloxtepec_Mixtec
miw,akoy1238,shifting,https://en.wikipedia.org/wiki/Akoye_language
mix,mixt1425,shifting,https://en.wikipedia.org/wiki/Mixtepec_Mixtec
miy,ayut1236,threatened,https://en.wikipedia.org/wiki/Ayutla_Mixtec
miz,coat1241,shifting,https://en.wikipedia.org/wiki/Coatzospan_Mixtec
mjc,sanj1281,threatened,
mjd,nort2951,extinct,https://en.wikipedia.org/wiki/Konkow_language
mje,musk1256,extinct,https://en.wikipedia.org/wiki/Muskum_language
mjg,huzh1238,shifting,
mjh,mwer1247,threatened,https://en.wikipedia.org/wiki/Mbamba_Bay_language
mji,kimm1245,not endangered,https://en.wikipedia.org/wiki/Kim_Mun_language
mjj,mawa1266,moribund,https://en.wikipedia.org/wiki/Mawak_language
mjk,matu1261,shifting,https://en.wikipedia.org/wiki/Matukar_language
mjl,mand1409,not endangered,https://en.wikipedia.org/wiki/Mandeali
mjm,mede1237,not endangered,https://en.wikipedia.org/wiki/Medebur_language
mjn,mapa1244,not endangered,https://en.wikipedia.org/wiki/Mebu_language
mjo,mala1459,not endangered,https://en.wikipedia.org/wiki/Malankuravan_language
mjp,mala1468,threatened,https://en.wikipedia.org/wiki/Malapandaram_language
mjq,mala1466,extinct,https://en.wikipedia.org/wiki/Malaryan_language
mjr,mala1463,threatened,https://en.wikipedia.org/wiki/Malavedan_language
mjs,mish1244,threatened,https://en.wikipedia.org/wiki/Miship_language
mjt,saur1249,threatened,
mju,mann1245,nearly extinct,https://en.wikipedia.org/wiki/Manna-Dora_language
mjv,mann1246,threatened,https://en.wikipedia.org/wiki/Mannan_language
mjw,karb1241,not endangered,https://en.wikipedia.org/wiki/Karbi_language
mjx,maha1291,threatened,
mjy,mahi1248,extinct,https://en.wikipedia.org/wiki/Mohican_language
mjz,majh1253,shifting,https://en.wikipedia.org/wiki/Majhi_language
mka,mbre1244,shifting,https://en.wikipedia.org/wiki/Mbre_language
mkb,malp1246,threatened,https://en.wikipedia.org/wiki/Mal_Paharia_language
mkc,sili1247,shifting,https://en.wikipedia.org/wiki/Siliput_language
mkd,mace1250,not endangered,https://en.wikipedia.org/wiki/Macedonian_language
mke,mawc1242,not endangered,
mkf,miya1266,not endangered,https://en.wikipedia.org/wiki/Miya_language
mkg,makc1235,shifting,https://en.wikipedia.org/wiki/Mak_language
mki,dhat1238,not endangered,https://en.wikipedia.org/wiki/Dhatki_language
mkj,moki1238,shifting,https://en.wikipedia.org/wiki/Mokilese_language
mkk,byep1241,not endangered,https://en.wikipedia.org/wiki/Byep_language
mkl,moko1243,not endangered,https://en.wikipedia.org/wiki/Mokole_language_(Benin)
mkm,mokl1243,shifting,
mkn,kupa1239,not endangered,
mko,ming1254,shifting,https://en.wikipedia.org/wiki/Mingang_Doso_language
mkp,moik1239,not endangered,https://en.wikipedia.org/wiki/Moikodi_language
mkq,baym1241,extinct,https://en.wikipedia.org/wiki/Bay_Miwok_language
mkr,mala1495,threatened,https://en.wikipedia.org/wiki/Manep_language
mks,sila1250,threatened,https://en.wikipedia.org/wiki/Silacayoapan_Mixtec
mkt,vama1243,shifting,https://en.wikipedia.org/wiki/Vamale_language
mku,kony1250,not endangered,
mkv,mafe1237,nearly extinct,https://en.wikipedia.org/wiki/Mavea_language
mkw,kitu1245,not endangered,
mkx,cina1236,threatened,https://en.wikipedia.org/wiki/Kamigin_language
mky,east2440,shifting,https://en.wikipedia.org/wiki/Taba_language
mkz,maka1316,not endangered,https://en.wikipedia.org/wiki/Makasae_language
mla,malo1243,threatened,https://en.wikipedia.org/wiki/Tamambo_language
mlb,mbul1262,threatened,https://en.wikipedia.org/wiki/Mbule_language
mlc,caol1238,not endangered,https://en.wikipedia.org/wiki/Caolan_language
mle,mana1298,shifting,https://en.wikipedia.org/wiki/Manambu_language
mlf,mall1246,not endangered,https://en.wikipedia.org/wiki/Mal_language
mlh,mape1249,shifting,https://en.wikipedia.org/wiki/Mape_language
mli,mali1283,threatened,https://en.wikipedia.org/wiki/Malimpung_language
mlj,milt1241,shifting,https://en.wikipedia.org/wiki/Miltu_language
mlk,ilwa1237,shifting,https://en.wikipedia.org/wiki/Ilwana_language
mll,malu1245,shifting,https://en.wikipedia.org/wiki/Malua_Bay_language
mlm,mula1253,shifting,https://en.wikipedia.org/wiki/Mulam_language
mln,mala1484,not endangered,https://en.wikipedia.org/wiki/Malango_language
mlo,mlom1238,shifting,https://en.wikipedia.org/wiki/Mlomp_language
mlp,barg1252,threatened,https://en.wikipedia.org/wiki/Bargam_language
mlq,west2500,not endangered,
mlr,vame1236,not endangered,https://en.wikipedia.org/wiki/Vame_language
mls,nucl1440,not endangered,https://en.wikipedia.org/wiki/Masalit_language
mlt,malt1254,not endangered,https://en.wikipedia.org/wiki/Maltese_language
mlu,toab1237,not endangered,https://en.wikipedia.org/wiki/To%CA%BCabaita_language
mlv,motl1237,threatened,https://en.wikipedia.org/wiki/Mwotlap_language
mlw,molo1266,not endangered,https://en.wikipedia.org/wiki/Moloko_language
mlx,malf1237,shifting,https://en.wikipedia.org/wiki/Malfaxal_language
mlz,mala1491,not endangered,
mma,mama1272,threatened,https://en.wikipedia.org/wiki/Mama_language
mmb,momi1242,shifting,https://en.wikipedia.org/wiki/Momina_language
mmc,mich1246,shifting,
mmd,maon1241,shifting,https://en.wikipedia.org/wiki/Maonan_language
mme,maee1241,shifting,https://en.wikipedia.org/wiki/Tirax_language
mmf,mund1334,threatened,https://en.wikipedia.org/wiki/Mundat_language
mmg,nort2839,shifting,https://en.wikipedia.org/wiki/North_Ambrym_language
mmh,mehi1240,shifting,https://en.wikipedia.org/wiki/Mehinaku_language
mmi,musa1265,threatened,https://en.wikipedia.org/wiki/Musar_language
mmj,majh1236,shifting,https://en.wikipedia.org/wiki/Majhwar_language
mmk,mukh1238,not endangered,https://en.wikipedia.org/wiki/Mukha-Dora_language
mml,manm1238,shifting,https://en.wikipedia.org/wiki/Man_Met_language
mmm,maii1238,shifting,https://en.wikipedia.org/wiki/Maii_language
mmn,mama1275,not endangered,https://en.wikipedia.org/wiki/Mamanwa_language
mmo,mang1404,threatened,https://en.wikipedia.org/wiki/Mangga_Buang_language
