,lang,family,dialects,iso3code,glottocode,speakers,regions,off_lang,rec_min_lang,url
112,Angika,"Indo-European, Indo-Iranian, Indo-Aryan, Eastern, Bihari, Angika","Indo-European, Indo-Iranian, Indo-Aryan, Eastern, Bihari, Angika",anp,angi1238,Around 15 Million[2],"Bihar and Jharkhand (India), Terai (Nepal)[1]"," India
Jharkhand (additional)
",Unknown,https://en.wikipedia.org/wiki/Angika
113,Anglo-Saxon_England,Uknown,Uknown,Not provided,,Uknown,,Unknown,Unknown,https://en.wikipedia.org/wiki/Anglo-Saxon_England
114,Anglo-Saxon_runes,Uknown,Uknown,Not provided,,Uknown,,Unknown,Unknown,https://en.wikipedia.org/wiki/Anglo-Saxon_runes
115,Angloromani,"Mixed,  BritishRomani, –, English","Mixed,  BritishRomani, –, English",rme,angl1239,Uknown,,Unknown,Unknown,https://en.wikipedia.org/wiki/Angloromani
116,Angola,Uknown,Uknown,Not provided,,Uknown,,Unknown,Unknown,https://en.wikipedia.org/wiki/Angola
117,Anhui,Uknown,Uknown,Not provided,,Uknown,,Unknown,Unknown,https://en.wikipedia.org/wiki/Anhui
118,Animere,"Niger–Congo,Atlantic–Congo, Kwa, Kebu–Animere, Animere","Niger–Congo,Atlantic–Congo, Kwa, Kebu–Animere, Animere",anf,anim1239,30 ,"East Central Ghana, Kecheibi and Kunda villages",Unknown,Unknown,https://en.wikipedia.org/wiki/Animere_language
119,Anindilyakwa,"Macro-Pama–Nyungan,Macro-Gunwinyguan,East Arnhem, Anindilyakwa","Macro-Pama–Nyungan,Macro-Gunwinyguan,East Arnhem, Anindilyakwa",aoi,anin1240,"1,500 ","Groote Eylandt, Bickerton Island, Northern Territory, Australia",Unknown,Unknown,https://en.wikipedia.org/wiki/Anindilyakwa_language
120,Antakarinya,"Pama–Nyungan, Wati, Western Desert,Warnman,Antakarinya","Pama–Nyungan, Wati, Western Desert,Warnman,Antakarinya",ant,anta1253,7 ,northeast area of South Australia,Unknown,Unknown,https://en.wikipedia.org/wiki/Antakirinya_language
121,Anuki,"Austronesian, Malayo-Polynesian, Oceanic, Western Oceanic, Papuan Tip, Nuclear Papuan Tip, ""North Papuan Mainland – DEntrecasteaux"", Anuki","Austronesian, Malayo-Polynesian, Oceanic, Western Oceanic, Papuan Tip, Nuclear Papuan Tip, ""North Papuan Mainland – DEntrecasteaux"", Anuki",aui,anuk1239,890 ,"Milne Bay Province, tip of Cape Vogel",Unknown,Unknown,https://en.wikipedia.org/wiki/Anuki_language
122,Anung,"Sino-Tibetan, Nungish, Anung","Sino-Tibetan, Nungish, Anung",nun,nung1282,450 ,Fugong County,Unknown,Unknown,https://en.wikipedia.org/wiki/Anung_language
123,Anus,Uknown,Uknown,Not provided,,Uknown,,Unknown,Unknown,https://en.wikipedia.org/wiki/Anus
124,Anāl,"Sino-Tibetan, Tibeto-Burman, Central Tibeto-Burman,  Kuki-Chin–Naga, Kuki-Chin, Anāl","Sino-Tibetan, Tibeto-Burman, Central Tibeto-Burman,  Kuki-Chin–Naga, Kuki-Chin, Anāl",anm,anal1239,"14,000 ",Southeast Manipur,Unknown,Unknown,https://en.wikipedia.org/wiki/Anal_language
125,Aore_Island,Uknown,Uknown,Not provided,,Uknown,,Unknown,Unknown,https://en.wikipedia.org/wiki/Aore_Island
126,Aosta_Valley,Uknown,Uknown,Not provided,,Uknown,,Unknown,Unknown,https://en.wikipedia.org/wiki/Aosta_Valley
127,Apache_language,Uknown,Uknown,Not provided,apac1239,Uknown,,Unknown,Unknown,https://en.wikipedia.org/wiki/Apache_language
128,Apatani,"Sino-Tibetan, Tani, Western Tani, Apatani","Sino-Tibetan, Tani, Western Tani, Apatani",apt,apat1240,"44,815 ",Arunachal Pradesh,Unknown,Unknown,https://en.wikipedia.org/wiki/Apatani_language
129,Apiac%C3%A1,Uknown,Uknown,Not provided,,Uknown,,Unknown,Unknown,https://en.wikipedia.org/wiki/Apiac%C3%A1
130,Apinayé,"Macro-Jê, Jê, Cerrado, Jê of Goyaz, Northern Jê, Trans-Tocantins, Apinayé","Macro-Jê, Jê, Cerrado, Jê of Goyaz, Northern Jê, Trans-Tocantins, Apinayé",apn,apin1244,"2,300 ",Tocantins,Unknown,Unknown,https://en.wikipedia.org/wiki/Apinay%C3%A9_language
131,Apulia,Uknown,Uknown,Not provided,,Uknown,,Unknown,Unknown,https://en.wikipedia.org/wiki/Apulia
132,Apurin%C3%A3,Uknown,Uknown,Not provided,,Uknown,,Unknown,Unknown,https://en.wikipedia.org/wiki/Apurin%C3%A3
133,"Araban,_Dorud",Uknown,Uknown,Not provided,,Uknown,,Unknown,Unknown,"https://en.wikipedia.org/wiki/Araban,_Dorud"
134,Arabela,"Zaparoan, Arabela–Andoa, Arabela","Zaparoan, Arabela–Andoa, Arabela",arl,arab1268,50 ,, Peru,Unknown,https://en.wikipedia.org/wiki/Arabela_language
135,Arabic,"Afro-Asiatic, Semitic, West Semitic, Central Semitic, Arabic","Afro-Asiatic, Semitic, West Semitic, Central Semitic, Arabic",aratitle – inclusive codetitleIndividual codes:titlearqtitle – titleAlgerian Arabictitlexaatitle – titleAndalusi Arabictitleabvtitle – titleBahrani Arabictitleavltitle – titleBedawi Arabictitleshutitle – titleChadian Arabictitleacytitle – titleCypriot Arabictitleadftitle – titleDhofari Arabictitlearztitle – titleEgyptian Arabictitleacmtitle – titleGelet Iraqi Arabictitleafbtitle – titleGulf Arabictitleayhtitle – titleHadhrami Arabictitlemeytitle – titleHassaniya Arabictitleacwtitle – titleHejazi Arabictitleapctitle – titleLevantine Arabictitleayltitle – titleLibyan Arabictitlearytitle – titleMoroccan Arabictitlearstitle – titleNajdi Arabictitleacxtitle – titleOmani Arabictitleayptitle – titleQeltu Iraqi Arabictitleaaotitle – titleSaharan Arabictitleaectitle – titleSaʽidi Arabictitleayntitle – titleSanʽani Arabictitlesshtitle – titleShihhi Arabictitlesqrtitle – titleSiculo-Arabictitlearbtitle – titleStandard Arabictitleapdtitle – titleSudanese Arabictitleacqtitle – titleTaʽizzi-Adeni Arabictitleabhtitle – titleTajiki Arabictitleaebtitle – titleTunisian Arabictitleauztitle – titleUzbeki Arabic,arab1395,380 million native speakers of all varieties ,,"
 states and territories
Algeria
Bahrain
Chad
Comoros
Djibouti
Egypt
Eritrea
Iraq
Jordan
Kuwait
Lebanon
Libya
Mauritania
Morocco
Oman
Palestine
Qatar
Saudi Arabia
Somalia
Sudan
Syria
Tunisia
United Arab Emirates
Yemen
Zanzibar (Tanzania)
Sahrawi Arab Democratic Republic (partially recognized state)
Somaliland (unrecognized state)



International Organizations
African Union
Arab League
Organisation of Islamic Cooperation
United Nations



Special status in Constitution
Irana
Pakistanb

","
List
Cyprus
Israel
Mali
Niger
Philippines
Senegal
South Africa

",https://en.wikipedia.org/wiki/Arabic
136,Aragon,Uknown,Uknown,Not provided,,Uknown,,Unknown,Unknown,https://en.wikipedia.org/wiki/Aragon
137,Aragonese,"Indo-European, Italic, Latino-Faliscan, Latin, Romance, Italo-Western, Western Romance, (unclassified), (in some classifications) Pyrenean–Mozarabic, Aragonese","Indo-European, Italic, Latino-Faliscan, Latin, Romance, Italo-Western, Western Romance, (unclassified), (in some classifications) Pyrenean–Mozarabic, Aragonese",arg,arag1245,"Active speakers: 10,000–12,000 ",Aragon; northern and central Huesca and northern Zaragoza,Unknown,"Spain
Aragon (Protected language status)
",https://en.wikipedia.org/wiki/Aragonese_language
138,Araki,"Austronesian, Malayo-Polynesian, Oceanic, Southern Oceanic, North-Central Vanuatu, North Vanuatu, Espiritu Santo, Araki","Austronesian, Malayo-Polynesian, Oceanic, Southern Oceanic, North-Central Vanuatu, North Vanuatu, Espiritu Santo, Araki",akr,arak1252,8 ,"Araki Island, Espiritu Santo",Unknown,Unknown,https://en.wikipedia.org/wiki/Araki_language
139,Aramaic,"Afro-Asiatic, Semitic, West Semitic, Central Semitic, Northwest Semitic, Aramoid, Aramaic","Afro-Asiatic, Semitic, West Semitic, Central Semitic, Northwest Semitic, Aramoid, Aramaic",Variously:titlearctitle – titleImperial Aramaictitlesyctitle – titleClassical Syriactitlemyztitle – titleClassical Mandaictitlexrmtitle – titleArmazic languagetitlebjftitle – titleBarzani Neo-Aramaictitlebhntitle – titleBohtan Neo-Aramaictitlehrttitle – titleHertevin Neo-Aramaictitleaijtitle – titleInter-Zab Neo-Aramaictitletmrtitle – titleJewish Babylonian Aramaictitlejpatitle – titleJewish Palestinian Aramaictitlekqdtitle – titleKoy Sanjaq Neo-Aramaictitlelhstitle – titleMlaḥsô languagetitlemidtitle – titleModern Mandaictitleoartitle – titleOld Aramaictitlesamtitle – titleSamaritan Aramaic languagetitlesyntitle – titleSenaya Neo-Aramaictitlesyrtitle – titleSuret languagetitlehuytitle – titleTrans-Zab Neo-Aramaictitletrutitle – titleTuroyo languagetitletrgtitle – titleUrmia Neo-Aramaictitleamwtitle – titleWestern Neo-Aramaic,aram1259,Uknown,"Fertile Crescent (Levant, Mesopotamia, and  Southeastern Anatolia), eastern Arabia,[1] Sinai",Unknown,Unknown,https://en.wikipedia.org/wiki/Aramaic
140,Araona,"Pano–TacaUknown, TacaUknown, Araona–Tacana, Araona","Pano–TacaUknown, TacaUknown, Araona–Tacana, Araona",aro,arao1248,110 ,La Paz Department (Bolivia), Bolivia,Unknown,https://en.wikipedia.org/wiki/Araona_language
141,Arapaho,"Algic, Algonquian, Arapahoan, Arapaho","Algic, Algonquian, Arapahoan, Arapaho",arp,arap1274,"1,100 ","Wind River Indian Reservation, Wyoming; Oklahoma",Unknown,Unknown,https://en.wikipedia.org/wiki/Arapaho_language
142,Arapaho_people,Uknown,Uknown,Not provided,,Uknown,,Unknown,Unknown,https://en.wikipedia.org/wiki/Arapaho_people
143,Arara_(Par%C3%A1),Uknown,Uknown,Not provided,,Uknown,,Unknown,Unknown,https://en.wikipedia.org/wiki/Arara_(Par%C3%A1)
144,Arawak,"Arawakan, Northern, Ta-Arawakan, Arawak","Arawakan, Northern, Ta-Arawakan, Arawak",arw,araw1276,Uknown,Guianas,Unknown,Unknown,https://en.wikipedia.org/wiki/Lokono_language
145,Arawet%C3%A9,Uknown,Uknown,Not provided,,Uknown,,Unknown,Unknown,https://en.wikipedia.org/wiki/Arawet%C3%A9
146,Arbore,Uknown,Uknown,Not provided,,Uknown,,Unknown,Unknown,https://en.wikipedia.org/wiki/Arbore
147,Arbëresh,"Indo-European, Albanian, Tosk, Arbëresh","Indo-European, Albanian, Tosk, Arbëresh",aae,arbe1236,"70,000-100,000[1]","Abruzzo, Apulia, Basilicata, Calabria, Campania, Molise, Sicily",Unknown,Unknown,https://en.wikipedia.org/wiki/Arb%C3%ABresh_language
148,Archi,"Northeast Caucasian, Lezgic, , Archi","Northeast Caucasian, Lezgic, , Archi",aqc,arch1244,970 ,"Archib, Dagestan",Unknown,Unknown,https://en.wikipedia.org/wiki/Archi_language
149,Argentina,Uknown,Uknown,Not provided,,Uknown,,Unknown,Unknown,https://en.wikipedia.org/wiki/Argentina
150,Argentine_Republic,Uknown,Uknown,Not provided,,Uknown,,Unknown,Unknown,https://en.wikipedia.org/wiki/Argentine_Republic
151,Arguni,"Austronesian, Malayo-Polynesian, Central–Eastern Malayo-Polynesian, Kei–Tanimbar, Bedoanas–Erokwanas, Arguni","Austronesian, Malayo-Polynesian, Central–Eastern Malayo-Polynesian, Kei–Tanimbar, Bedoanas–Erokwanas, Arguni",agf,argu1237,150 ,"Arguni Island, north coast Bomberai Peninsula",Unknown,Unknown,https://en.wikipedia.org/wiki/Arguni_language
152,Arhuaco,"Chibchan, Arwako–Chimila, Arwako languages, Arhuaco","Chibchan, Arwako–Chimila, Arwako languages, Arhuaco",arh,arhu1242,"8,000 ",,Unknown,Unknown,https://en.wikipedia.org/wiki/Aruaco_language
153,Arhâ,"Austronesian, Malayo-Polynesian, Oceanic, Southern Oceanic, New Caledonian – Loyalties, New Caledonian, Southern, South Southern, Wailic, Arhâ","Austronesian, Malayo-Polynesian, Oceanic, Southern Oceanic, New Caledonian – Loyalties, New Caledonian, Southern, South Southern, Wailic, Arhâ",aqr,arha1237,170 ,"Poya, New Caledonia",Unknown,Unknown,https://en.wikipedia.org/wiki/Arha_language
154,Arhö,"Austronesian, Malayo-Polynesian, Oceanic, Southern Oceanic, New Caledonian – Loyalties, New Caledonian, Southern, South Southern, Wailic, Arhö","Austronesian, Malayo-Polynesian, Oceanic, Southern Oceanic, New Caledonian – Loyalties, New Caledonian, Southern, South Southern, Wailic, Arhö",aok,arho1237,10 ,New Caledonia,Unknown,Unknown,https://en.wikipedia.org/wiki/Arho_language
155,Aribwatsa,"Austronesian, Malayo-Polynesian, Oceanic, Western Oceanic, Huon Gulf, Markham, Lower Markham, Busu, Aribwatsa","Austronesian, Malayo-Polynesian, Oceanic, Western Oceanic, Huon Gulf, Markham, Lower Markham, Busu, Aribwatsa",laz,arib1241,Uknown,New Guinea,Unknown,Unknown,https://en.wikipedia.org/wiki/Aribwatsa_language
156,Arikapú,"Macro-Gê, \xa, Yabutian, Arikapú","Macro-Gê, \xa, Yabutian, Arikapú",ark,arik1265,2 ,"Rondônia, at the headwaters of the Rio Branco",Unknown,Unknown,https://en.wikipedia.org/wiki/Arikap%C3%BA_language
157,Arikara,"Caddoan, Northern, Pawnee–, Kitsai, Pawnee, –Arikara, Arikara","Caddoan, Northern, Pawnee–, Kitsai, Pawnee, –Arikara, Arikara",ari,arik1262,10 ,North-central North Dakota,Unknown,Unknown,https://en.wikipedia.org/wiki/Arikara_language
158,Arikara,Uknown,Uknown,Not provided,,Uknown,,Unknown,Unknown,https://en.wikipedia.org/wiki/Arikara
159,Arin,"Dené–Yeniseian,Yeniseian, Southern Yeniseian, Arin–, Pumpokol, Arin","Dené–Yeniseian,Yeniseian, Southern Yeniseian, Arin–, Pumpokol, Arin",xrn,arin1243,Uknown,Yenisei River,Unknown,Unknown,https://en.wikipedia.org/wiki/Arin_language
160,Arizona,Uknown,Uknown,Not provided,,Uknown,,Unknown,Unknown,https://en.wikipedia.org/wiki/Arizona
161,Arman,Uknown,Uknown,Not provided,,Uknown,,Unknown,Unknown,https://en.wikipedia.org/wiki/Arman
162,Armenia,Uknown,Uknown,Not provided,,Uknown,,Unknown,Unknown,https://en.wikipedia.org/wiki/Armenia
163,Armenian,"Indo-European, Armenian","Indo-European, Armenian",Variously:titlehyetitle – titleEastern Armeniantitlehywtitle – titleWestern Armeniantitlexcltitle – titleClassical Armeniantitleaxmtitle – titleMiddle Armenian,arme1241,5.3 million[a] ,,"
 Armenia
Organisations:
 Eurasian Economic Unionb
", Cyprus Hungary Iraq Poland Romania Turkey Ukraine,https://en.wikipedia.org/wiki/Armenian_language
164,Armenian_Alphabet,Uknown,Uknown,Not provided,,Uknown,,Unknown,Unknown,https://en.wikipedia.org/wiki/Armenian_Alphabet
165,Aromanian,"Indo-European, Italic, Latino-Faliscan, Latin, Romance, Eastern Romance, , Aromanian","Indo-European, Italic, Latino-Faliscan, Latin, Romance, Eastern Romance, , Aromanian",rup,arom1237,"210,000 ",Balkans,Unknown, Albania North Macedonia,https://en.wikipedia.org/wiki/Aromanian_language
166,Aruba,Uknown,Uknown,Not provided,,Uknown,,Unknown,Unknown,https://en.wikipedia.org/wiki/Aruba
167,Arunachal_Pradesh,Uknown,Uknown,Not provided,,Uknown,Northeast India,Unknown,Unknown,https://en.wikipedia.org/wiki/Arunachal_Pradesh
168,Arutani,"Arutani–Sape, \xa, Arutani","Arutani–Sape, \xa, Arutani",atx,arut1244,6 ,"Roraima (Brazil); 
Karum River area, Bolivar State (Venezuela)",Unknown,Unknown,https://en.wikipedia.org/wiki/Uruak_language
169,Arvanitika,"Indo-European, Albanian, Tosk, Arvanitika","Indo-European, Albanian, Tosk, Arvanitika",aat,arva1236,"50,000 ","Attica, Boeotia, South Euboea, Saronic Islands; Western Thrace; Peloponnese; some villages in NW of Greece; N of island of Andros; more than 500 villages in total[1]",Unknown,Unknown,https://en.wikipedia.org/wiki/Arvanitika
170,Asa,"Afro-Asiatic, Cushitic, Rift,East Rift, Asa","Afro-Asiatic, Cushitic, Rift,East Rift, Asa",aas,aasa1238,Uknown,Tanzania,Unknown,Unknown,https://en.wikipedia.org/wiki/Aas%C3%A1x
171,Asa,"Afro-Asiatic, Cushitic, Rift,East Rift, Asa","Afro-Asiatic, Cushitic, Rift,East Rift, Asa",aas,aasa1238,Uknown,Tanzania,Unknown,Unknown,https://en.wikipedia.org/wiki/Asa_language
172,Ashtiani,"Indo-European, Indo-Iranian, Iranian, Western, Northwestern II, Tatic, Tafresh, Ashtiani","Indo-European, Indo-Iranian, Iranian, Western, Northwestern II, Tatic, Tafresh, Ashtiani",atn,asht1244,"27,000 ","Ashtian, Tafresh",Unknown,Unknown,https://en.wikipedia.org/wiki/Ashtiani_language
173,Asháninka,"Arawakan, Southern, Campa, Asháninka","Arawakan, Southern, Campa, Asháninka",cni,asha1243,"35,000 ",,Unknown,Unknown,https://en.wikipedia.org/wiki/Ashaninka_language
174,Assam,Uknown,Uknown,Not provided,,Uknown,Northeast India,Unknown,Unknown,https://en.wikipedia.org/wiki/Assam
175,Assamese,"Indo-European, Indo-Iranian, Indo-Aryan, Eastern, Bengali–Assamese, Kamrupa, Assamese","Indo-European, Indo-Iranian, Indo-Aryan, Eastern, Bengali–Assamese, Kamrupa, Assamese",asm,assa1263,15 million ,"
Assam
Arunachal Pradesh
Meghalaya
Nagaland
","
India
Assam
",Unknown,https://en.wikipedia.org/wiki/Assamese_language
176,Assiniboine,"Siouan, Western Siouan,  (Core), Mississippi Valley Siouan, Dakotan, Assiniboine","Siouan, Western Siouan,  (Core), Mississippi Valley Siouan, Dakotan, Assiniboine",asb,assi1247,"150, 4.3% of ethnic population ","Saskatchewan, Canada
Montana, United States",Unknown,Unknown,https://en.wikipedia.org/wiki/Assiniboine_language
177,Asturian,"Indo-European, Italic, Latino-Faliscan, Latin, Romance, Italo-Western, Western, Iberian Romance, West Iberian, Asturleonese, Asturian","Indo-European, Italic, Latino-Faliscan, Latin, Romance, Italo-Western, Western, Iberian Romance, West Iberian, Asturleonese, Asturian",ast,astu1245,Around 1/3 of Asturians[1] ,Asturias,Unknown,Asturias  (Spain),https://en.wikipedia.org/wiki/Asturian_language
178,Asturias,Uknown,Uknown,Not provided,,Uknown,,Unknown,Unknown,https://en.wikipedia.org/wiki/Asturias
179,Asumboa,"Austronesian, Malayo-Polynesian, Oceanic, Temotu, Utupua, Asumboa","Austronesian, Malayo-Polynesian, Oceanic, Temotu, Utupua, Asumboa",aua,asum1237,Uknown,Utupua,Unknown,Unknown,https://en.wikipedia.org/wiki/Asumbuo_language
180,Asunción Mixtepec Zapotec,"Oto-Manguean, Zapotecan, Zapotec, Central Zapotec, Valley, Asunción Mixtepec Zapotec","Oto-Manguean, Zapotecan, Zapotec, Central Zapotec, Valley, Asunción Mixtepec Zapotec",zoo,asun1236,Uknown,Oaxaca,Unknown,Unknown,https://en.wikipedia.org/wiki/Asunci%C3%B3n_Mixtepec_Zapotec
181,Atacama_people,Uknown,Uknown,Not provided,,Uknown,,Unknown,Unknown,https://en.wikipedia.org/wiki/Atacama_people
182,Atatláhuca–San Miguel Mixtec,"Oto-Manguean, Mixtecan, Mixtec, Atatláhuca–San Miguel Mixtec","Oto-Manguean, Mixtecan, Mixtec, Atatláhuca–San Miguel Mixtec",Variously:titlemibtitle – Atatláhucatitlemdvtitle – Santa Lucía Monteverdetitlemcetitle – Itundujíatitlempmtitle – Yosondúatitlemigtitle – San Miguel el Grandetitlextjtitle – San Juan Teitatitlextltitle – Tijaltepectitlextititle – Sinicahuatitlextttitle – Tacahua (Yolotepec),west2824title  partial match,Uknown,"Oaxaca, Guerrero",Unknown,Unknown,https://en.wikipedia.org/wiki/Chalcatongo_Mixtec
183,Atayal_people,Uknown,Uknown,Not provided,,Uknown,,Unknown,Unknown,https://en.wikipedia.org/wiki/Atayal_people
184,Athpare,"Sino-Tibetan, Tibeto-Burman, Mahakiranti,  Kiranti, Eastern, Greater Yakkha, Athpare","Sino-Tibetan, Tibeto-Burman, Mahakiranti,  Kiranti, Eastern, Greater Yakkha, Athpare",aph,athp1241,"5,500 ","Dhankuta District, Nepal",Unknown,Unknown,https://en.wikipedia.org/wiki/Athpahariya_language
185,Atikamekw,"Algic, Algonquian, Cree, -, Montagnais, -, Naskapi, , Atikamekw","Algic, Algonquian, Cree, -, Montagnais, -, Naskapi, , Atikamekw",atj,atik1240,"6,200 ",Quebec,Unknown,Unknown,https://en.wikipedia.org/wiki/Atikamekw_language
186,Atikamekw,Uknown,Uknown,Not provided,,Uknown,,Unknown,Unknown,https://en.wikipedia.org/wiki/Atikamekw
187,Atlantic_Pyrenees,Uknown,Uknown,Not provided,,Uknown,Nouvelle-Aquitaine,Unknown,Unknown,https://en.wikipedia.org/wiki/Atlantic_Pyrenees
188,Atruahí,"Cariban, Atruahí–, Boanarí, Atruahí","Cariban, Atruahí–, Boanarí, Atruahí",atr,waim1253,930 ,,Unknown,Unknown,https://en.wikipedia.org/wiki/Waimiri-Atroari_language
189,Atsugewi,Uknown,Uknown,Not provided,,Uknown,,Unknown,Unknown,https://en.wikipedia.org/wiki/Atsugewi
190,Atta,"Austronesian, Malayo-Polynesian, Philippine, Northern Luzon, Cagayan Valley, Ibanagic, Atta","Austronesian, Malayo-Polynesian, Philippine, Northern Luzon, Cagayan Valley, Ibanagic, Atta",Variously:titleazttitle – Faire Attatitleatttitle – Pamplona Attatitleatptitle – Pudtol Attatitledygtitle – Villa Viciosa Agtatitle†title (?),atta1244,Uknown,Luzon,Unknown,Unknown,https://en.wikipedia.org/wiki/Atta_language
191,Auregnais,"Indo-European, Italic, Latino-Faliscan, Latin, Romance, Italo-Western, Western Romance, Gallo-Iberian, , Gallo-Romance, Gallo-Rhaetian, , Arpitan, –, Oïl, Oïl, Norman, Anglo-Norman, , Auregnais","Indo-European, Italic, Latino-Faliscan, Latin, Romance, Italo-Western, Western Romance, Gallo-Iberian, , Gallo-Romance, Gallo-Rhaetian, , Arpitan, –, Oïl, Oïl, Norman, Anglo-Norman, , Auregnais",–,,Uknown,,Unknown,Unknown,https://en.wikipedia.org/wiki/Auregnais
192,Aurá,"Tupian, Tupi–Guaraní, Xingu, Aurá","Tupian, Tupi–Guaraní, Xingu, Aurá",aux,aura1243,Uknown,Maranhão,Unknown,Unknown,https://en.wikipedia.org/wiki/Aur%C3%AA_language
