,lang,family,dialects,iso3code,glottocode,speakers,regions,off_lang,rec_min_lang,url
334,Biak,Uknown,Uknown,Not provided,,Uknown,,Unknown,Unknown,https://en.wikipedia.org/wiki/Biak
335,Biate,"Sino-Tibetan, Tibeto-Burman, Central Tibeto-Burman,  Kuki-Chin-Naga, Kuki-Chin, Central, Biate","Sino-Tibetan, Tibeto-Burman, Central Tibeto-Burman,  Kuki-Chin-Naga, Kuki-Chin, Central, Biate",biu,biet1238title  Biete,Uknown,India,Unknown,Unknown,https://en.wikipedia.org/wiki/Biate_language
336,Bicol_Region,Uknown,Uknown,Not provided,,Uknown,,Unknown,Unknown,https://en.wikipedia.org/wiki/Bicol_Region
337,Bidyogo,"Niger–Congo,Atlantic–Congo, Atlantic, Senegambian, Bak, Bidyogo","Niger–Congo,Atlantic–Congo, Atlantic, Senegambian, Bak, Bidyogo",bjg,bijo1239,"36,000 ",Offshore Bissagos Islands,Unknown,Unknown,https://en.wikipedia.org/wiki/Bijago_language
338,Bierebo,"Austronesian, Malayo-Polynesian, Oceanic, Southern Oceanic, North-Central Vanuatu, Central Vanuatu, Epi-Efate, Epi, Bierebo","Austronesian, Malayo-Polynesian, Oceanic, Southern Oceanic, North-Central Vanuatu, Central Vanuatu, Epi-Efate, Epi, Bierebo",bnk,bier1244,800 ,Epi Island,Unknown,Unknown,https://en.wikipedia.org/wiki/Bierebo_language
339,Bieria,"Austronesian, Malayo-Polynesian, Oceanic, Southern Oceanic, North-Central Vanuatu, Central Vanuatu, Epi-Efate, Epi, Bieria","Austronesian, Malayo-Polynesian, Oceanic, Southern Oceanic, North-Central Vanuatu, Central Vanuatu, Epi-Efate, Epi, Bieria",brj,bier1246,70 ,Epi Island,Unknown,Unknown,https://en.wikipedia.org/wiki/Bieria_language
340,Big Nambas,"Austronesian, Malayo-Polynesian, Oceanic, Southern Oceanic, North-Central Vanuatu, Central Vanuatu, Malakula, Malakula Interior, Big Nambas","Austronesian, Malayo-Polynesian, Oceanic, Southern Oceanic, North-Central Vanuatu, Central Vanuatu, Malakula, Malakula Interior, Big Nambas",nmb,bign1238,"3,400 ",Northwest Malekula,Unknown,Unknown,https://en.wikipedia.org/wiki/Big_Nambas
341,Bihar,Uknown,Uknown,Not provided,,Uknown,East India,Unknown,Unknown,https://en.wikipedia.org/wiki/Bihar
342,Bikya,"Niger–Congo,Atlantic–Congo, Volta–Congo, Benue–Congo, Bantoid, Southern Bantoid, Beboid,Furu,  or Eastern Beboid, Bikya","Niger–Congo,Atlantic–Congo, Volta–Congo, Benue–Congo, Bantoid, Southern Bantoid, Beboid,Furu,  or Eastern Beboid, Bikya",byb,biky1238,Uknown,"Northwest Region, Menchum department, Furu-Awa Subdivision, Furubana village",Unknown,Unknown,https://en.wikipedia.org/wiki/Bikya_language
343,Bing%C3%B6l_Province,Uknown,Uknown,Not provided,,Uknown,,Unknown,Unknown,https://en.wikipedia.org/wiki/Bing%C3%B6l_Province
344,Birgid,"Nilo-Saharan,Eastern Sudanic, Northern Eastern, Nubian, Central, Birgid","Nilo-Saharan,Eastern Sudanic, Northern Eastern, Nubian, Central, Birgid",brk,birk1242,Uknown,South Darfur,Unknown,Unknown,https://en.wikipedia.org/wiki/Birgid_language
345,Birhor,"Austroasiatic, Munda, North, Kherwarian, Mundaric, Birhor","Austroasiatic, Munda, North, Kherwarian, Mundaric, Birhor",biy,birh1242,"2,000 ",,Unknown,Unknown,https://en.wikipedia.org/wiki/Birhor_language
346,Birri,"Nilo-Saharan,Central Sudanic, Birri–, Kresh, Birri","Nilo-Saharan,Central Sudanic, Birri–, Kresh, Birri",bvq,birr1240,Uknown,Haut-Mbomou,Unknown,Unknown,https://en.wikipedia.org/wiki/Birri_language
347,Bishnupriya Manipuri,"Indo-European, Indo-Iranian, Indo-Aryan, Eastern, Bengali–Assamese, Bishnupriya Manipuri","Indo-European, Indo-Iranian, Indo-Aryan, Eastern, Bengali–Assamese, Bishnupriya Manipuri",bpy,bish1244,"119,646 total speakers
79,646 in India[1]
53,812 in Assam[2]
21,242 in Tripura[3]
1,457 in Manipur[4][5]
40,000 in Bangladesh[6] ",Primarily Northeast India and Bangladesh,Unknown,Unknown,https://en.wikipedia.org/wiki/Bishnupriya_Manipuri
348,Bishuo,"Niger–Congo,Atlantic–Congo, Volta–Congo, Benue–Congo, Bantoid, Southern Bantoid, Beboid,Furu,Bishuo","Niger–Congo,Atlantic–Congo, Volta–Congo, Benue–Congo, Bantoid, Southern Bantoid, Beboid,Furu,Bishuo",bwh,bish1246,Uknown,,Unknown,Unknown,https://en.wikipedia.org/wiki/Bishuo_language
349,Bislama,"English Creole, Pacific, Melanesian Pidgin, Bislama","English Creole, Pacific, Melanesian Pidgin, Bislama",bis,bisl1239,"10,000 ",Vanuatu,Vanuatu,Unknown,https://en.wikipedia.org/wiki/Bislama
350,Blablanga,"Austronesian, Malayo-Polynesian, Oceanic, Northwest Solomonic, New Georgia – Ysabel, Ysabel, Central Isabel, Blablanga","Austronesian, Malayo-Polynesian, Oceanic, Northwest Solomonic, New Georgia – Ysabel, Ysabel, Central Isabel, Blablanga",blp,blab1237,"c. 1,150 ",Santa Isabel Island,Unknown,Unknown,https://en.wikipedia.org/wiki/Blablanga_language
351,Blackfoot_Tribe,Uknown,Uknown,Not provided,,Uknown,,Unknown,Unknown,https://en.wikipedia.org/wiki/Blackfoot_Tribe
352,Boano,Uknown,Uknown,Not provided,,Uknown,,Unknown,Unknown,https://en.wikipedia.org/wiki/Boano
353,Bocas_del_Toro_Province,Uknown,Uknown,Not provided,,Uknown,,Unknown,Unknown,https://en.wikipedia.org/wiki/Bocas_del_Toro_Province
354,Bogor_Regency,Uknown,Uknown,Not provided,,Uknown,,Unknown,Unknown,https://en.wikipedia.org/wiki/Bogor_Regency
355,Bohtan Neo-Aramaic,"Afro-Asiatic, Semitic, Central Semitic, Aramaic, Eastern Aramaic, Northeastern, Assyrian Neo-Aramaic, Bohtan Neo-Aramaic","Afro-Asiatic, Semitic, Central Semitic, Aramaic, Eastern Aramaic, Northeastern, Assyrian Neo-Aramaic, Bohtan Neo-Aramaic",bhn,boht1238,760 ,"Krymsk, Novopavlovsk, Kvemo Kartli",Unknown,Unknown,https://en.wikipedia.org/wiki/Neo-Aramaic_dialect_of_Bohtan
356,Bolivia,Uknown,Uknown,Not provided,,Uknown,,Unknown,Unknown,https://en.wikipedia.org/wiki/Bolivia
357,Bolivian_Guarani,Uknown,Uknown,grn,tupi1282title  title(Mbya–Paraguayan)titletupi1283title  title(Bolivian),Uknown,,Unknown,Unknown,https://en.wikipedia.org/wiki/Bolivian_Guarani
358,Bonerif,"Foja Range,  (Tor–Kwerba), Orya–Tor, Tor, Berik–Bonerif, Bonerif","Foja Range,  (Tor–Kwerba), Orya–Tor, Tor, Berik–Bonerif, Bonerif",bnvtitle  (code used for both Bonerif and titleBeneraftitle),bone1255,200 ,West Papua,Unknown,Unknown,https://en.wikipedia.org/wiki/Bonerif_language
359,Bonggo,"Austronesian, Malayo-Polynesian, Oceanic, Western Oceanic, North New Guinea, Sarmi – Jayapura Bay, Sarmi, Bonggo","Austronesian, Malayo-Polynesian, Oceanic, Western Oceanic, North New Guinea, Sarmi – Jayapura Bay, Sarmi, Bonggo",bpg,bong1287,790 ,"Bonggo District, Sarmi Regency, Papua",Unknown,Unknown,https://en.wikipedia.org/wiki/Bonggo_language
360,Bonjo,"Niger–Congo,Atlantic–Congo, Benue–Congo, Bantoid, Bantu,  (, Zone C., ), Ngondi–Ngiri, Bonjo","Niger–Congo,Atlantic–Congo, Benue–Congo, Bantoid, Bantu,  (, Zone C., ), Ngondi–Ngiri, Bonjo",bok,bonj1234,Uknown,,Unknown,Unknown,https://en.wikipedia.org/wiki/Bonjo_language
361,Boor,"Afro-Asiatic, Chadic, East Chadic, East Chadic A, Miltu (A..), Boor","Afro-Asiatic, Chadic, East Chadic, East Chadic A, Miltu (A..), Boor",bvf,boor1242,Uknown,south,Unknown,Unknown,https://en.wikipedia.org/wiki/Boor_language
362,Bopomofo,Uknown,Uknown,Not provided,,Uknown,,Unknown,Unknown,https://en.wikipedia.org/wiki/Bopomofo
363,Bor,"Nilo-Saharan,Eastern Sudanic, Nilotic, Western Nilotic, Luo, Northern, Bor","Nilo-Saharan,Eastern Sudanic, Nilotic, Western Nilotic, Luo, Northern, Bor",bxb,bela1256,"26,000 ",,Unknown,Unknown,https://en.wikipedia.org/wiki/Belanda_Bor_language
364,Bora,"Bora–Witoto, Boran, Bora","Bora–Witoto, Boran, Bora",boa,bora1263,"2,400 ",,Unknown,Unknown,https://en.wikipedia.org/wiki/Mira%C3%B1a_language
365,Borama_alphabet,Uknown,Uknown,Not provided,,Uknown,,Unknown,Unknown,https://en.wikipedia.org/wiki/Borama_alphabet
366,Borneo,Uknown,Uknown,Not provided,,Uknown,,Unknown,Unknown,https://en.wikipedia.org/wiki/Borneo
367,Boro,"Sino-Tibetan, Tibeto-Burman, Central Tibeto-Burman languages,  Sal, Boro–Garo, Boroic, Boro","Sino-Tibetan, Tibeto-Burman, Central Tibeto-Burman languages,  Sal, Boro–Garo, Boroic, Boro",brx,bodo1269,1.4 million ,Bodoland (Assam),"India
Assam
",Unknown,https://en.wikipedia.org/wiki/Bodo_language
368,Bororo,Uknown,Uknown,Not provided,,Uknown,,Unknown,Unknown,https://en.wikipedia.org/wiki/Bororo
369,Boruca,Uknown,Uknown,Not provided,,Uknown,,Unknown,Unknown,https://en.wikipedia.org/wiki/Boruca
370,Boselewa,"Austronesian, Malayo-Polynesian, Oceanic, Western Oceanic, Papuan Tip, Nuclear Papuan Tip, ""North Papuan Mainland – DEntrecasteaux"", Dobu–Duau, Boselewa","Austronesian, Malayo-Polynesian, Oceanic, Western Oceanic, Papuan Tip, Nuclear Papuan Tip, ""North Papuan Mainland – DEntrecasteaux"", Dobu–Duau, Boselewa",bwf,bose1237,880 ,"Fergusson Island, Milne Bay Province",Unknown,Unknown,https://en.wikipedia.org/wiki/Bosilewa_language
371,Bosnia_And_Herzegovina,Uknown,Uknown,Not provided,,Uknown,,Unknown,Unknown,https://en.wikipedia.org/wiki/Bosnia_And_Herzegovina
372,Bosnia_and_Herzegovina,Uknown,Uknown,Not provided,,Uknown,,Unknown,Unknown,https://en.wikipedia.org/wiki/Bosnia_and_Herzegovina
373,Bosnian,"Indo-European, Balto-Slavic, Slavic, South Slavic, Western, Serbo-Croatian, Shtokavian, New Shtokavian, Eastern Herzegovinian, Bosnian","Indo-European, Balto-Slavic, Slavic, South Slavic, Western, Serbo-Croatian, Shtokavian, New Shtokavian, Eastern Herzegovinian, Bosnian",bos,bosn1245,2.6 million ,, Bosnia and Herzegovina (co-official) Montenegro (co-official), Serbia Croatia North Macedonia Kosovo,https://en.wikipedia.org/wiki/Bosnian_language
374,Bote-Darai,"Indo-European, Indo-Iranian, Indo-Aryan, Eastern Zone (Magadhan), Bihari, (unclassified), Kuswaric, Bote-Darai","Indo-European, Indo-Iranian, Indo-Aryan, Eastern Zone (Magadhan), Bihari, (unclassified), Kuswaric, Bote-Darai",Either:titlebmjtitle – Bote-Majhititledrytitle – Darai,bote1238title  Botetitledara1250title  Darai,"20,000 ",,Unknown,Unknown,https://en.wikipedia.org/wiki/Darai_language
375,Botlikh,"Northeast Caucasian, Avar–Andic, Andic, Akhvakh–Tindi, Karata–Tindi, Botlikh–Tindi, Botlikh","Northeast Caucasian, Avar–Andic, Andic, Akhvakh–Tindi, Karata–Tindi, Botlikh–Tindi, Botlikh",bph,botl1242,210 ,Southwestern Dagestan[1],Unknown,Unknown,https://en.wikipedia.org/wiki/Botlikh_language
376,Botswana,Uknown,Uknown,Not provided,,Uknown,,Unknown,Unknown,https://en.wikipedia.org/wiki/Botswana
377,Bougainville_Island,Uknown,Uknown,Not provided,,Uknown,,Unknown,Unknown,https://en.wikipedia.org/wiki/Bougainville_Island
378,Bowili,"Niger–Congo,Atlantic–Congo, Kwa, Ka-Togo, Avatime–Nyangbo, Bowili","Niger–Congo,Atlantic–Congo, Kwa, Ka-Togo, Avatime–Nyangbo, Bowili",bov,tuwu1238,"11,000 ",Volta Region,Unknown,Unknown,https://en.wikipedia.org/wiki/Bowili_language
379,Braille,Uknown,Uknown,Not provided,,Uknown,,Unknown,Unknown,https://en.wikipedia.org/wiki/Braille
380,Brazil,Uknown,Uknown,Not provided,,Uknown,,Unknown,Unknown,https://en.wikipedia.org/wiki/Brazil
381,Breton,"Indo-European, Celtic, Insular Celtic, Brittonic, Southwestern Brittonic, Breton","Indo-European, Celtic, Insular Celtic, Brittonic, Southwestern Brittonic, Breton",Variously:titlebretitle – Modern Bretontitlexbmtitleobt,bret1244,"210,000 in Brittany ",Lower Brittany,Unknown,"France
Brittany
",https://en.wikipedia.org/wiki/Breton_language
382,Bribri,"Chibchan, Talamanca, Bribri","Chibchan, Talamanca, Bribri",bzd,brib1243,"7,000 ","Limón province: Talamanca cantón, along Lari, Telire, and Uren rivers; Puntarenas province: Buenos Aires cantón",Unknown,Costa Rica,https://en.wikipedia.org/wiki/Bribri_language
383,British_Columbia,Uknown,Uknown,Not provided,,Uknown,,Unknown,Unknown,https://en.wikipedia.org/wiki/British_Columbia
384,Brittany,Uknown,Uknown,Not provided,,Uknown,,Unknown,Unknown,https://en.wikipedia.org/wiki/Brittany
385,Brokkat,"Sino-Tibetan, Tibeto-Kanauri, \xa, Bodish, Tibetic, Dzongkha–Lhokä, Brokkat","Sino-Tibetan, Tibeto-Kanauri, \xa, Bodish, Tibetic, Dzongkha–Lhokä, Brokkat",bro,brok1249,Uknown,Bhutan,Unknown,Unknown,https://en.wikipedia.org/wiki/Brokkat_language
386,Brokpa,Uknown,Uknown,Not provided,,Uknown,,Unknown,Unknown,https://en.wikipedia.org/wiki/Brokpa
387,Brokskat,"Indo-European, Indo-Iranian, Indo-Aryan, Eastern Dardic, Shinaic, Brokskat","Indo-European, Indo-Iranian, Indo-Aryan, Eastern Dardic, Shinaic, Brokskat",bkk,brok1247,Uknown,"Ladakh, Baltistan",Unknown,Unknown,https://en.wikipedia.org/wiki/Brokshat_language
388,Brunei,Uknown,Uknown,Not provided,,Uknown,,Unknown,Unknown,https://en.wikipedia.org/wiki/Brunei
389,Bube,"Niger–Congo,Atlantic–Congo, Volta-Congo, Benue–Congo, Bantoid, Southern Bantoid, Bantu, Mbam, -Bube-, Jarawan, Bube","Niger–Congo,Atlantic–Congo, Volta-Congo, Benue–Congo, Bantoid, Southern Bantoid, Bantu, Mbam, -Bube-, Jarawan, Bube",bvbtitle – inclusive codetitleIndividual code:titlebbxtitle – Bubia (Wovea),bube1242,"51,000 ",,Unknown,Equatorial Guinea,https://en.wikipedia.org/wiki/Bube_language
390,Budibud,"Austronesian, Malayo-Polynesian, Oceanic, Western Oceanic, Papuan Tip, Peripheral, Kilivila, Budibud","Austronesian, Malayo-Polynesian, Oceanic, Western Oceanic, Papuan Tip, Peripheral, Kilivila, Budibud",btp,budi1249,310 ,Milne Bay Province,Unknown,Unknown,https://en.wikipedia.org/wiki/Budibud_language
391,Budong-Budong,"Austronesian, Malayo-Polynesian, South Sulawesi, Seko, Budong-Budong","Austronesian, Malayo-Polynesian, South Sulawesi, Seko, Budong-Budong",bdx,budo1241,180 ,West Sulawesi,Unknown,Unknown,https://en.wikipedia.org/wiki/Budong-Budong_language
392,Budukh,"Northeast Caucasian, Lezgic, Samur, Southern Samur, Budukh","Northeast Caucasian, Lezgic, Samur, Southern Samur, Budukh",bdk,budu1248,200 ,Quba Rayon,Unknown,Unknown,https://en.wikipedia.org/wiki/Budukh_language
393,Buginese,"Austronesian, Malayo-Polynesian, South Sulawesi, Bugis, –, Tamanic, Bugis, Buginese","Austronesian, Malayo-Polynesian, South Sulawesi, Bugis, –, Tamanic, Bugis, Buginese",bug,bugi1244,"L1: 3.5 million L2: 500,000  Total speakers: 4 million ","South Sulawesi; enclaves elsewhere in Sulawesi, Borneo, Sumatra, Maluku, Papua",Unknown,Unknown,https://en.wikipedia.org/wiki/Buginese_language
394,Buglere,"Chibchan, Guaymi, Buglere","Chibchan, Guaymi, Buglere",sab,bugl1243,"18,000 ",,Unknown,Unknown,"https://en.wikipedia.org/wiki/Buglere#:~:text=Buglere%2C%20also%20known%20as%20Bugle,spoken%20by%20the%20Bokota%20people."
395,Bugun,"Sino-Tibetan,Kho-Bwa,Bugun","Sino-Tibetan,Kho-Bwa,Bugun",bgg,bugu1246,900 ,Arunachal Pradesh,Unknown,Unknown,https://en.wikipedia.org/wiki/Khowa_language
396,Buhid,"Austronesian, Malayo-Polynesian, Philippine, Greater Central Philippine, South Mangyan, Buhid","Austronesian, Malayo-Polynesian, Philippine, Greater Central Philippine, South Mangyan, Buhid",bku,buhi1245,"12,000 ",Mimaropa,Unknown,Unknown,https://en.wikipedia.org/wiki/Buhid_language
397,Bukharian,"Indo-European, Indo-Iranian, Iranian, Western, Southwestern, Persian, Tajik, , Bukharian","Indo-European, Indo-Iranian, Iranian, Western, Southwestern, Persian, Tajik, , Bukharian",bhh,bukh1238,"117,840 in all countries ",,Unknown,Unknown,https://en.wikipedia.org/wiki/Bukhari_language
398,Bukiyip,"Torricelli, Arapesh, Bukiyip","Torricelli, Arapesh, Bukiyip",ape,buki1249,"16,000 ",East Sepik Province,Unknown,Unknown,https://en.wikipedia.org/wiki/Bukiyip_language
399,Bulgaria,Uknown,Uknown,Not provided,,Uknown,,Unknown,Unknown,https://en.wikipedia.org/wiki/Bulgaria
400,Bulgarian,"Indo-European, Balto-Slavic, Slavic, South Slavic, Eastern South Slavic, Bulgarian","Indo-European, Balto-Slavic, Slavic, South Slavic, Eastern South Slavic, Bulgarian",bul,bulg1262,L1: 7.6 million in Bulgaria ,,BulgariaEuropean Union,"
Albania
Czech Republic
Hungary
Moldova
Romania
Russia
Serbia
Turkey
Ukraine
",https://en.wikipedia.org/wiki/Bulgarian_language
401,Bulgebi,"Trans–New Guinea, Finisterre–Huon, Finisterre, Warup, Bulgebi","Trans–New Guinea, Finisterre–Huon, Finisterre, Warup, Bulgebi",bmp,bulg1265,150 ,Madang Province,Unknown,Unknown,https://en.wikipedia.org/wiki/Bulgebi_language
402,Bumbita,"Torricelli, Arapesh, Bumbita","Torricelli, Arapesh, Bumbita",aon,bumb1241,"4,300 ","Bumbita-Muhian Rural LLG, East Sepik Province (13 villages)",Unknown,Unknown,https://en.wikipedia.org/wiki/Bumbita_language
403,Bunan,"Sino-Tibetan, Tibeto-Kanauri, \xa, West Himalayish, BuUknown","Sino-Tibetan, Tibeto-Kanauri, \xa, West Himalayish, BuUknown",bfu,gahr1239,"3,800 ",Lahaul and Spiti(Himachal Pradesh),Unknown,Unknown,https://en.wikipedia.org/wiki/Bunan_language
404,Bundjalung_language,Uknown,Uknown,bdy,band1339,670 ,,Unknown,Unknown,https://en.wikipedia.org/wiki/Bundjalung_language
405,Bunun,"Austronesian, Bunun","Austronesian, Bunun",bnn,bunu1267,"38,000 ",,Unknown,Taiwan,https://en.wikipedia.org/wiki/Bunun_language
406,Burate,"East Geelvink Bay, Burate","East Geelvink Bay, Burate",bti,bura1276,100 ,Indonesian Papua,Unknown,Unknown,https://en.wikipedia.org/wiki/Burate_language
407,Burgenland,Uknown,Uknown,Not provided,,Uknown,,Unknown,Unknown,https://en.wikipedia.org/wiki/Burgenland
408,Burgenland Croatian,"Indo-European, Balto-Slavic, Slavic, South Slavic, Western, Chakavian, Burgenland Croatian","Indo-European, Balto-Slavic, Slavic, South Slavic, Western, Chakavian, Burgenland Croatian",–,burg1244,"19,000 ",,Unknown, Austria Hungary,https://en.wikipedia.org/wiki/Burgenland_Croatian
409,Burji,"Afro-Asiatic, Cushitic, Highland East, Burji","Afro-Asiatic, Cushitic, Highland East, Burji",bji,burj1242,"83,000 ",South of Lake Chamo,Unknown,Unknown,https://en.wikipedia.org/wiki/Burji_language
410,Burma,Uknown,Uknown,Not provided,,Uknown,,Unknown,Unknown,https://en.wikipedia.org/wiki/Burma
411,Burmese,"Sino-Tibetan, Tibeto-Burman, Lolo-Burmese, Burmish, Burmese","Sino-Tibetan, Tibeto-Burman, Lolo-Burmese, Burmish, Burmese","myatitle – inclusive codetitleIndividual codes:titlemyatitle – titleMyanmartitleinttitle – titleInthatitletcotitle – titleTaungyotitlerkititle – titleRakhinetitlermztitle – Marma (""မရမာ"")titleTaytitle – titleTavoyan dialects",sout3159,L1: 33 million ,, Myanmar,Unknown,https://en.wikipedia.org/wiki/Burmese_language
412,Burunge,"Afro-Asiatic, Cushitic, South, West Rift, Burunge","Afro-Asiatic, Cushitic, South, West Rift, Burunge",bds,buru1320,"28,000 ",Dodoma,Unknown,Unknown,https://en.wikipedia.org/wiki/Burunge_language
413,Burushaski,Language isolate,Language isolate,bsk,buru1296,"130,000 ","Hunza, Nagar, Ghizer, Gilgit (Pakistan) and Hari Parbat, Jammu and Kashmir (India)[1]",Unknown,Unknown,https://en.wikipedia.org/wiki/Burushaski
414,Buryat,"Mongolic, Central Mongolic, Buryat–, Mongolian, Buryat","Mongolic, Central Mongolic, Buryat–, Mongolian, Buryat",buatitle – inclusive code BuriattitleIndividual codes:titlebxutitle – Inner Mongolian (China) Buriattitlebxmtitle – Mongolia Buriattitlebxrtitle – Russia Buriat,buri1258,"440,000 ",,Buryatia (Russia),Unknown,https://en.wikipedia.org/wiki/Buryat_language
415,Buryatia,Uknown,Uknown,Not provided,,Uknown,,Unknown,Unknown,https://en.wikipedia.org/wiki/Buryatia
416,Busoa,"Austronesian, Malayo-Polynesian, Celebic, Muna–Buton, MuUknown, Busoa","Austronesian, Malayo-Polynesian, Celebic, Muna–Buton, MuUknown, Busoa",bup,buso1238,"2,300 ",Buton Island,Unknown,Unknown,https://en.wikipedia.org/wiki/Busoa_language
417,Bussa,"Afro-Asiatic, Cushitic, Lowland East, Oromoid, Konsoid, Konso–Gidole, Bussa","Afro-Asiatic, Cushitic, Lowland East, Oromoid, Konsoid, Konso–Gidole, Bussa",dox,buss1239,"18,000 ","Dirashe special woreda, Southern Ethiopia",Unknown,Unknown,https://en.wikipedia.org/wiki/Bussa_language
418,Bussa%27s_rebellion#Bussa,Uknown,Uknown,Not provided,,Uknown,,Unknown,Unknown,https://en.wikipedia.org/wiki/Bussa%27s_rebellion#Bussa
419,Busuu,Uknown,Uknown,Not provided,,Uknown,,Unknown,Unknown,https://en.wikipedia.org/wiki/Busuu
420,Buyang,"Kra–Dai, Kra, Yang–Biao, Buyang","Kra–Dai, Kra, Yang–Biao, Buyang",Either:titleyzgtitle – E'ma Buyangtitleylntitle – Langnian Buyangtitleyrntitle – Yalang (Yerong),buya1244,Uknown,Yunnan,Unknown,Unknown,https://en.wikipedia.org/wiki/Buyang_language
421,Bwisi,"Niger–Congo,Atlantic–Congo, Benue–Congo, Bantoid, Bantu,  (, Zone B, ), Sira,  (B.), Bwisi","Niger–Congo,Atlantic–Congo, Benue–Congo, Bantoid, Bantu,  (, Zone B, ), Sira,  (B.), Bwisi",bwz,bwis1242,"4,300 ",,Unknown,Unknown,https://en.wikipedia.org/wiki/Bwisi_language
422,Byangsi,"Sino-Tibetan, Tibeto-Kanauri, \xa, West Himalayish, Almora, Byangsi","Sino-Tibetan, Tibeto-Kanauri, \xa, West Himalayish, Almora, Byangsi",bee,byan1241,"3,300 ",Byans valley (Uttarakhand)Byans (Sudurpashchim Province),Unknown,Unknown,https://en.wikipedia.org/wiki/Byangsi_language
423,C%C3%B4te_d%27Ivoire,Uknown,Uknown,Not provided,,Uknown,,Unknown,Unknown,https://en.wikipedia.org/wiki/C%C3%B4te_d%27Ivoire
424,Cabécar,"Chibchan, Core-Chibchan, Isthmic, Western Isthmic, Viceitic, Cabécar","Chibchan, Core-Chibchan, Isthmic, Western Isthmic, Viceitic, Cabécar",cjp,cabe1245,"11,000 ",Turrialba Region (Cartago Province),Unknown,Unknown,https://en.wikipedia.org/wiki/Cab%C3%A9car_language
425,Cacaopera,Uknown,Uknown,Not provided,,Uknown,,Unknown,Unknown,https://en.wikipedia.org/wiki/Cacaopera
426,Cacua,"Puinave-Maku, \xa, , , Northwestern Puinave-Maku, Nukak, -Kakwa, Cacua","Puinave-Maku, \xa, , , Northwestern Puinave-Maku, Nukak, -Kakwa, Cacua",cbvtitle  Cacua title[4],cacu1241,250 ,,Unknown,Unknown,https://en.wikipedia.org/wiki/Kakwa_language
427,Caddo,"Caddoan, Caddo","Caddoan, Caddo",cad,cadd1256,2 ,Caddo County in western Oklahoma,Unknown,Unknown,https://en.wikipedia.org/wiki/Caddo_language
428,Caddo,Uknown,Uknown,Not provided,,Uknown,,Unknown,Unknown,https://en.wikipedia.org/wiki/Caddo
429,Cahuarano,"Zaparoan, Iquito–Cahuarano, Cahuarano","Zaparoan, Iquito–Cahuarano, Cahuarano",cah,cahu1268,Uknown,,Unknown,Unknown,https://en.wikipedia.org/wiki/Cahuarano_language
430,Cahuilla,Uknown,Uknown,Not provided,,Uknown,,Unknown,Unknown,https://en.wikipedia.org/wiki/Cahuilla
431,Cahuilla,"Uto-Aztecan, Northern, Takic,Cupan, Cahuilla–, Cupeño, Cahuilla","Uto-Aztecan, Northern, Takic,Cupan, Cahuilla–, Cupeño, Cahuilla",chl,cahu1264,6 ,Southern California,Unknown,Unknown,https://en.wikipedia.org/wiki/Cahuilla_language
432,Cajamarca Quechua,"Quechua, Quechua II, North Peruvian, Cajamarca Quechua","Quechua, Quechua II, North Peruvian, Cajamarca Quechua",qvc,caja1238,"30,000 ",,Unknown,Unknown,https://en.wikipedia.org/wiki/Cajamarca_Quechua
433,"Cajatambo#:~:text=The%20variety%20of%20Quechua%20spoken,with%20the%20neighboring%20Huamalies%20Quechua._language",Uknown,Uknown,Not provided,,Uknown,Lima,Unknown,Unknown,"https://en.wikipedia.org/wiki/Cajatambo#:~:text=The%20variety%20of%20Quechua%20spoken,with%20the%20neighboring%20Huamalies%20Quechua._language"
434,Calabria,Uknown,Uknown,Not provided,,Uknown,,Unknown,Unknown,https://en.wikipedia.org/wiki/Calabria
435,California,Uknown,Uknown,Not provided,,Uknown,,Unknown,Unknown,https://en.wikipedia.org/wiki/California
436,Camarines_Sur,Uknown,Uknown,Not provided,,Uknown,Bicol Region,Unknown,Unknown,https://en.wikipedia.org/wiki/Camarines_Sur
437,Cambodia,Uknown,Uknown,Not provided,,Uknown,,Unknown,Unknown,https://en.wikipedia.org/wiki/Cambodia
438,Cameroon,Uknown,Uknown,Not provided,,Uknown,,Unknown,Unknown,https://en.wikipedia.org/wiki/Cameroon
439,Campania,Uknown,Uknown,Not provided,,Uknown,,Unknown,Unknown,https://en.wikipedia.org/wiki/Campania
440,Campidanese Sardinian,"Indo-European, Italic, Latino-Faliscan, Latin, Romance, Southern Romance,Sardinian, Campidanese Sardinian","Indo-European, Italic, Latino-Faliscan, Latin, Romance, Southern Romance,Sardinian, Campidanese Sardinian",srotitle titleCampidanese Sardinian,camp1261title  titleCampidanese Sardinian,"500,000 ",Sardinia(Metropolitan City of Cagliari;Central-southern part of the Province of Oristano;Province of South Sardinia;Southern part of the Province of Nuoro),Unknown,Unknown,https://en.wikipedia.org/wiki/Campidanese_Sardinian_language
441,Canada,Uknown,Uknown,Not provided,,Uknown,,Unknown,Unknown,https://en.wikipedia.org/wiki/Canada
442,Candoshi-Shapra,"Macro-Arawakan, \xaMacro-Jivaroan, \xa, Candoshi-Shapra","Macro-Arawakan, \xaMacro-Jivaroan, \xa, Candoshi-Shapra",cbu,cand1248,"1,120 ",,Unknown,Unknown,https://en.wikipedia.org/wiki/Candoshi-Shapra_language
