glottocode,name,isocodes,level,macroarea,latitude,longitude,name_normalized,Name in English,Number of speakers,Degree of endangerment
wall1255,Walloon,wln,language,Eurasia,50.2235,5.14509,walloon,Walloon,600000,Definitely endangered
walm1242,Walmajarri,,dialect,Australia,,,walmajarri,Walmajarri,500,Definitely endangered
nucl1328,Wambaya,,dialect,Australia,,,wambaya,Wambaya,20,Critically endangered
wamb1257,Wambule,wme,language,Eurasia,27.14808,86.47646,wambule,Wambule,4471,Vulnerable
wang1292,Wangaaybuwan,,dialect,Australia,,,wangaaybuwan,Wangaaybuwan,2,Critically endangered
wong1246,Wangkumara,xwk,dialect,Australia,-27.10149,143.19619,wangkumara,Wangkumara,0,Critically endangered
wano1243,Wano,wno,language,Papunesia,-3.47858,137.678,wano,Wano,3500,Definitely endangered
wapp1239,Wappo,wao,language,North America,38.25,-122.5,wappo,Wappo,0,Extinct
wara1303,Warao,wba,language,South America,7.50851,-59.3528,warao,Warao,25000,Definitely endangered
ward1246,Wardaman,wrr,language,Australia,-15.4155,132.604,wardaman,Wardaman,24,Severely endangered
warl1254,Warlpiri,wbp,language,Australia,-20.1008,131.05,warlpiri,Warlpiri,3000,Vulnerable
warn1244,Warnang,wrn,language,Africa,10.594,31.1574,warnang,Warnang,1100,Severely endangered
waru1266,Waru,wru,language,Papunesia,-3.412,122.058,waru,Waru,300,Definitely endangered
waru1265,Warumungu,wrm,language,Australia,-20.6479,134.375,warumungu,Warumungu,50,Severely endangered
wash1253,Washo,was,language,North America,38.8184,-119.64,washo,Washo,24,Severely endangered
wels1247,Welsh,cym,language,Eurasia,52.0,-4.0,welsh,Welsh,750000,Vulnerable
west2615,Western Apache,apw,language,North America,33.8574,-110.123,western apache,Western Apache,6000,Definitely endangered
west2650,Western Cham,cja,language,Eurasia,12.4771,104.026,western cham,Western Cham,200000,Vulnerable
west2392,Western Mari,mrj,language,Eurasia,56.22,46.569,western mari,Western Mari,36822,Severely endangered
west2627,Western Montagnais,,dialect,North America,,,western montagnais,Western Montagnais,2980,Vulnerable
west2763,Western Neo-Aramaic,amw,language,Eurasia,33.8162,36.484,western neo-aramaic,Western Neo-Aramaic,20000,Definitely endangered
lowl1265,Western Tarahumara,tac,language,North America,27.3512,-108.0559,western tarahumara,Western Tarahumara,9196,Vulnerable
wich1260,Wichita,wic,language,North America,35.0665,-98.1831,wichita,Wichita,10,Critically endangered
wiyo1248,Wiyot,wiy,language,North America,39.2492,-122.952,wiyot,Wiyot,0,Extinct
wole1240,Woleaian,woe,language,Papunesia,7.37957,143.916,woleaian,Woleaian,1631,Severely endangered
wood1236,Woods Cree,cwd,language,North America,57.0,-99.0,woods cree,Woods Cree,9095,Vulnerable
wori1246,Woria,wor,language,Papunesia,-2.37997,136.519,woria,Woria,13,Critically endangered
worr1237,Worrorra,wro,language,Australia,-15.612781,124.881218,worrorra,Worrorra,4,Critically endangered
wota1240,Wotapuri-Katarqalai,wsv,language,Eurasia,34.958246,71.090876,wotapuri-katarqalai,Wotapuri-Katarqalai,2000,Definitely endangered
wotu1240,Wotu,wtw,language,Papunesia,-2.59593,120.9,wotu,Wotu,4500,Vulnerable
wuna1248,Wunai Bunu,bwn,language,Eurasia,27.9649,110.473,wunai bunu,Wunai Bunu,8000,Definitely endangered
wuna1249,Wunambal,wub,language,Australia,-14.8347,125.72,wunambal,Wunambal,5,Critically endangered
xais1238,|Xaise,,dialect,Africa,,,|xaise,|Xaise,200,Critically endangered
xakr1238,Xakriabá,xkr,language,South America,-19.0,-47.0,xakriabá,Xakriabá,0,Extinct
xamb1234,Xambioá,,dialect,South America,,,xambioá,Xambioá,10,Critically endangered
xara1243,Xaragure,axx,language,Papunesia,-21.8223,166.376,xaragure,Xaragure,566,Vulnerable
xeta1241,Xetá,xet,language,South America,-24.9408,-52.2266,xetá,Xetá,8,Critically endangered
xiri1242,Xiri,xii,language,Africa,-32.72545,18.63332,xiri,Xiri,87,Critically endangered
xokl1240,Xokleng,xok,language,South America,-26.9217,-49.5886,xokleng,Xokleng,100,Critically endangered
yaak1241,Yaaku,muu,language,Africa,0.46863,37.1008,yaaku,Yaaku,0,Extinct
yagu1244,Yagua,yad,language,South America,-3.42913,-72.2186,yagua,Yagua,4000,Definitely endangered
yakk1236,Yakkha,ybh,language,Eurasia,27.3714,87.9306,yakkha,Yakkha,14648,Critically endangered
yame1242,Yameo,yme,language,South America,-4.16666,-73.6667,yameo,Yameo,0,Extinct
yami1254,Yami,tao,language,Papunesia,22.055,121.544,yami,Yami,2700,Vulnerable
yamp1242,Yamphu,ybi,language,Eurasia,27.6322,87.0441,yamphu,Yamphu,1722,Definitely endangered
yang1290,Yangkam,bsx,language,Africa,9.44956,10.2881,yangkam,Yangkam,100,Critically endangered
yank1247,Yankunytjatjara,kdd,language,Australia,-26.4064,133.577,yankunytjatjara,Yankunytjatjara,70,Definitely endangered
yann1238,Yan-nhangu,,dialect,Australia,,,yan-nhangu,Yan-nhangu,61,Definitely endangered
yano1262,Yanomám,wca,language,South America,2.48999,-62.8522,yanomám,Yanomám,4000,Vulnerable
yany1243,Yanyuwa,jao,language,Australia,-15.7621,136.055,yanyuwa,Yanyuwa,70,Severely endangered
yara1250,Yarawata,yrw,language,Papunesia,-4.93943,145.454,yarawata,Yarawata,98,Severely endangered
yasa1242,Yasa,yko,language,Africa,2.06043,10.678,yasa,Yasa,2401,Definitely endangered
yate1241,Yatê,,dialect,South America,,,yatê,Yatê,1000,Severely endangered
yava1252,Yavapai,,dialect,North America,,,yavapai,Yavapai,150,Severely endangered
yaww1238,Yaw,,dialect,Eurasia,21.6,94.8333,yaw,Yaw,20000,Definitely endangered
yeyi1239,Yeyi,yey,language,Africa,-18.9178,23.6088,yeyi,Yeyi,20000,Definitely endangered
yidg1240,Yidgha,ydg,language,Eurasia,36.014,71.5077,yidgha,Yidgha,5500,Definitely endangered
yiij1234,Yiiji,,dialect,Australia,,,yiiji,Yiiji,10,Critically endangered
yima1243,Yimas,yee,language,Papunesia,-4.71731,143.572,yimas,Yimas,300,Severely endangered
yimc1241,Yimchungru,,dialect,Eurasia,,,yimchungru,Yimchungru,92000,Vulnerable
yine1238,Yine,pib,language,South America,-11.1086,-73.3087,yine,Yine,2150,Definitely endangered
yoba1237,Yoba,yob,language,Papunesia,-10.2167,149.283,yoba,Yoba,0,Extinct
yola1237,Yola,,dialect,Eurasia,,,yola,Yola,0,Extinct
youn1235,Younuo Bunu,buh,language,Eurasia,25.7638,110.474,younuo bunu,Younuo Bunu,4000,Definitely endangered
yuch1247,Yuchi,yuc,language,North America,35.75,-86.75,yuchi,Yuchi,5,Critically endangered
yuki1244,Yuki,,dialect,North America,,,yuki,Yuki,125,Severely endangered
yuki1244,Yuki,,dialect,North America,,,yuki,Yuki,0,Extinct
yukp1241,Yukpa,yup,language,South America,9.67534,-73.0557,yukpa,Yukpa,3000,Vulnerable
nucl1427,Yulu,,dialect,Africa,,,yulu,Yulu,7000,Vulnerable
yura1255,Yuracaré,yuz,language,South America,-16.7479,-65.1224,yuracaré,Yuracaré,2675,Definitely endangered
yura1256,Yurats,rts,dialect,Eurasia,,,yurats,Yurats,0,Extinct
yuro1248,Yurok,yur,language,North America,41.3262,-123.824,yurok,Yurok,12,Critically endangered
yurt1234,Yurt Tatar,,dialect,Eurasia,,,yurt tatar,Yurt Tatar,12000,Definitely endangered
zaiw1241,Zaiwa,atb,language,Eurasia,24.1726,98.3643,zaiwa,Zaiwa,1000,Definitely endangered
zara1247,Zaramo,zaj,language,Africa,-6.87705,38.9258,zaramo,Zaramo,50000,Definitely endangered
zayy1238,Zay,zwa,language,Africa,8.01148,38.8258,zay,Zay,1000,Severely endangered
zaza1245,Zazao,jaj,language,Papunesia,-8.18719,159.255,zazao,Zazao,166,Critically endangered
zeem1242,Zeem,zem,language,Africa,10.1464,9.2826,zeem,Zeem,0,Extinct
zhab1238,Zhaba,zhb,language,Eurasia,30.7416,100.983,zhaba,Zhaba,7000,Vulnerable
zire1244,Zirenkel,zrn,language,Africa,12.2275,18.5374,zirenkel,Zirenkel,2500,Definitely endangered
zoee1240,Zo'é,pto,language,South America,-1.77208,-55.50746,zo'é,Zo'é,177,Vulnerable
zoro1244,Zoró,,dialect,South America,-10.173,-59.456,zoró,Zoró,464,Vulnerable
zuma1239,Zumaya,zuy,language,Africa,10.55798,14.44451,zumaya,Zumaya,25,Critically endangered
zuni1245,Zuni,zun,language,North America,35.0056,-108.782,zuni,Zuni,9000,Vulnerable
