,name,glottocode,iso6393,aes_status,Degree of endangerment,family,family_id,dialects,child_dialect_count,child_family_count,child_language_count,speakers,Number of speakers,regions,macroarea,latitude,longitude,level,type,scope,bookkeeping,description,markup_description,country_ids,parent_id,off_lang,rec_min_lang,Wikipedia_Url
56,Akar-Bale,akar1243,acl,extinct,Data not available,<ul><li>Great Andamanese</li><ul><li>Southern †</li><ul><li>Bale</li></ul></ul></ul>,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,"Andaman Islands; Ritchie’s Archipelago, Havelock Island, Neill Island.",Data not available,Data not available,Data not available,Data not available,extinct,individual,Data not available,Data not available,Data not available,nan,Data not available,Data not available,Data not available,https://en.wikipedia.org/wiki/Akar-Bale_language
57,Mesopotamian Arabic,meso1252,acm,not endangered,Data not available,<ul><li>None</li></ul>,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,living,individual,Data not available,Data not available,Data not available,nan,Data not available,Data not available,Data not available,https://en.wikipedia.org/wiki/Mesopotamian_Arabic
58,Achang,acha1249,acn,shifting,Data not available,<ul><li>None</li></ul>,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,living,individual,Data not available,Data not available,Data not available,nan,Data not available,Data not available,Data not available,https://en.wikipedia.org/wiki/Achang_language
59,Eastern Acipa,east2403,acp,not endangered,Data not available,<ul><li>Niger–Congo</li><ul><li>Atlantic–Congo</li><ul><li>Benue–Congo</li><ul><li>Kainji</li><ul><li>Kamuku</li><ul><li>Eastern Acipa</li></ul></ul></ul></ul></ul></ul>,atla1278,Data not available,1.0,0.0,0.0,"(5,000 cited 1993)[1]",Data not available,Niger State,Africa,10.7104,6.0105,language,living,individual,False,Data not available,Data not available,NG,saga1266,Data not available,Data not available,https://en.wikipedia.org/wiki/Eastern_Acipa_language
60,Ta'izzi-Adeni Arabic,taiz1242,acq,not endangered,Data not available,<ul><li>Afro-Asiatic</li><ul><li>Semitic</li><ul><li>West Semitic</li><ul><li>Central Semitic</li><ul><li>Arabic</li><ul><li>Southern</li><ul><li>Yemeni Arabic</li><ul><li>Taʽizzi-Adeni Arabic</li></ul></ul></ul></ul></ul></ul></ul></ul>,afro1255,"Taʽizzi Arabic, Adeni Arabic",2.0,0.0,0.0,12 million (2021)[1],Data not available,"Taiz, Aden",Eurasia,13.6555,45.6411,language,living,individual,False,Data not available,Data not available,"ER, SA, YE",arab1393,Data not available,Data not available,https://en.wikipedia.org/wiki/Ta%CA%BDizzi-Adeni_Arabic
61,Achi,achi1256,acr,threatened,Data not available,<ul><li>Mayan</li><ul><li>Quichean–Mamean</li><ul><li>Greater Quichean</li><ul><li>Quichean</li><ul><li>Quiché–Achi</li><ul><li>Achi</li></ul></ul></ul></ul></ul></ul>,maya1287,Data not available,0.0,0.0,0.0,"120,000 (2019 census)[1]",Data not available,Baja Verapaz,North America,15.073,-90.3513,language,living,individual,False,Data not available,Data not available,GT,quic1275,Data not available, Guatemala,https://en.wikipedia.org/wiki/Achi_language
62,Acroá,acro1239,acs,extinct,Data not available,<ul><li>Macro-Jê</li><ul><li>Jê</li><ul><li>Cerrado</li><ul><li>Akuwẽ (Central Jê)</li><ul><li>Acroá</li></ul></ul></ul></ul></ul>,nucl1710,Data not available,0.0,0.0,0.0,Data not available,Data not available,Bahia,South America,-12.594,-40.21445,language,extinct,individual,False,Data not available,Data not available,BR,jece1235,Data not available,Data not available,https://en.wikipedia.org/wiki/Acro%C3%A1_language
63,Achterhoeks,acht1238,act,threatened,Data not available,<ul><li>Indo-European</li><ul><li>Germanic</li><ul><li>West Germanic</li><ul><li>North Sea Germanic</li><ul><li>Low German</li><ul><li>West Low German</li><ul><li>Westphalian</li><ul><li>[</li><ul><li>citation needed</li><ul><li>]</li><ul><li>Gelders-Overijssels</li><ul><li>[</li><ul><li>citation needed</li><ul><li>]</li><ul><li>Achterhooks</li></ul></ul></ul></ul></ul></ul></ul></ul></ul></ul></ul></ul></ul></ul></ul>,indo1319,Data not available,0.0,0.0,0.0,"211,000 (2009)[1]",Data not available,Achterhoek,Eurasia,52.021,6.47521,dialect,living,individual,False,Data not available,Data not available,"DE, NL",west2356,The Netherlands,Data not available,https://en.wikipedia.org/wiki/Achterhooks
64,Achuar-Shiwiar,achu1248,acu,shifting,Data not available,<ul><li>Chicham</li><ul><li>Achuar</li></ul></ul>,jiva1245,Data not available,2.0,0.0,0.0,"4,420 in Peru (2012)[1]3,520 in Ecuador (2007)[1]",Data not available,Data not available,South America,-2.82646,-77.2641,language,living,individual,False,Data not available,Data not available,"EC, PE",shua1256,Data not available,Data not available,https://en.wikipedia.org/wiki/Shiwiar_language
65,Achumawi,achu1247,acv,nearly extinct,Critically endangered,<ul><li>Hokan</li><ul><li>\xa0</li><ul><li>Shasta</li><ul><li>–Palaihnihan\xa0?</li><ul><li>Palaihnihan</li><ul><li>Achumawi</li></ul></ul></ul></ul></ul></ul>,pala1350,Data not available,0.0,0.0,0.0,Data not available,10.0,Data not available,North America,41.0979,-121.191,language,living,individual,False,Data not available,Data not available,US,pala1350,Data not available,Data not available,https://en.wikipedia.org/wiki/Achumawi_language
66,Hijazi Arabic,hija1235,acw,not endangered,Data not available,<ul><li>Afro-Asiatic</li><ul><li>Semitic</li><ul><li>West Semitic</li><ul><li>Central Semitic</li><ul><li>Arabic</li><ul><li>Peninsular</li><ul><li>Hejazi Arabic</li></ul></ul></ul></ul></ul></ul></ul>,afro1255,Rural Hejazi,4.0,0.0,0.0,11 million (2018)[1],Data not available,Hejaz,Eurasia,22.8346,38.9237,language,living,individual,False,Data not available,Data not available,"SA, YE",arab1393,Data not available,Data not available,https://en.wikipedia.org/wiki/Hejazi_Arabic
67,Omani Arabic,oman1239,acx,not endangered,Data not available,<ul><li>Afro-Asiatic</li><ul><li>Semitic</li><ul><li>West Semitic</li><ul><li>Central Semitic</li><ul><li>Arabic</li><ul><li>Peninsular</li><ul><li>Omani Arabic</li></ul></ul></ul></ul></ul></ul></ul>,afro1255,Data not available,0.0,0.0,0.0,3.2 million (2020)[1],Data not available,Hajar mountains and a few coastal towns,Eurasia,23.25,58.5,language,living,individual,False,Data not available,Data not available,"AE, OM",nort3402,Data not available,Data not available,https://en.wikipedia.org/wiki/Omani_Arabic
68,Cypriot Arabic,cypr1248,acy,shifting,Severely endangered,<ul><li>Afro-Asiatic</li><ul><li>Semitic</li><ul><li>West Semitic</li><ul><li>Central Semitic</li><ul><li>Arabic</li><ul><li>Mesopotamian</li><ul><li>Qeltu</li><ul><li>Cypriot Arabic</li></ul></ul></ul></ul></ul></ul></ul></ul>,afro1255,Data not available,0.0,0.0,0.0,"No L1 speakers in the south (2011)[1]9,800 total speakers (2013 UNSD)[2]",1300.0,Kormakitis and urban areas in the south,Eurasia,35.1674,33.0943,language,living,individual,False,Data not available,Data not available,CY,leva1239,Data not available, Cyprus,https://en.wikipedia.org/wiki/Cypriot_Arabic
69,Acheron,ache1245,acz,threatened,Severely endangered,<ul><li>Niger–Congo</li><ul><li>Atlantic–Congo</li><ul><li>Talodi–Heiban</li><ul><li>Talodi</li><ul><li>Tocho languages</li><ul><li>Acheron</li></ul></ul></ul></ul></ul></ul>,narr1279,"Gathuk, Gandok, Garong",2.0,0.0,0.0,"20,000 (2006)[1]9,800 in home area (2006)[1]",70000.0,Nuba Hills,Africa,10.8827,30.3187,language,living,individual,False,Data not available,Data not available,SD,ache1247,Data not available,Data not available,https://en.wikipedia.org/wiki/Acheron_language
70,Adangme,adan1247,ada,not endangered,Data not available,<ul><li>Niger–Congo</li><ul><li>Atlantic–Congo</li><ul><li>Volta-Congo</li><ul><li>Kwa</li><ul><li>Ga-Dangme</li><ul><li>Dangbe</li></ul></ul></ul></ul></ul></ul>,atla1278,Data not available,6.0,0.0,0.0,"1,020,000 (2013)[1]",Data not available,"South-eastern Ghana, east of Accra",Africa,5.9437,0.13243,language,living,individual,False,Data not available,Data not available,GH,gada1257,Ghana,Data not available,https://en.wikipedia.org/wiki/Dangme_language
71,Atauran,adab1235,adb,not endangered,Data not available,<ul><li>None</li></ul>,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,living,individual,Data not available,Data not available,Data not available,nan,Data not available,Data not available,Data not available,https://en.wikipedia.org/wiki/Adabe_language
72,Lidzonka,dzod1238,add,not endangered,Data not available,<ul><li>Niger–Congo</li><ul><li>Atlantic–Congo</li><ul><li>Benue–Congo</li><ul><li>Southern Bantoid</li><ul><li>Grassfields</li><ul><li>Eastern</li><ul><li>Nkambe</li><ul><li>Dzodinka</li></ul></ul></ul></ul></ul></ul></ul></ul>,Data not available,Data not available,Data not available,Data not available,Data not available,"2,600 in Cameroon (2000)[1]1 village across border in Nigeria",Data not available,"Cameroon, Nigeria",Data not available,Data not available,Data not available,Data not available,living,individual,Data not available,Data not available,Data not available,nan,Data not available,Data not available,Data not available,https://en.wikipedia.org/wiki/Dzodinka_language
73,Adele,adel1244,ade,not endangered,Data not available,<ul><li>Niger–Congo</li><ul><li>Atlantic–Congo</li><ul><li>Kwa</li><ul><li>Anii–Adere</li><ul><li>Adele</li></ul></ul></ul></ul></ul>,atla1278,Data not available,2.0,0.0,0.0,"37,000 (2003–2012)[1]",Data not available,Ghana and Togo,Africa,8.16975,0.619185,language,living,individual,False,Data not available,Data not available,"GH, TG",basi1245,Data not available,Data not available,https://en.wikipedia.org/wiki/Adele_language
74,Dhofari Arabic,dhof1235,adf,not endangered,Data not available,<ul><li>Afro-Asiatic</li><ul><li>Semitic</li><ul><li>Central Semitic</li><ul><li>Arabic</li><ul><li>Peninsular</li><ul><li>Dhofari Arabic</li></ul></ul></ul></ul></ul></ul>,afro1255,Data not available,0.0,0.0,0.0,"130,000 (2020)[1]",Data not available,Data not available,Eurasia,17.0796,54.4894,language,living,individual,False,Data not available,Data not available,OM,dhof1236,Data not available,Data not available,https://en.wikipedia.org/wiki/Dhofari_Arabic
75,Andegerebinha,ande1247,adg,extinct,Data not available,<ul><li>Pama–Nyungan</li><ul><li>Arandic</li><ul><li>Aranda</li><ul><li>Upper Arrernte</li><ul><li>Andegerebinha</li></ul></ul></ul></ul></ul>,pama1250,Data not available,1.0,0.0,0.0,Data not available,Data not available,"Australia; Northern Territory, Hay River, Pituri Creek area, east of Alyawarra.",Australia,-22.51278,137.3515,language,living,individual,False,Data not available,Data not available,AU,cent2403,Data not available,Data not available,https://en.wikipedia.org/wiki/Andegerebinha_dialect
76,Adhola,adho1243,adh,not endangered,Data not available,<ul><li>Nilo-Saharan</li><ul><li>Eastern Sudanic</li><ul><li>?</li><ul><li>Kir–Abbaian</li><ul><li>?</li><ul><li>Nilotic</li><ul><li>Western Nilotic</li><ul><li>Luo</li><ul><li>Southern</li><ul><li>Adhola–</li><ul><li>Alur</li><ul><li>–</li><ul><li>Luo</li><ul><li>Adhola–</li><ul><li>Luo</li><ul><li>Adhola</li></ul></ul></ul></ul></ul></ul></ul></ul></ul></ul></ul></ul></ul></ul></ul></ul>,nilo1247,Data not available,0.0,0.0,0.0,"480,000 (2014 census)[1]",Data not available,Tororo District,Africa,0.73235,34.0341,language,living,individual,False,Data not available,Data not available,"KE, UG",adho1242,Data not available,Data not available,https://en.wikipedia.org/wiki/Adhola_dialect
77,Adi,bori1243,adi,not endangered,Vulnerable,<ul><li>None</li></ul>,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,170000.0,Data not available,Data not available,Data not available,Data not available,Data not available,living,individual,Data not available,Data not available,Data not available,nan,Data not available,Data not available,Data not available,https://en.wikipedia.org/wiki/Adi_languages
78,Adioukrou,adio1239,adj,not endangered,Data not available,<ul><li>Niger–Congo</li><ul><li>Atlantic–Congo</li><ul><li>Kwa</li><ul><li>Adjukru</li></ul></ul></ul></ul>,atla1278,Data not available,0.0,0.0,0.0,"160,000 (2021)[1]",Data not available,Data not available,Africa,5.38228,-4.52522,language,living,individual,False,Data not available,Data not available,CI,agne1238,Data not available,Data not available,https://en.wikipedia.org/wiki/Adjukru_language
79,Galo,galo1242,adl,threatened,Vulnerable,<ul><li>Sino-Tibetan</li><ul><li>Tani</li><ul><li>Western Tani</li><ul><li>Subansiri</li><ul><li>Galo</li></ul></ul></ul></ul></ul>,sino1245,"?Karka, ?Gensi, Taipodia, Zɨrdo, Lare, Pugo",0.0,0.0,0.0,"29,000 (2011 census)[1]",35000.0,Data not available,Eurasia,27.9805586,94.6884956,language,living,individual,False,Data not available,Data not available,IN,suba1255,Data not available,Data not available,https://en.wikipedia.org/wiki/Gallong_language
80,Adang,adan1251,adn,shifting,Data not available,<ul><li>None</li></ul>,timo1261,Data not available,1.0,0.0,0.0,Data not available,Data not available,Data not available,Papunesia,-8.18958,124.448,language,living,individual,False,Data not available,Data not available,ID,adan1252,Data not available,Data not available,https://en.wikipedia.org/wiki/Adang_language
81,Abu,abuu1241,ado,shifting,Data not available,<ul><li>Ramu</li><ul><li>Grass</li><ul><li>Porapora</li><ul><li>Adjora</li></ul></ul></ul></ul>,ramu1234,Data not available,3.0,0.0,0.0,"4,200 (2000 census)[1]",Data not available,East Sepik Province,Papunesia,-4.24027,144.474,language,living,individual,False,Data not available,Data not available,PG,agoa1234,Data not available,Data not available,https://en.wikipedia.org/wiki/Adjora_language
82,Adangbe,adan1248,adq,threatened,Data not available,<ul><li>Niger–Congo</li><ul><li>Atlantic–Congo</li><ul><li>Kwa</li><ul><li>Ka-Togo</li><ul><li>Kposo–Ahlo\xa0?</li><ul><li>Agotime</li></ul></ul></ul></ul></ul></ul>,atla1278,Data not available,0.0,0.0,0.0,"4,000 (2012)[1]",Data not available,Sassanou,Africa,6.50546,0.727155,language,living,individual,False,Data not available,Data not available,"GH, TG",ewei1234,Data not available,Data not available,https://en.wikipedia.org/wiki/Agotime_language
83,Adonara,adon1237,adr,not endangered,Data not available,<ul><li>Austronesian</li><ul><li>Malayo-Polynesian</li><ul><li>Central–Eastern</li><ul><li>Flores–Lembata</li><ul><li>Lamaholot</li><ul><li>Adonara</li></ul></ul></ul></ul></ul></ul>,aust1307,Data not available,10.0,0.0,0.0,"98,000 (2008)[1]",Data not available,"Adonara, eastern Solor",Papunesia,-8.32027,123.159,language,living,individual,False,Data not available,Data not available,ID,nort3216,Data not available,Data not available,https://en.wikipedia.org/wiki/Adonara_language
84,Adamorobe Sign Language,adam1238,ads,shifting,Data not available,<ul><li>Village sign language</li><ul><li></li><ul><li>West African gestural area</li></ul></ul></ul>,sign1238,Data not available,0.0,0.0,0.0,"40 deaf (2012)[1]Many of the 3,500 hearing villagers (2012) sign to varying degrees",Data not available,"eastern Ghana, Adamorobe village",Africa,5.834,-0.151,language,living,individual,False,Data not available,Data not available,GH,deaf1237,Data not available,Data not available,https://en.wikipedia.org/wiki/Adamorobe_Sign_Language
