,lang,family,dialects,iso3code,goglottocodettolog,speakers,regions,off_lang,rec_min_lang,url
667,Taa,"['Tuu', '\nTaa–Lower Nossob', 'Taa']","['West ǃXoon (Nǀuǁʼen)', 'ǃAma', 'East ǃXoon', 'Tsaasi–ǂHuan']",nmn,taaa1242,"2,500 (2011)[1]","Southern Ghanzi, northern Kgalagadi, western Southern and western Kweneng districts in Botswana; southern Omaheke and northeastern Hardap regions in Namibia.",,,https://en.wikipedia.org/wiki/Taa_language
668,Meitei,"['Sino-Tibetan', 'Tibeto-Burman', 'Central Tibeto-Burman', 'Meitei']","['Chakpa/Loi', 'Meitei Pangal', '[3]']",Either:titlemnititle – Manipurititleomptitle – Old Manipuri,mani1292title  Manipurititlemeit1246title  Meitei (standard dialect)titleloii1241title  Loi (titleChakpa dialecttitle)titlepang1284title  Pangal (Muslim dialect),,Northeast India and Neighbouring areas of Bangladesh and Myanmar,"
India
Manipur
","
Assam
Tripura
Bangladesh
Myanmar
",https://en.wikipedia.org/wiki/Meitei_language
669,Karakalpak,"['Turkic', 'Common Turkic', 'Kipchak', 'Kipchak–Nogai', 'Karakalpak']",,kaa,kara1467,"871,970 (2023)[1]",Karakalpakstan," Uzbekistan
 Karakalpakstan
",,https://en.wikipedia.org/wiki/Karakalpak_language
670,Koryak,"['Chukotko-Kamchatkan', 'Chukotkan', 'Koryak']",['Chavchuven Koryak'],kpy,kory1246,"1665, 21% of ethnic population (2010 census)[1]",Koryak Okrug,,,https://en.wikipedia.org/wiki/Koryak_language
671,Nujiang_Lisu_Autonomous_Prefecture,,,,,,,,,https://en.wikipedia.org/wiki/Nujiang_Lisu_Autonomous_Prefecture
672,Nahuatl,"['Uto-Aztecan', 'Southern Uto-Aztecan', 'Nahuan', 'Nahuatl']","['Western Peripheral Nahuatl', 'Eastern Peripheral Nahuatl', 'Huasteca Nahuatl', 'Central Nahuatl languages']","nhetitle titleHuasteca NahuatltitleFor other varieties, see titleNahuan languages",azte1234title  Aztec,"1.7 million in Mexico, smaller number of speakers among Nahua immigrant communities in the United States (2020 census)[5]",Mexico: Puebla Veracruz Hidalgo Guerrero San Luis Potosí State of Mexico Nuevo León Mexico City Morelos Tlaxcala Jalisco Tamaulipas Oaxaca Michoacán Durango Chihuahua  Communities in: United StatesEl SalvadorNicaragua[2][3]GuatemalaHondurasCosta Rica[4]Canada, Mexico (through the General Law of Linguistic Rights of Indigenous Peoples)[6],,https://en.wikipedia.org/wiki/Nahuatl_language
673,Western_Africa,,,,,,,,,https://en.wikipedia.org/wiki/Western_Africa
674,Trentino,,,,,,Trentino-Alto Adige/Südtirol,,,https://en.wikipedia.org/wiki/Trentino
675,Jammu_and_Kashmir_(union_territory),,,,,,,,,https://en.wikipedia.org/wiki/Jammu_and_Kashmir_(union_territory)
676,Papua_New_Guinea,,,,,,,,,https://en.wikipedia.org/wiki/Papua_New_Guinea
677,Konkani,"['Indo-European', 'Indo-Iranian', 'Indo-Aryan', 'Southern Zone', 'Marathi–Konkani', 'Konkani']","['Dialect groups', ': ', 'Canara Konkani', ', ', 'Goan Konkani', ', ', 'Maharashtrian Konkani', ', ', 'Kerala Konkani', 'Individual dialects', ': ', 'Malvani', ', ', 'Mangalorean', ', Chitpavani, Antruz, Bardeskari, Saxtti, ', 'Nawayati', ', Daldi(Language of Nakhuda Dialect), Pednekari, ', 'Koli', ' and ', 'Aagri', '[4]']",koktitle – inclusive codetitleIndividual codes:titlegomtitle – Goan Konkanititleknntitle – titleMaharashtrian Konkani,goan1235title  Goan Konkanititlekonk1267title  Konkan Marathi,2.26 million (2011 census)[3],"Konkan (includes Goa and the coastal areas of Karnataka, Maharashtra and some parts of Kerala, Gujarat (Dang district) and Dadra and Nagar Haveli and Daman and Diu)[1][2]","
India
Goa[6]
",,https://en.wikipedia.org/wiki/Konkani
678,Pitjantjatjara,"['Pama–Nyungan', 'Wati', 'Western Desert', 'Pitjantjatjara']",,pjt,pitj1243,"3,458 (2021 census)[1]","Northwest South Australia, Pitjantjatjara freehold lands, Yalata; southwest corner, Northern Territory; also in Western Australia",,,https://en.wikipedia.org/wiki/Pitjantjatjara_language
679,Egyptian,"['Afro-Asiatic', 'Egyptian']","['Upper?', '[3]', '[4]', ' ', '†', 'Lower?', '[3]', '[4]', ' ', '†', 'Coptic dialects', ' ', '†']",egytitle  (also titlecoptitle for titleCoptictitle),egyp1246,,"Originally, throughout Ancient Egypt and parts of Nubia (especially during the times of the Nubian kingdoms)[2]",,,https://en.wikipedia.org/wiki/Ancient_Egyptian_Language
680,Federal_Democratic_Republic_of_Nepal,,,,,,,,,https://en.wikipedia.org/wiki/Federal_Democratic_Republic_of_Nepal
681,Crimean Tatar,"['Turkic', 'Common Turkic', 'Kipchak', 'Kipchak–', 'Cuman', 'Crimean Tatar']","['Northern', 'Central', 'Southern']",crh,crim1257,"580,000 (2001–2019)[1]",Eastern Europe,Republic of Crimea[a][2] (Russia)Autonomous Republic of Crimea[a][3] (Ukraine),Romania[4] (Dobrujan Tatar),https://en.wikipedia.org/wiki/Crimean_Tatar_language
682,Alaska,,,,,,,,,https://en.wikipedia.org/wiki/Alaska
683,Chanchaga,,,,,,,,,https://en.wikipedia.org/wiki/Chanchaga
684,Valencian_Community,,,,,,,,,https://en.wikipedia.org/wiki/Valencian_Community
685,Kwadi,"['Khoe–Kwadi', '[1]', '[2]', 'Kwadi']",,kwz,kwad1244,,,,,https://en.wikipedia.org/wiki/Kwadi_language
686,Tarlac,,,,,,Central Luzon,,,https://en.wikipedia.org/wiki/Tarlac
687,North_Korea,,,,,,,,,https://en.wikipedia.org/wiki/North_Korea
688,Betawi,"['Malay-based creole', 'Betawi']","['Bekasi', 'Cikarang', 'Depok', 'Parung', 'Serpong', 'Tangerang']",bew,beta1252,5 million (2000 census)[1],JakartaWest JavaBantenCocos (Keeling) Islands,,,https://en.wikipedia.org/wiki/Betawi_language
689,Nagumi,"['Niger–Congo', '?\n', 'Atlantic–Congo', 'Benue–Congo', 'Southern Bantoid', 'Bantu', '? (', 'Zone A', ')', 'Mbam', 'Jarawan', 'Nagumi']",,ngv,nagu1244,,Cameroon,,,https://en.wikipedia.org/wiki/Nagumi_language
690,Brazil,,,,,,,,,https://en.wikipedia.org/wiki/Brazil
691,Provinces_of_the_Netherlands,,,,,,,,,https://en.wikipedia.org/wiki/Provinces_of_the_Netherlands
692,Southwest_United_States,,,,,,,,,https://en.wikipedia.org/wiki/Southwest_United_States
693,Ontong Java,"['Austronesian', 'Malayo-Polynesian', 'Oceanic', 'Polynesian', 'Ellicean', 'Ontong Java']",,ojv,onto1237,"(2,400 cited 1999)[1]",Ontong Java Atoll,,,https://en.wikipedia.org/wiki/Ontong_Java_language
694,Catalan,"['Indo-European', 'Italic', 'Latino-Faliscan', 'Latin', 'Romance', 'Italo-Western', 'Western Romance', 'Gallo-Iberian?', '[2]', 'Gallo-Romance', '[a]', 'Occitano-Romance', '[a]', 'Catalan']","['Valencian', 'Balaeric', ' (including ', 'Menorcan', ')', 'Central', 'Roussillonese', 'Algherese', 'Northwestern', 'Ribagorçan', 'Judaeo-Catalan', ' ', '†', 'Patuet']",cat,stan1289,L1: 4.1 million (2012)[1]L2: 5.1 millionTotal: 9.2 million,Southern Europe,"AndorraItaly
Alghero, Sardinia
Spain

Balearic Islands
Catalonia
Valencian Community (as Valencian)
","France
Northern Catalonia, Occitania
Spain

La Franja, Aragon
Carche, Region of Murcia (as Valencian)
",https://en.wikipedia.org/wiki/Catalan_language
695,Borneo,,,,,,,,,https://en.wikipedia.org/wiki/Borneo
696,Federal_Republic_of_Nigeria,,,,,,,,,https://en.wikipedia.org/wiki/Federal_Republic_of_Nigeria
697,Republic_of_the_Gambia,,,,,,,,,https://en.wikipedia.org/wiki/Republic_of_the_Gambia
698,Tai Nuea,"['Kra–Dai', 'Tai', 'Southwestern', ' (Thai)', 'Northwestern', 'Tai Nuea']",,tdd,tain1252title  Tai Nua,"(720,000 cited 1983–2007)[1]",Southwest China,"China (Dehong, co-official)",,https://en.wikipedia.org/wiki/Tai_N%C3%BCa_language
699,Sanskrit,"['Indo-European', 'Indo-Iranian', 'Indo-Aryan', 'Sanskrit']",,santitle – inclusive codetitleIndividual codes:titleclstitle – titleClassical Sanskrittitlevsntitle – titleVedic Sanskrit,sans1269,,"South Asia (ancient and medieval), parts of Southeast Asia (medieval)","
India
Himachal Pradesh (additional official language)
Uttarakhand (additional official language)
",South Africa (protected language)[14],https://en.wikipedia.org/wiki/Sanskrit
700,Isle_of_Man,,,,,,,,,https://en.wikipedia.org/wiki/Isle_of_Man
701,Classical Chinese,"['Sino-Tibetan', 'Sinitic', 'Chinese', 'Classical Chinese']",,lzh,lite1248,,The Sinosphere:ChinaJapanRyukyu IslandsKoreaVietnam,,,https://en.wikipedia.org/wiki/Classical_Chinese_language
702,Middle_East,,,,,,,,,https://en.wikipedia.org/wiki/Middle_East
703,Lakshadweep,,,,,,South India,,,https://en.wikipedia.org/wiki/Lakshadweep
704,Inari Sámi,"['Uralic', 'Sámi', 'Eastern', 'Inari Sámi']",,smn,inar1241,400 (2018 census)[1],,,Finland[2],https://en.wikipedia.org/wiki/Inari_S%C3%A1mi_language
705,Naukan Yupik,"['Eskaleut', 'Eskimo', 'Yupik', 'Naukan Yupik']",,ynk,nauk1242,"60, 13% of ethnic population (2010)[2]",Bering Strait region (or Chukchi Peninsula)," Russia
 Chukotka (in Chukchi Peninsula)
",,https://en.wikipedia.org/wiki/Naukan_Yupik_language
706,Amuesha,"['Arawakan', '\nSouthern', 'Western\xa0?', 'Amuesha']",,ame,yane1238,"9,800 (2000)[1]",Department of Pasco,,,https://en.wikipedia.org/wiki/Yanesha%27_language
707,Republic_of_Iceland,,,,,,,,,https://en.wikipedia.org/wiki/Republic_of_Iceland
708,Somalia,,,,,,,,,https://en.wikipedia.org/wiki/Somalia
709,Maldives,,,,,,,,,https://en.wikipedia.org/wiki/Maldives
710,Cayuga,"['Iroquoian', '\nNorthern', 'Lake Iroquoian', 'Five Nations', 'Cayuga']",,cay,cayu1261,<55 in Canada (2016 census)[1],Ontario: Six Nations of the Grand River First Nation; New York (state): Cattaraugus Reservation,,,https://en.wikipedia.org/wiki/Cayuga_language
711,Akkala Sámi,"['Uralic', 'Sámi', 'Eastern', 'Mainland', 'Akkala Sámi']",,sia,akka1237,,Southwest Kola Peninsula,,,https://en.wikipedia.org/wiki/Akkala_S%C3%A1mi
712,Statistical_regions_of_Serbia,,,,,,,,,https://en.wikipedia.org/wiki/Statistical_regions_of_Serbia
713,South_Sudan,,,,,,,,,https://en.wikipedia.org/wiki/South_Sudan
714,Autonomous_Republic_of_Abkhazia,,,,,,,,,https://en.wikipedia.org/wiki/Autonomous_Republic_of_Abkhazia
715,Navarre,,,,,,,,,https://en.wikipedia.org/wiki/Navarre
716,Zambia,,,,,,,,,https://en.wikipedia.org/wiki/Zambia
717,Scotland,,,,,,,,,https://en.wikipedia.org/wiki/Scotland
718,Divisions_of_Bangladesh,,,,,,,,,https://en.wikipedia.org/wiki/Divisions_of_Bangladesh
719,Arizona,,,,,,,,,https://en.wikipedia.org/wiki/Arizona
720,Auslan,"['BANZSL', 'Old BSL', 'Auslan']","['Northern dialect (NSW, QLD)', 'Victorian dialect and South-Eastern dialect (all other states)', 'Papua New Guinean Sign Language', ' is an offshoot']",asf,aust1271,"10,000 (2016 census)[1]",,,,https://en.wikipedia.org/wiki/Auslan
721,Zyphe,"['Sino-Tibetan', '\n(', 'Tibeto-Burman', ')', 'Kuki-Chin', 'Maraic', 'Zyphe']",,zyp,zyph1238,"(20,000 cited 1994–2000)[1]","Myanmar, India",,,https://en.wikipedia.org/wiki/Zyphe_Chin
722,Tongva,"['Uto-Aztecan', 'Northern Uto-Aztecan', 'Takic', 'Serran', 'Tongva']",,xgf,tong1329,,"Los Angeles, Santa Catalina Island",,,https://en.wikipedia.org/wiki/Tongva_language
723,Luxembourg,,,,,,,,,https://en.wikipedia.org/wiki/Luxembourg
724,S’gaw Karen language,"['Sino-Tibetan', 'Tibeto-Burman', 'Karenic', 'S’gaw Karen language']",,kswtitle – inclusive codetitleIndividual codes:titlekswtitle – S'gawtitlejkptitle – Pakutitlejkmtitle – Mopwatitleweatitle – Wewaw,sout1554,2.2 million (2010–2017)[1],"Kayin State, MyanmarThailandAndaman and Nicobar Islands, IndiaMalaysia", Myanmar( Kayin State), Thailand,https://en.wikipedia.org/wiki/S%27gaw_Karen_language
725,Russian_Federation,,,,,,,,,https://en.wikipedia.org/wiki/Russian_Federation
726,Puntarenas_Province,,,,,,,,,https://en.wikipedia.org/wiki/Puntarenas_Province
727,Big Nambas,"['Austronesian', 'Malayo-Polynesian', 'Oceanic', 'Southern Oceanic', 'North-Central Vanuatu', 'Central Vanuatu', 'Malakula', 'Malakula Interior', 'Big Nambas']",,nmb,bign1238,"3,400 (2001)[1]",Northwest Malekula,,,https://en.wikipedia.org/wiki/Big_Nambas
728,Lao,"['Kra–Dai', 'Tai', 'Southwestern', 'Lao–Phutai', 'Lao']","['Northern Lao (Louang Phrabang Lao)', 'Northeastern Lao (Phuan)', 'Central Lao', 'Southern Lao', 'Western Lao (Isan)']",Either:titlelaotitle – PDR Laotitlettstitle – titleIsan (Thailand Lao),laoo1244title  Laotitlenort2741title  Northeastern Thai,"L1: 3.7 million (2015)[1]L2: 800,000 (no date)[2]",, Laos," Thailand Cambodia
 Vietnam",https://en.wikipedia.org/wiki/Lao_language
729,Tolai,"['Austronesian', 'Malayo-Polynesian', 'Oceanic', 'Western', 'Meso-Melanesian', '(St George linkage)', 'Patpatar–Tolai', 'Tolai']",,ksd,kuan1248,"(61,000 cited 1991)[1]20,000 L2 speakers","Gazelle Peninsula, East New Britain Province",,,https://en.wikipedia.org/wiki/Kuanua
730,Cawishana,"['Arawakan', '\nNorthern', 'Upper Amazon', 'Manao', 'Cawishana']",,Nonetitle (titlemistitle),kais1242,,,,,https://en.wikipedia.org/wiki/Kaixana_language
731,"Nation_of_Brunei,_the_Abode_of_Peace",,,,,,,,,"https://en.wikipedia.org/wiki/Nation_of_Brunei,_the_Abode_of_Peace"
732,Buhid,"['Austronesian', 'Malayo-Polynesian', 'Philippine', 'Greater Central Philippine', 'South Mangyan', 'Buhid']",,bku,buhi1245,"12,000 (2010)[1]",Mimaropa,,,https://en.wikipedia.org/wiki/Buhid_language
733,Dolgan,"['Turkic', 'Common Turkic', 'Siberian Turkic', 'Northern Siberian', 'Dolgan']","['Yenisei Dialect', 'Western Dialect\n', 'Norilsk Dialect', 'Western Dialect\n', 'Avam Dialect', 'Central Dialect\n', 'Khatanga Dialect', '\nEastern Dialect']",dlg,dolg1241,"1,100 (2010 census)[1]","Krasnoyarsk Krai
Taymyrsky Dolgano-Nenetsky District
",,,https://en.wikipedia.org/wiki/Dolgan_language
734,Herero,"['Niger–Congo', '?\n', 'Atlantic–Congo', 'Volta-Congo', 'Benue–Congo', 'Bantoid', 'Southern Bantoid', 'Bantu', 'Kavango – Southwest Bantu', 'Southwest Bantu', 'Herero (R.30)', 'Herero']","['Himba', 'Kuvale', 'Zemba', ' (Thimba, ', 'Otjizemba', ')', 'Hakawona', ' (', 'Otjihakawona', ')', 'Botswana Herero']",hertitle  Herero,here1253title  Herero,"250,000 (2015–2018)[1]","Kunene, Omaheke Region and Otjozondjupa Region in Namibia; Ghanzi in Botswana; Namibe, Huíla and Cunene in Angola",,,https://en.wikipedia.org/wiki/Herero_language
735,Guangdong,,,,,,,,,https://en.wikipedia.org/wiki/Guangdong
736,Co-operative_Republic_of_Guyana,,,,,,,,,https://en.wikipedia.org/wiki/Co-operative_Republic_of_Guyana
737,Camarines_Sur,,,,,,Bicol Region,,,https://en.wikipedia.org/wiki/Camarines_Sur
738,Slavic_people,,,,,,,,,https://en.wikipedia.org/wiki/Slavic_people
739,Hungarian,"['Uralic', 'Finno-Ugric', '?', 'Ugric', '?', 'Hungarian']",,Either:titlehuntitle – Modern Hungariantitleohutitle – Old Hungarian,hung1274,17 million (2003–2014)[1],,"
Hungary
European Union
Serbia (in Vojvodina)
Austria (in Burgenland)
Slovenia (in Prekmurje)
","
Romania (in Transylvania)
Croatia[2]
Slovakia
Czech Republic
Ukraine (in Berehove, Mukachevo, Vynohradiv and Uzhhorod districts of Transcarpathian region (Zakarpattia Oblast))[citation needed]
",https://en.wikipedia.org/wiki/Hungarian_language
740,Manx,"['Indo-European', 'Celtic', 'Insular Celtic', 'Goidelic', 'Manx']","['Northern', 'Midlands (unattested)', 'Southern']",glv,manx1243,,,Isle of Man,,https://en.wikipedia.org/wiki/Manx_language
741,Chickasaw,"['Muskogean', '\nWestern Muskogean', 'Chickasaw']",,cic,chic1270,75 (2017)[1],"South central Oklahoma, from Byng or Happyland (near Ada) north, and from Davis or Ardmore west to Fillmore and Wapanucka in east.",,,https://en.wikipedia.org/wiki/Chickasaw_language
742,States_of_India,,,,,,,,,https://en.wikipedia.org/wiki/States_of_India
743,Democratic_Republic_of_the_Congo,,,,,,,,,https://en.wikipedia.org/wiki/Democratic_Republic_of_the_Congo
744,Cahuilla,"['Uto-Aztecan', 'Northern', 'Takic', '?', 'Cupan', 'Cahuilla–', 'Cupeño', 'Cahuilla']","['Desert', 'Mountain', 'Pass']",chl,cahu1264,6 (2011)[2],Southern California,,,https://en.wikipedia.org/wiki/Cahuilla_language
745,Federal_Republic_of_Germany,,,,,,,,,https://en.wikipedia.org/wiki/Federal_Republic_of_Germany
746,Kanuri,"['Nilo-Saharan', '?\n', 'Saharan', 'Western', 'Kanuri']",,kautitle – inclusive codetitleIndividual codes:titleknctitle – titleCentral Kanurititlekbytitle – titleManga Kanurititlekrttitle – titleTumari Kanurititlebmstitle – titleBilma Kanurititlekbltitle – titleKanembutitletxjtitle – titleOld Kanembu,kanu1279,(9.6 million cited 1993–2021)[2],Lake Chad,,,https://en.wikipedia.org/wiki/Kanuri_language
747,Quinqui,['Cant'],,quq,quin1236,,Edges of towns,,,https://en.wikipedia.org/wiki/Quinqui_language
748,Hunan,,,,,,,,,https://en.wikipedia.org/wiki/Hunan
749,Districts_of_India,,,,,,,,,https://en.wikipedia.org/wiki/Districts_of_India
750,San_Salvador,,,,,,,,,https://en.wikipedia.org/wiki/San_Salvador
751,Gurung,"['Sino-Tibetan', 'Tamangic', 'Gurung–Tamang', 'Gurung']",,gvr,guru1261,"380,000 (2021 census)[1]",," India
Sikkim (additional)[2]
",,https://en.wikipedia.org/wiki/Gurung_language
752,Andaman_and_Nicobar_Islands,,,,,,East India,,,https://en.wikipedia.org/wiki/Andaman_and_Nicobar_Islands
753,Makasar,"['Austronesian', 'Malayo-Polynesian', 'South Sulawesi', 'Makassaric', 'Makasar']","['Gowa-Takalar (Lakiung)', 'Jeʼneʼponto (Turatea)', 'Marusuʼ-Pangkajeʼneʼ']",mak,maka1311,2.1 million (2000 census)[1],South Sulawesi (Sulawesi),,,https://en.wikipedia.org/wiki/Makassarese_language
754,Yuchi,['Language isolate'],,yuc,yuch1247,0[2] (2021)12 L2 speakers (2016)[1],East central Oklahoma,,,https://en.wikipedia.org/wiki/Yuchi_language
755,Republic_of_Artsakh,,,,,,,,,https://en.wikipedia.org/wiki/Republic_of_Artsakh
756,Leonese,"['Indo-European', 'Italic', 'Latino-Faliscan', 'Latin', 'Romance', 'Italo-Western', 'Western', 'Ibero-Romance', 'West Iberian', 'Asturleonese', 'Leonese']",,ast,leon1250,"20,000–50,000 (2008)[6][7]","Provinces of León (north and west), Zamora (north-west) in Castilla y León, in Spain,[1][2][3] and the towns of Rionor and Guadramil in northeastern Portugal.[4][5]","As of 2010, has special status in the Spanish autonomous community of Castile and León",,https://en.wikipedia.org/wiki/Leonese_language
757,Specials_(Unicode_block)#Replacement_character,,,,,,,,,https://en.wikipedia.org/wiki/Specials_(Unicode_block)#Replacement_character
758,Swahili,"['Niger–Congo', 'Atlantic–Congo', 'Volta-Congo', 'Benue–Congo', 'Bantoid', 'Southern Bantoid', 'Bantu', 'Northeast Bantu', 'Northeast Coast Bantu', 'Sabaki', 'Swahili']","['Bravanese', 'Bajuni', 'Makwe', 'Mwani', 'Sidi', 'Socotra', ' ', '†']",swatitle – inclusive codetitleIndividual codes:titleswctitle – Congo Swahilititleswhtitle – Coastal Swahilititleymktitle – titleMakwetitle (?)titlewmwtitle – titleMwanititle (?),swah1254,L1: 5.3 million (2019–2023)[2] L2: 83 million (2019–2023)[2],,"
4 countries
  Tanzania
  Rwanda
  Kenya
  Uganda



Organizations
  African Union
  East African Community
  Southern African Development Community[4]

","
 Angola
 Burundi
 DR Congo
 Mozambique
 Zambia
",https://en.wikipedia.org/wiki/Swahili_language
759,Kelantan,,,,,,,,,https://en.wikipedia.org/wiki/Kelantan
760,Arapaho_people,,,,,,,,,https://en.wikipedia.org/wiki/Arapaho_people
761,Switzerland,,,,,,,,,https://en.wikipedia.org/wiki/Switzerland
762,Macau,,,,,,,,,https://en.wikipedia.org/wiki/Macau
763,Tulu,"['Dravidian', '\nSouth Dravidian', 'South Dravidian I', 'Southwestern Dravidian', 'Kudiya', '–Tulu', 'Tulu']",,tcy,tulu1258,"1,850,000 (2011 census)[4]",Tulu Nadu[a][1][2][3],,,https://en.wikipedia.org/wiki/Tulu_language
764,Arabic,"['Afro-Asiatic', 'Semitic', 'West Semitic', 'Central Semitic', 'Arabic']","['Egyptian', 'Sudanese', 'Levantine', 'Maghrebi', 'Mesopotamian', 'Peninsular', 'Central Asian', 'Chadian', 'Shirvani', ' ', '†', 'Siculo-Arabic', ' ', '†', 'Andalusi', ' ', '†', 'Cypriot', 'Saʽidi', 'Judeo-Arabic']",aratitle – inclusive codetitleIndividual codes:titlearqtitle – titleAlgerian Arabictitlexaatitle – titleAndalusi Arabictitleabvtitle – titleBahrani Arabictitleavltitle – titleBedawi Arabictitleshutitle – titleChadian Arabictitleacytitle – titleCypriot Arabictitleadftitle – titleDhofari Arabictitlearztitle – titleEgyptian Arabictitleacmtitle – titleGelet Iraqi Arabictitleafbtitle – titleGulf Arabictitleayhtitle – titleHadhrami Arabictitlemeytitle – titleHassaniya Arabictitleacwtitle – titleHejazi Arabictitleapctitle – titleLevantine Arabictitleayltitle – titleLibyan Arabictitlearytitle – titleMoroccan Arabictitlearstitle – titleNajdi Arabictitleacxtitle – titleOmani Arabictitleayptitle – titleQeltu Iraqi Arabictitleaaotitle – titleSaharan Arabictitleaectitle – titleSaʽidi Arabictitleayntitle – titleSanʽani Arabictitlesshtitle – titleShihhi Arabictitlesqrtitle – titleSiculo-Arabictitlearbtitle – titleStandard Arabictitleapdtitle – titleSudanese Arabictitleacqtitle – titleTaʽizzi-Adeni Arabictitleabhtitle – titleTajiki Arabictitleaebtitle – titleTunisian Arabictitleauztitle – titleUzbeki Arabic,arab1395,380 million native speakers of all varieties (2024)[1]330 million L2 users of Modern Standard Arabic (2023)[2],,"
27 states and territories
Algeria
Bahrain
Chad
Comoros
Djibouti
Egypt
Eritrea[4]
Iraq
Jordan
Kuwait
Lebanon
Libya
Mauritania
Morocco
Oman
Palestine
Qatar
Saudi Arabia
Somalia
Sudan
Syria
Tunisia
United Arab Emirates
Yemen
Zanzibar (Tanzania)
Sahrawi Arab Democratic Republic (partially recognized state)
Somaliland (unrecognized state)



International Organizations
African Union
Arab League
Organisation of Islamic Cooperation
United Nations



Special status in Constitution
Iran[a]
Pakistan[b]

","
List
Cyprus[7]
Israel[8]
Mali[9]
Niger[10]
Philippines[11]
Senegal[12]
South Africa[13]

",https://en.wikipedia.org/wiki/Arabic
765,Chile,,,,,,,,,https://en.wikipedia.org/wiki/Chile
766,Greater_Tibet,,,,,,,,,https://en.wikipedia.org/wiki/Greater_Tibet
767,Walloon,"['Indo-European', 'Italic', 'Latino-Faliscan', 'Romance', 'Italo-Western', 'Western Romance', 'Gallo-Romance', 'Rhaeto-Romance', '[3]', ' (possibly)', 'Oïl', 'Walloon']",['Wisconsin Walloon'],wln,wall1255,"600,000 people have some knowledge of it[1] (2007)[2]Possibly only 300,000 active speakers in rural Wallonia[citation needed]","Wallonia, Ardennes, minority in Door County, Wisconsin (United States)",,,https://en.wikipedia.org/wiki/Walloon_language
768,Dalecarlian,"['Indo-European', 'Germanic', 'North Germanic', 'West Scandinavian', '[1]', 'Dalecarlian']","['Elfdalian', 'Moramål', '[2]', 'Orsamål', '[3]']",Nonetitle (titlemistitle)titleIndividual code:titleovdtitle – Elfdalian,dale1238,,Dalarna County,,,https://en.wikipedia.org/wiki/Dalecarlian
769,Mali,,,,,,,,,https://en.wikipedia.org/wiki/Mali
770,Harari,"['Afro-Asiatic', 'Semitic', 'West Semitic', 'South Semitic', 'Ethiopic', 'South', 'Transversal South', 'Harari–East Gurage', 'Harari']",,har,hara1271,"27,000 (2007 census)[2][3][4]",Harari Region,,,https://en.wikipedia.org/wiki/Harari_language
771,Hiri Motu,"['Austronesian', 'Malayo-Polynesian', 'Oceanic', 'Western Oceanic', 'Papuan Tip', 'Central', 'Sinagoro–Keapar', 'Motu', 'Hiri Motu']",,hmo,hiri1237,"(Very few cited 1992)[1]100,000 L2 speakers (2021)[1]",Papua New Guinea,Papua New Guinea,,https://en.wikipedia.org/wiki/Hiri_Motu
772,Republic_of_Cyprus,,,,,,,,,https://en.wikipedia.org/wiki/Republic_of_Cyprus
773,Republic_of_Serbia,,,,,,,,,https://en.wikipedia.org/wiki/Republic_of_Serbia
774,Burmese,"['Sino-Tibetan', 'Tibeto-Burman', 'Lolo-Burmese', 'Burmish', 'Burmese']",,"myatitle – inclusive codetitleIndividual codes:titlemyatitle – titleMyanmartitleinttitle – titleInthatitletcotitle – titleTaungyotitlerkititle – titleRakhinetitlermztitle – Marma (""မရမာ"")titleTaytitle – titleTavoyan dialects",sout3159,L1: 33 million (2007)[1]L2: 10 million (no date)[1],, Myanmar,,https://en.wikipedia.org/wiki/Burmese_language
775,Canichana,"['Tequiraca–Canichana', '?\n', 'Canichana']",,caz,cani1243,,Beni Department, Bolivia,,https://en.wikipedia.org/wiki/Canichana_language
776,Terengganu Malay,"['Austronesian', 'Malayo-Polynesian', '(disputed)', 'Malayic', 'Terengganu Malay']","['Coastal Terengganu ', ' Inland Terengganu']",–,tere1283,1.1 million (2010)[citation needed],"Terengganu, Mersing and Tanjung Sedili (Johor), Kuantan (Pahang)",,,https://en.wikipedia.org/wiki/Terengganu_Malay
777,Hiligaynon,"['Austronesian', 'Malayo-Polynesian', 'Philippine', 'Greater Central Philippine', 'Central Philippine', 'Bisayan', 'Central Bisayan', 'Hiligaynon']","['Standard Hiligaynon (Iloilo province dialect);', 'Urban Hiligaynon (Metro Iloilo dialect);', 'Guimarasnon Hiligaynon;', 'Bacolodnon Hiligaynon (Metro Bacolod dialect);', 'Negrense Hiligaynon (Negros Occidental dialect);', 'Mindanao Hiligaynon']",hil,hili1240,7.8 million (2010)[1][needs update]9.1 million total speakers[2]4th most spoken native language in the Philippines[3],"Western Visayas, Soccsksargen, western Negros Oriental, southwestern portion of Masbate, coastal Palawan, some parts of southern Mindoro, some parts of Romblon and a few parts of Northern Mindanao",, Philippines,https://en.wikipedia.org/wiki/Hiligaynon_language
