,lang,family,dialects,iso3code,goglottocodettolog,speakers,regions,off_lang,rec_min_lang,url
778,Scottish Gaelic,"['Indo-European', 'Celtic', 'Insular Celtic', 'Goidelic', 'Scottish Gaelic']","['Argyll', 'Arran', ' ', '†', 'Beurla Reagaird', 'Canadian', 'Deeside', ' ', '†', 'East Sutherland', ' ', '†', 'Galwegian', ' ', '†', 'Hebridean', 'Lewis', 'Mid-Minch', 'Perthshire', 'West Sutherland', 'others']",gla,scot1245,"57,000 fluent L1 and L2 speakers in Scotland (2011)[1]87,000 people in Scotland reported having some Gaelic language ability in 2011;[1] 1,300 fluent in Nova Scotia[2]","Scotland; Cape Breton Island, Nova Scotia",,"Canada
Nova Scotia
",https://en.wikipedia.org/wiki/Scottish_Gaelic
779,Republic_of_Botswana,,,,,,,,,https://en.wikipedia.org/wiki/Republic_of_Botswana
780,Southern_District_(Botswana),,,,,,,,,https://en.wikipedia.org/wiki/Southern_District_(Botswana)
781,Kh%C3%B6vsg%C3%B6l_Province,,,,,,,,,https://en.wikipedia.org/wiki/Kh%C3%B6vsg%C3%B6l_Province
782,Bashkortostan,,,,,,,,,https://en.wikipedia.org/wiki/Bashkortostan
783,Russia,,,,,,,,,https://en.wikipedia.org/wiki/Russia
784,Lepcha,"['Sino-Tibetan', 'Tibeto-Burman', 'Himalayish', 'Lepcha']",,lep,lepc1244,"66,500 (2011-2013)[1][2]","Sikkim, India; parts of Nepal and Bhutan"," India
Sikkim
",,https://en.wikipedia.org/wiki/Lepcha_language
785,Oroch,"['Tungusic', 'Udegheic', 'Oroch']",,oac,oroc1248,43; 28 (declared to be used in everyday life) (2021 census)[1],Russian Far East,,,https://en.wikipedia.org/wiki/Oroch_language
786,Achi,"['Mayan', '\nQuichean–Mamean', 'Greater Quichean', 'Quichean', 'Quiché–Achi', 'Achi']",,acr,achi1256,"120,000 (2019 census)[1]",Baja Verapaz,, Guatemala,https://en.wikipedia.org/wiki/Achi_language
787,Six_Nations_of_the_Grand_River_First_Nation,,,,,,,,,https://en.wikipedia.org/wiki/Six_Nations_of_the_Grand_River_First_Nation
788,Newar,"['Sino-Tibetan', 'Tibeto-Burman', 'Newaric', 'Newar']","['Dolakhae', 'Sindhupalchok', 'Kathmandu', 'Lalitpur', 'Bhaktapur', 'Panauti', 'Banepa', 'Hetauda', 'Dhulikhel', 'Chitlang']",Variously:titlenewtitle – Newarititlenwxtitle – Middle Newartitlephjtitle – titlePahari Newar,newa1247,"880,000 (2021 census)[1]",Nepal Mandala," India
Sikkim (additional)
 Nepal

Bagmati Province (additional)
",,https://en.wikipedia.org/wiki/Nepal_Bhasa
789,Eastern Min,"['Sino-Tibetan', 'Sinitic', 'Chinese', 'Min', 'Coastal Min', 'Eastern Min']","['Funing', ': ', ""Fu'an"", ', ', 'Ningde', 'Houguan', ': ', 'Fuqing', ', ', 'Fuzhou', ' (including ', 'Lianjiang', '), ', 'Matsu', 'Manjiang', 'Zhongshan', ': ', 'Longdu', ', ', 'Nanlang']",cdo,mind1253,11 million (2022)[1],"Eastern Fujian (Fuzhou and Ningde), Matsu; parts of Taishun and Cangnan, Wenzhou, Zhejiang","Matsu Islands, Taiwan (as local language[5])[6]","one of the statutory languages for public transport announcements in the Matsu Islands, Taiwan[7]",https://en.wikipedia.org/wiki/Min_Dong
790,Trongsa_District,,,,,,,,,https://en.wikipedia.org/wiki/Trongsa_District
791,Gilbertese,"['Austronesian', 'Malayo-Polynesian', 'Oceanic', 'Micronesian', 'Micronesian Proper', 'Gilbertese']",,gil,gilb1244,"120,000 (2002–2019)[1]",, Kiribati,,https://en.wikipedia.org/wiki/Gilbertese
792,Achang,"['Sino-Tibetan', 'Tibeto-Burman', 'Lolo–Burmese', 'Burmish', 'Achang']",,acn,acha1252,"(60,000 cited 1990–2007)[1]",,,,https://en.wikipedia.org/wiki/Achang_language
793,Dutch,"['Indo-European', 'Germanic', 'West Germanic', 'Weser–Rhine Germanic', 'Low Franconian', ' (', 'Frankish', ')', 'Dutch']","['Central', 'Flemish', 'Stadsfries', 'West Frisian Dutch']",nldtitle  Dutch/titleFlemish,mode1257,25 million (2021)[1]Total (L1 plus L2 speakers): 30 million (2021)[2][3],,"
 Belgium
 Netherlands
 Aruba
 Bonaire
 Curaçao
 Sint Eustatius
 Sint Maarten
 Saba
 Suriname


Organisations
 Benelux
 Caribbean Community
 European Union
PROSUR
 Union of South American Nations

",,https://en.wikipedia.org/wiki/Dutch_language
794,Kingdom_of_Belgium,,,,,,,,,https://en.wikipedia.org/wiki/Kingdom_of_Belgium
795,Dungan,"['Sino-Tibetan', 'Sinitic', 'Chinese', 'Mandarin', 'Central Plains Mandarin', 'Dungan']",,dng,dung1253,"110,000 (2009 censuses)[1]","Altai Republic (Russia), Fergana Valley (Uzbekistan), 
 Chu Valley (Kazakhstan)",,,https://en.wikipedia.org/wiki/Dungan_language
796,United_States_of_America,,,,,,,,,https://en.wikipedia.org/wiki/United_States_of_America
797,Ngbee,"['Niger–Congo', '?\n', 'Atlantic–Congo', 'Benue–Congo', 'Bantoid', 'Bantu', 'Boan', 'Bomokandian', 'Ngbele–Ngenda', 'Ngbee']",,jgb,ngbe1238,,,,,https://en.wikipedia.org/wiki/Ngbee_language
798,Saterland,,,,,,,,,https://en.wikipedia.org/wiki/Saterland
799,Valencian,"['Indo-European', 'Italic', 'Latino-Faliscan', 'Romance', 'Italo-Western', 'Western', 'Gallo-Romance', '[2]', 'Occitano-Romance', '[2]', 'Catalan', 'Western Catalan', '[3]', 'Valencian']",,–,,2.4 million (2004)[1],"Valencian Community, Region of Murcia (Carche)  See also geographic distribution of Catalan","Spain
Valencian Community
","Spain
Carche, Region of Murcia
",https://en.wikipedia.org/wiki/Valencian
800,Lesotho,,,,,,,,,https://en.wikipedia.org/wiki/Lesotho
801,Meänkieli,"['Uralic', 'Finnic', 'Finnish', 'Peräpohjola', 'Meänkieli']",,fit,torn1244,"(70,000 cited 1997–2020)[1]",Torne Valley,, Sweden,https://en.wikipedia.org/wiki/Me%C3%A4nkieli_dialects
802,Northern_Cyprus,,,,,,,,,https://en.wikipedia.org/wiki/Northern_Cyprus
803,Administrative_units_of_Pakistan,,,,,,,,,https://en.wikipedia.org/wiki/Administrative_units_of_Pakistan
804,Telangana,,,,,,South India,,,https://en.wikipedia.org/wiki/Telangana
805,Kaingang,"['Macro-Jê', 'Jê', 'Jê of Paraná', 'Southern Jê', 'Kaingang']",,Either:titlekgptitle – Kaingangtitlezkptitle – São Paulo Kaingáng,kain1271,"(18,000 cited 1989)[1]","São Paulo, Santa Catarina, Paraná, Rio Grande do Sul",,,https://en.wikipedia.org/wiki/Kaingang_language
806,Igbo,"['Niger–Congo', '?\n', 'Atlantic–Congo', 'Volta–Congo', 'Volta–Niger', 'Igboid', 'Nuclear Igboid', 'Igbo']","['Isu', ' (Igbo-Izugbe), ', 'Aguata', ', ', 'Aguleri', ', ', 'Arochukwu', ', ', 'Awka', ', ', 'Bende', ', ', 'Edda', ', ', 'Egbema', ', ', 'Ekpeye', ', ', 'Enuani', ', ', 'Etche', ', ', 'Ezza', ', ', 'Ibeku', ', ', 'Idemili', ', ', 'Igbanke', ', ', 'Ika', ', ', 'Ikwerre', ', ', 'Isobo', ', ', 'Ikwo', ', ', 'Izzi', ', ', 'Mbaise', ', ', 'Mgbo', ', ', 'Ndoki', ', ', 'Ngwa', ', ', 'Nkanu', ', ', 'Nnewi', ', ', 'Nsukka', ', ', 'Onitsha', ', ', 'Ogbaru', ', ', 'Ogba', ', ', 'Ohafia', ', ', 'Ohuhu', ', ', 'Okigwe', ', ', 'Owerri', ', ', 'Ukwuani', ', ', 'Waawa', ', ', '[3]']",ibo,nucl1417,45 million (2020)[1],"Igboland: Abia, Anambra, Ebonyi, Enugu, Imo, Delta, Rivers, Benue, Edo, Kogi[1]", Nigeria  (national status)," Cameroon[4]
 Equatorial Guinea[4]",https://en.wikipedia.org/wiki/Igbo_language
807,Dukha,"['Turkic', 'Common Turkic', 'Siberian Turkic', 'South Siberian', 'Sayan Turkic', 'Taiga Sayan Turkic', '[1]', 'Dukha']",,Nonetitle (titlemistitle),dukh1234,(undated figure of 500)[1],Khövsgöl Province,,,https://en.wikipedia.org/wiki/Dukhan_language
808,Iu Mien,"['Hmong–Mien', 'Mienic', 'Mian–Jin', 'Iu Mien']",,ium,iumi1238,"(800,000 cited 1995–2019)[1]",, China (in Jinxiu Yao Autonomous County),,https://en.wikipedia.org/wiki/Iu_Mien_language
809,Asa,"['Afro-Asiatic', 'Cushitic', 'Rift', '?', 'East Rift', 'Asa']",,aas,aasa1238,,Tanzania,,,https://en.wikipedia.org/wiki/Aas%C3%A1x
810,Hausa,"['Afro-Asiatic', 'Chadic', 'West', 'Hausa–Gwandara (A.1)', 'Hausa']",,hau,haus1257,L1: 54 million (2021–2023)[1]L2: 34 million (2021–2023)[1] Total: 88 million (2021)[1],West Africa, Niger (national status) Nigeria (national status), Benin,https://en.wikipedia.org/wiki/Hausa_language
811,Socialist_Republic_of_Vietnam,,,,,,,,,https://en.wikipedia.org/wiki/Socialist_Republic_of_Vietnam
812,The_Gambia,,,,,,,,,https://en.wikipedia.org/wiki/The_Gambia
813,Seroa,"['Tuu', '\nǃKwi', 'Eastern', 'Seroa']",,kqu,sero1239,,South Africa,,,https://en.wikipedia.org/wiki/Seroa_dialect
814,Greece,,,,,,,,,https://en.wikipedia.org/wiki/Greece
815,Odia,"['Indo-European', 'Indo-Iranian', 'Indo-Aryan', 'Eastern', 'Odia', 'Odia']","['Northern', ', Central, ', 'Southern', ', ', 'Northwestern', ', ', 'Western', ', ', 'Desia', ', Tribal and Community dialects']",orititle – inclusive codetitleIndividual codes:titleorytitle – Odiatitlespvtitle – titleSambalpurititleorttitle – Adivasi Odia (Kotia)titledsotitle – titleDesiyatitle (duplicate of [ort])title[7],macr1269title  Macro-Oriya (Odra)titleoriy1255title  Odia,L1: 35 million (2011–2019)[1][2]L2: 3.6 million[1],Odisha[a],"
India
Odisha
Jharkhand[3] (additional)
West Bengal[4][5] (additional)
",,https://en.wikipedia.org/wiki/Odia_language
816,San_Marino,,,,,,,,,https://en.wikipedia.org/wiki/San_Marino
817,Mari_El,,,,,,,,,https://en.wikipedia.org/wiki/Mari_El
818,Egypt,,,,,,,,,https://en.wikipedia.org/wiki/Egypt
819,Assamese,"['Indo-European', 'Indo-Iranian', 'Indo-Aryan', 'Eastern', 'Bengali–Assamese', 'Kamrupa', 'Assamese']","['Eastern, Central, ', 'Kamrupi', ', ', 'Goalpariya']",asm,assa1263,15 million (2011 census)[1],"
Assam
Arunachal Pradesh
Meghalaya
Nagaland
","
India
Assam
",,https://en.wikipedia.org/wiki/Assamese_language
820,Hopi,"['Uto-Aztecan', 'Northern Uto-Aztecan', 'Hopi']",,hop,hopi1249,"6,100 (2015 census)[1]40 monolinguals[1]",Northeastern Arizona,,,https://en.wikipedia.org/wiki/Hopi_language
821,Limbu,"['Sino-Tibetan', 'Tibeto-Burman', 'Mahakiranti', ' (?)', 'Kiranti', 'Limbu']","['Phedape', 'Chhathare', 'Panthare', 'Tambarkhole']",lif,limb1266,"410,000 (2011–2021 censuses)[1]",Nepal; significant communities in Bhutan; Sikkim and Darjeeling district of India," Nepal
Koshi Province
 India

Sikkim (additional)
",,https://en.wikipedia.org/wiki/Limbu_language
822,Baltistan,,,,,,,,,https://en.wikipedia.org/wiki/Baltistan
823,Even,"['Tungusic', '\nNorthern', 'Even']",,eve,even1260,"5,700 (2010 census)[1]",Russian Far East,,,https://en.wikipedia.org/wiki/Even_language
824,Sudan,,,,,,,,,https://en.wikipedia.org/wiki/Sudan
825,Pomerode,,,,,,South,,,https://en.wikipedia.org/wiki/Pomerode
826,Central Min,"['Sino-Tibetan', 'Sinitic', 'Chinese', 'Min', 'Inland Min', 'Central Min']","['Sanming', ""Yong'an"", 'Shaxian']",czo,minz1235,3.65 million (2022)[1],"Yong'an, Sanming",,,https://en.wikipedia.org/wiki/Min_Zhong
827,Slovak,"['Indo-European', 'Balto-Slavic', 'Slavic', 'West Slavic', 'Czech–Slovak', 'Slovak']","['Western Slovak', 'Central Slovak', 'Eastern Slovak', ' (including ', 'Pannonian Rusyn', ')', '[3]']",slk,slov1269,Native: 5 million (2011–2021)[2]L2: 2 million[2],, Slovakia European Union Vojvodina (Serbia)[4]," Czech Republic[5]  Poland[6] Hungary[7]
 Croatia[8][9]

 Romania[10][11][12][13][14]",https://en.wikipedia.org/wiki/Slovak_language
828,Kelantan-Pattani Malay,"['Austronesian', 'Malayo-Polynesian', 'Malayic', 'Kelantan-Pattani Malay']",,mfatitle  Pattani,patt1249,1.5 million in Thailand (2010)[1]2 million in Malaysia[citation needed],"Malaysia:KelantanMerapoh, PahangBesut and Setiu, TerengganuBaling, Sik and Padang Terap, KedahHulu Perak (Pengkalan Hulu and Grik), PerakThailand:Patani region, Songkhla Province (Sabayoi, Chana, Nathawi, Thepha), Minburi area (Min Buri), Lat Krabang, Khlongsamwa, Nong Chok)",, Thailand,https://en.wikipedia.org/wiki/Pattani_Malay
829,Yakutia,,,,,,,,,https://en.wikipedia.org/wiki/Yakutia
830,Fuzhounese,"['Sino-Tibetan', 'Sinitic', 'Chinese', 'Min', 'Coastal Min', 'Eastern Min', 'Houguan', 'Fuzhounese']",['Matsu'],–,fuzh1239,(10 million cited 1994)[1],,"Matsu Islands, Taiwan (as local language[5])[6]",one of the statutory languages for public transport announcements in the Matsu Islands[7],https://en.wikipedia.org/wiki/Fuzhou_dialect
831,Montenegrin,"['Indo-European', 'Balto-Slavic', 'Slavic', 'South Slavic', 'Western', 'Serbo-Croatian', 'Shtokavian', 'New Shtokavian', 'Eastern Herzegovinian', 'Montenegrin']",,cnrtitle title[3],mont1282,"232,600 (see text)",, Montenegro,"Mali Iđoš municipality (Vojvodina, Serbia)[1]",https://en.wikipedia.org/wiki/Montenegrin_language
832,Awadhi,"['Indo-European', 'Indo-Iranian', 'Indo-Aryan', 'Central Zone', 'Eastern Hindi', 'Awadhi']","['Pardesi', 'Gangapari', 'Uttari', 'Fiji Hindi', 'Caribbean Hindustani']",awa,awad1243,"38.5 million in India (2011)[1][2][3]500,000 in Nepal (2011)[citation needed]",Awadh, Fiji (as Fiji Hindi),,https://en.wikipedia.org/wiki/Awadhi
833,People%27s_Republic_of_China,,,,,,,,,https://en.wikipedia.org/wiki/People%27s_Republic_of_China
834,Goa,,,,,,West India,,,https://en.wikipedia.org/wiki/Goa
835,Districts_of_Pakistan,,,,,,,,,https://en.wikipedia.org/wiki/Districts_of_Pakistan
836,California,,,,,,,,,https://en.wikipedia.org/wiki/California
837,Sardinian,"['Indo-European', 'Italic', 'Latino-Faliscan', 'Latin', 'Romance', 'Southern Romance', '?', 'Sardinian']",,srdtitle – inclusive code SardiniantitleIndividual codes:titlesrotitle – Campidanese Sardiniantitlesrctitle – Logudorese Sardinian,sard1257,"1 million (2010, 2016)[1][2][3]",Sardinia,,"Italy (1999[4])
Sardinia (1997,[5] 2018[6])
",https://en.wikipedia.org/wiki/Sardinian_language
838,Central_Province_(Kenya),,,,,,,,,https://en.wikipedia.org/wiki/Central_Province_(Kenya)
839,Tunceli_Province,,,,,,,,,https://en.wikipedia.org/wiki/Tunceli_Province
840,Sweden,,,,,,,,,https://en.wikipedia.org/wiki/Sweden
841,Mozambique,,,,,,,,,https://en.wikipedia.org/wiki/Mozambique
842,Khmu,"['Austroasiatic', 'Khmuic', 'Khmu']",,Either:titlekjgtitle – Khmutitlekhftitle – Buddhist Khmu (Kmhmu' Khwen)title[3]title[4],khmu1255,"(798,400 cited 1990–2015 census)[1][2]",,,,https://en.wikipedia.org/wiki/Khmu_language
843,Castile_and_Le%C3%B3n,,,,,,,,,https://en.wikipedia.org/wiki/Castile_and_Le%C3%B3n
844,Pandan Bikol,"['Austronesian', 'Malayo-Polynesian', 'Philippine', 'Central Philippine', 'Bikol languages', 'Pandan Bikol']",,cts,nort2883,"78,000 (2000 census)[1]",Pandan and north-east Catanduanes,,,https://en.wikipedia.org/wiki/Pandan_Bikol_language
845,Azad_Jammu_and_Kashmir,,,,,,,,,https://en.wikipedia.org/wiki/Azad_Jammu_and_Kashmir
846,Federal_Democratic_Republic_of_Ethiopia,,,,,,,,,https://en.wikipedia.org/wiki/Federal_Democratic_Republic_of_Ethiopia
847,Nanping,,,,,,,,,https://en.wikipedia.org/wiki/Nanping
848,Direct-controlled_municipalities_of_the_People%27s_Republic_of_China,,,,,,,,,https://en.wikipedia.org/wiki/Direct-controlled_municipalities_of_the_People%27s_Republic_of_China
849,Kazakhstan,,,,,,,,,https://en.wikipedia.org/wiki/Kazakhstan
850,Norwegian,"['Indo-European', 'Germanic', 'Northwest Germanic', '[2]', 'North Germanic', 'West Scandinavian', ' (', 'disputed', ')', 'Norwegian']",,nortitle – inclusive codetitleIndividual codes:titlenobtitle – Bokmåltitlennotitle – Nynorsk,norw1258,4.32 million (2020)[1],,Norway,,https://en.wikipedia.org/wiki/Norwegian_language
851,Berber_languages,,,,berb1260,,,,,https://en.wikipedia.org/wiki/Berber_languages
852,Gagauzia,,,,,,,,,https://en.wikipedia.org/wiki/Gagauzia
853,Braille,,,,,,,,,https://en.wikipedia.org/wiki/Braille
854,South_Korea,,,,,,,,,https://en.wikipedia.org/wiki/South_Korea
855,Aramaic,"['Afro-Asiatic', 'Semitic', 'West Semitic', 'Central Semitic', 'Northwest Semitic', 'Aramoid?', 'Aramaic']","['Eastern Aramaic', 'Western Aramaic', 'Armazic', ' ', '†']",Variously:titlearctitle – titleImperial Aramaictitlesyctitle – titleClassical Syriactitlemyztitle – titleClassical Mandaictitlexrmtitle – titleArmazic languagetitlebjftitle – titleBarzani Neo-Aramaictitlebhntitle – titleBohtan Neo-Aramaictitlehrttitle – titleHertevin Neo-Aramaictitleaijtitle – titleInter-Zab Neo-Aramaictitletmrtitle – titleJewish Babylonian Aramaictitlejpatitle – titleJewish Palestinian Aramaictitlekqdtitle – titleKoy Sanjaq Neo-Aramaictitlelhstitle – titleMlaḥsô languagetitlemidtitle – titleModern Mandaictitleoartitle – titleOld Aramaictitlesamtitle – titleSamaritan Aramaic languagetitlesyntitle – titleSenaya Neo-Aramaictitlesyrtitle – titleSuret languagetitlehuytitle – titleTrans-Zab Neo-Aramaictitletrutitle – titleTuroyo languagetitletrgtitle – titleUrmia Neo-Aramaictitleamwtitle – titleWestern Neo-Aramaic,aram1259,,"Fertile Crescent (Levant, Mesopotamia, and  Southeastern Anatolia), eastern Arabia,[1] Sinai",,,https://en.wikipedia.org/wiki/Aramaic
856,Spain,,,,,,,,,https://en.wikipedia.org/wiki/Spain
857,Niger_State,,,,,,,,,https://en.wikipedia.org/wiki/Niger_State
858,Transnistria,,,,,,,,,https://en.wikipedia.org/wiki/Transnistria
859,Vaagri Booli,"['Indo-European', 'Indo-Iranian', 'Indo-Aryan', '(unclassified; ', 'Bhili', '?)', 'Vaagri Booli']",,vaa,vaag1238,"9,300 (2007)[1]","Tamil Nadu, Andhra Pradesh, Pondicherry, Karnataka, Maharashtra",,,https://en.wikipedia.org/wiki/Vaagri_Booli_language
860,Kingdom_of_Spain,,,,,,,,,https://en.wikipedia.org/wiki/Kingdom_of_Spain
861,Coptic,"['Afro-Asiatic', 'Egyptian', 'Coptic']","['Bohairic', 'Sahidic', 'Akhmimic', 'Lycopolitan', 'Fayyumic', 'Oxyrhynchite']",cop,copt1239,,,,,https://en.wikipedia.org/wiki/Coptic_language
862,Cape_Verde,,,,,,,,,https://en.wikipedia.org/wiki/Cape_Verde
863,Blackfoot_Tribe,,,,,,,,,https://en.wikipedia.org/wiki/Blackfoot_Tribe
864,Sark,,,,,,,,,https://en.wikipedia.org/wiki/Sark
865,Archi,"['Northeast Caucasian', 'Lezgic', '[2]', 'Archi']",,aqc,arch1244,970 (2010 census)[1],"Archib, Dagestan",,,https://en.wikipedia.org/wiki/Archi_language
866,Solomon_Islands,,,,,,,,,https://en.wikipedia.org/wiki/Solomon_Islands
867,German,"['Indo-European', 'Germanic', 'West Germanic', 'German']",,Variously:titledeutitle – titleGermantitlegmhtitle – titleMiddle High Germantitlegohtitle – titleOld High Germantitlegcttitle – titleColonia Tovar Germantitlebartitle – titleBavariantitlecimtitle – titleCimbriantitlegehtitle – titleHutterite Germantitlekshtitle – titleKölschtitlendstitle – titleLow Germantitle[note 1]titleslititle – titleLower Silesiantitleltztitle – titleLuxembourgishtitle[note 2]titlevmftitle – titleMainfränkischtitlemhntitle – titleMòchenotitlepfltitle – titlePalatinate Germantitlepdctitle – titlePennsylvania Dutchtitlepdttitle – titlePlautdietschtitle[note 3]titleswgtitle – titleSwabian Germantitlegswtitle – titleSwiss Germantitleulntitle – titleUnserdeutschtitlesxutitle – titleUpper Saxontitlewaetitle – titleWalser Germantitleweptitle – titleWestphaliantitlehrxtitle – titleRiograndenser Hunsrückischtitleyectitle – titleYenishtitleyidtitle – titleYiddish,stan1295,L1: 95 million[1]L2: 80–85 million (2014)[2],,"
7 countries
Germany
Austria
Belgium
Liechtenstein
Luxembourg
Switzerland
Namibia



1 subdivision
 South Tyrol (Italy)


","
9 countries
Brazil (6 municipalities)[8]
Czech Republic
Denmark (Syddanmark)
Hungary (Sopron)
Poland (Upper Silesia)
Romania (select localities)
Russia (Azovo German National District)
Slovakia (Krahule)

",https://en.wikipedia.org/wiki/German_language
868,Chocha Ngacha,"['Sino-Tibetan', 'Tibeto-Kanauri', '\xa0?', 'Bodish', 'Tibetic', 'Dzongkha–Lhokä', 'Chocha Ngacha']",,cgk,choc1275,"(20,000 cited 1993)[1]",Bhutan,,,https://en.wikipedia.org/wiki/Chocangaca_language
869,Chiriqu%C3%AD_Province,,,,,,,,,https://en.wikipedia.org/wiki/Chiriqu%C3%AD_Province
870,Ossetian,"['Indo-European', 'Indo-Iranian', 'Iranian', 'Eastern', 'Scythian', 'Ossetian']","['Digor', 'Iron', 'Jassic', ' ', '†']",oss,osse1243,"490,000 (2020 census)[1]",Caucasus,"
 Russia
  North Ossetia–Alania



 Georgia
  Provisional Administration of South Ossetia



Partially recognized states: South Ossetia",,https://en.wikipedia.org/wiki/Ossetian_language
871,Galician,"['Indo-European', 'Italic', 'Latino-Faliscan', 'Latin', 'Romance', 'Italo-Western', 'Western Romance', 'Ibero-Romance', 'West Iberian', 'Galician-Portuguese', 'Galician']",,glg,gali1258,2.4 million (2012)[1]58% of the population of Galicia (c. 1.56 million) are L1 speakers (2007)[2],Galicia and adjacent areas in Asturias and Castile and León,"Spain
Galicia
","El Bierzo (Castile and León, Spain)",https://en.wikipedia.org/wiki/Galician_language
